time [us];ch 1;ch 2;ch 3;ch 4;ch 5;ch 6;ch 7;ch 8;ch 9;ch 10;ch 11;ch 12;ch 13;ch 14
118;-0.002;-0.002;-0.007;0.005;-0.002;-0.002;0;0.005;0.022;0.015;0.007;0.034;0.007;0.015
119;-0.005;-0.002;-0.002;0.002;-0.002;-0.002;-0.002;0.005;0.022;0.012;0.007;0.034;0.007;0.017
120;-0.002;-0.002;-0.002;0.005;-0.005;-0.002;0;0.007;0.024;0.012;0.007;0.034;0.007;0.017
121;-0.005;-0.005;-0.005;0.005;-0.002;-0.005;-0.002;0.002;0.022;0.012;0.01;0.037;0.007;0.017
122;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.005;0.027;0.017;0.012;0.039;0.007;0.015
123;-0.005;-0.002;-0.005;0.005;-0.005;-0.005;0;0.007;0.022;0.01;0.01;0.037;0.01;0.015
124;-0.002;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.022;0.015;0.01;0.032;0.01;0.015
125;-0.002;-0.002;-0.007;0.005;-0.005;0;0;0.005;0.022;0.012;0.007;0.037;0.007;0.012
126;-0.005;-0.005;-0.005;0.002;-0.005;-0.005;0;0.005;0.022;0.015;0.01;0.037;0.007;0.02
127;-0.005;-0.005;-0.002;0.002;-0.005;0;0;0.005;0.02;0.017;0.01;0.034;0.007;0.015
128;-0.005;-0.005;-0.01;0.002;-0.007;-0.002;-0.002;0.005;0.022;0.01;0.01;0.037;0.007;0.02
129;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;-0.002;0.005;0.022;0.015;0.007;0.034;0.005;0.012
130;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;-0.002;0.007;0.022;0.01;0.007;0.034;0.007;0.015
131;-0.005;-0.002;-0.007;0.005;-0.007;-0.002;0;0.005;0.022;0.015;0.01;0.034;0.007;0.017
132;-0.005;-0.005;-0.007;0.005;-0.005;-0.002;0.002;0.005;0.022;0.012;0.007;0.034;0.007;0.017
133;-0.005;-0.002;-0.007;0.002;-0.005;-0.005;0;0.005;0.022;0.015;0.01;0.037;0.005;0.015
134;-0.005;-0.002;-0.005;0.002;-0.005;-0.005;0;0.005;0.022;0.015;0.01;0.037;0.007;0.015
135;-0.005;-0.002;-0.005;0.005;-0.005;-0.005;0.002;0.002;0.02;0.012;0.007;0.034;0.007;0.015
136;-0.005;-0.002;-0.002;0.002;-0.005;-0.002;0;0.005;0.024;0.012;0.01;0.034;0.007;0.017
137;-0.005;-0.007;-0.005;0.002;-0.005;-0.005;0;0.005;0.022;0.012;0.007;0.034;0.007;0.015
138;-0.005;-0.002;-0.007;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.01;0.037;0.005;0.017
139;-0.007;-0.005;-0.007;0.002;-0.007;-0.002;-0.002;0.005;0.022;0.015;0.007;0.034;0.007;0.015
140;-0.002;-0.005;-0.007;0.002;-0.002;-0.005;0;0.007;0.02;0.012;0.005;0.037;0.007;0.015
141;-0.007;-0.005;-0.007;0.005;-0.005;-0.002;0;0.005;0.024;0.015;0.015;0.039;0.007;0.015
142;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;-0.002;0.005;0.022;0.017;0.01;0.034;0.005;0.012
143;-0.007;-0.005;-0.005;0.005;-0.005;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.007;0.015
144;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.007;0.024;0.012;0.01;0.037;0.01;0.015
145;-0.005;-0.005;-0.005;0.002;-0.005;-0.002;-0.002;0.007;0.022;0.015;0.01;0.034;0.007;0.017
146;-0.005;-0.005;-0.005;0.005;-0.005;-0.005;0.002;0.007;0.02;0.012;0.01;0.037;0.007;0.015
147;-0.005;-0.005;-0.005;0.002;-0.007;-0.002;0;0.005;0.024;0.017;0.01;0.034;0.01;0.017
148;-0.007;-0.002;-0.005;0.002;-0.002;-0.005;0;0.007;0.022;0.012;0.01;0.034;0.01;0.017
149;-0.005;-0.005;-0.007;0.002;-0.002;0;0;0.005;0.022;0.01;0.007;0.034;0.005;0.015
150;-0.007;-0.005;-0.007;0.002;-0.005;-0.002;-0.002;0.005;0.024;0.015;0.007;0.034;0.007;0.012
151;-0.005;-0.002;-0.002;0.002;-0.002;-0.002;0;0.005;0.022;0.015;0.007;0.034;0.005;0.012
152;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.005;0.022;0.01;0.007;0.037;0.007;0.017
153;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.005;0.024;0.017;0.01;0.034;0.007;0.015
154;-0.005;-0.005;-0.01;0.005;-0.002;-0.002;0;0.005;0.022;0.012;0.007;0.034;0.007;0.015
155;-0.005;-0.002;-0.005;0.005;-0.007;-0.005;-0.002;0.002;0.022;0.012;0.01;0.034;0.005;0.015
156;-0.005;-0.005;-0.007;0;-0.005;-0.002;0;0.005;0.022;0.012;0.01;0.037;0.01;0.017
157;-0.007;-0.005;-0.005;0.002;-0.005;-0.002;-0.002;0.005;0.022;0.015;0.012;0.037;0.005;0.015
158;-0.005;0;-0.005;0.005;-0.002;-0.002;-0.002;0.007;0.022;0.015;0.007;0.034;0.007;0.015
159;-0.005;-0.005;-0.005;0.005;-0.005;-0.002;0;0.005;0.02;0.01;0.007;0.032;0.005;0.012
160;-0.007;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.022;0.012;0.005;0.032;0.005;0.015
161;-0.005;-0.002;-0.007;0.005;-0.005;-0.002;0;0.005;0.022;0.015;0.01;0.034;0.005;0.012
162;-0.002;-0.002;-0.005;0.005;-0.005;-0.005;-0.002;0.002;0.022;0.012;0.007;0.034;0.007;0.017
163;-0.005;-0.005;-0.005;0.005;-0.005;-0.002;-0.002;0.005;0.022;0.012;0.007;0.034;0.01;0.017
164;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.005;0.015
165;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.007;0.022;0.015;0.007;0.032;0.005;0.017
166;-0.005;-0.005;-0.007;0.002;-0.005;-0.002;0;0.005;0.024;0.015;0.007;0.034;0.01;0.02
167;-0.005;-0.005;-0.005;0.005;-0.005;-0.002;0;0.005;0.02;0.01;0.007;0.034;0.005;0.015
168;-0.005;-0.005;-0.005;0.002;-0.005;-0.002;0;0.005;0.024;0.015;0.007;0.034;0.005;0.015
169;-0.005;-0.005;-0.002;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.012;0.034;0.005;0.015
170;-0.005;-0.002;-0.005;0.005;-0.007;-0.002;-0.002;0.005;0.027;0.017;0.012;0.037;0.005;0.015
171;-0.005;-0.005;-0.002;0.002;-0.002;-0.005;0;0.002;0.022;0.012;0.01;0.037;0.005;0.015
172;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.005;0.022;0.015;0.005;0.032;0.005;0.017
173;-0.002;-0.002;-0.005;0.005;-0.005;-0.002;0;0.002;0.024;0.015;0.01;0.034;0.005;0.017
174;-0.005;-0.002;-0.007;0.005;-0.005;-0.002;0;0.002;0.022;0.012;0.005;0.034;0.005;0.015
175;-0.005;-0.005;-0.005;0.005;-0.005;-0.002;0;0.005;0.027;0.017;0.007;0.034;0.005;0.017
176;-0.005;-0.002;0;0.002;-0.007;-0.002;0;0.005;0.027;0.015;0.01;0.034;0.005;0.015
177;-0.005;-0.005;-0.002;0.005;-0.005;-0.002;-0.002;0.005;0.024;0.015;0.007;0.032;0.007;0.015
178;-0.005;-0.002;-0.005;0.002;-0.007;-0.002;0;0.007;0.024;0.015;0.007;0.034;0.005;0.015
179;-0.007;-0.002;-0.007;0.002;-0.005;-0.002;-0.002;0.005;0.024;0.015;0.01;0.037;0.007;0.017
180;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.005;0.024;0.017;0.007;0.032;0.007;0.017
181;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.022;0.012;0.007;0.034;0.005;0.015
182;-0.005;-0.002;-0.002;0.002;-0.005;-0.002;0.002;0.007;0.027;0.017;0.01;0.034;0.005;0.015
183;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;-0.002;0.005;0.024;0.01;0.01;0.034;0.005;0.017
184;-0.007;-0.005;-0.007;0.002;-0.005;-0.002;0;0.005;0.022;0.015;0.007;0.034;0.007;0.017
185;-0.005;-0.005;-0.002;0.002;-0.007;-0.002;-0.002;0.007;0.022;0.015;0.01;0.034;0.01;0.02
186;-0.007;-0.005;-0.005;0.005;-0.005;-0.002;0;0.005;0.027;0.015;0.01;0.032;0.007;0.015
187;-0.005;-0.002;-0.002;0.005;-0.005;-0.005;-0.002;0.005;0.022;0.01;0.01;0.032;0.005;0.017
188;-0.005;-0.005;-0.002;0.005;-0.005;-0.002;-0.002;0.002;0.027;0.017;0.01;0.032;0.005;0.012
189;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.01;0.032;0.007;0.015
190;-0.005;-0.002;-0.002;0.002;-0.005;-0.002;0;0.005;0.024;0.015;0.007;0.032;0.005;0.015
191;-0.005;-0.005;-0.007;0.002;-0.005;-0.005;-0.002;0.005;0.024;0.015;0.007;0.034;0.007;0.02
192;-0.005;-0.005;-0.005;0;-0.005;0;0;0.007;0.024;0.012;0.01;0.034;0.007;0.017
193;-0.002;-0.005;-0.002;0.005;-0.007;-0.002;-0.002;0.005;0.024;0.012;0.007;0.034;0.007;0.017
194;-0.002;-0.002;-0.005;0.005;-0.005;-0.002;0;0.002;0.024;0.017;0.01;0.034;0.007;0.015
195;-0.005;-0.005;-0.002;0.007;-0.002;-0.002;0;0.005;0.024;0.012;0.01;0.034;0.007;0.017
196;-0.005;-0.002;-0.002;0.002;-0.005;-0.002;0;0.007;0.024;0.017;0.005;0.032;0.007;0.015
197;-0.007;-0.005;-0.005;0;-0.005;-0.005;0;0.007;0.024;0.012;0.007;0.034;0.005;0.017
198;-0.007;-0.005;-0.005;0;-0.002;-0.002;0;0.007;0.024;0.01;0.007;0.032;0.007;0.015
199;-0.005;-0.005;-0.005;0.002;-0.005;-0.002;0;0.005;0.024;0.015;0.01;0.034;0.007;0.017
200;-0.005;-0.002;-0.005;0.002;-0.005;-0.005;0;0.005;0.024;0.015;0.01;0.034;0.007;0.015
201;-0.005;-0.005;-0.005;0.002;-0.007;-0.007;-0.002;0.005;0.024;0.015;0.01;0.037;0.005;0.012
202;-0.002;-0.005;-0.007;0.005;-0.005;-0.002;0;0.007;0.024;0.012;0.01;0.037;0.005;0.015
203;-0.005;-0.005;-0.002;0.002;-0.005;-0.002;0;0.005;0.024;0.015;0.012;0.032;0.01;0.015
204;-0.005;-0.002;-0.005;0;-0.002;-0.002;0;0.005;0.024;0.015;0.01;0.032;0.01;0.017
205;-0.005;-0.005;-0.005;0.002;-0.005;-0.002;0;0.002;0.024;0.012;0.007;0.034;0.007;0.012
206;-0.007;-0.005;-0.005;0.002;-0.005;-0.002;-0.002;0.005;0.027;0.017;0.012;0.034;0.007;0.015
207;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;-0.002;0.005;0.024;0.015;0.007;0.034;0.007;0.017
208;-0.007;-0.005;-0.005;0.005;-0.002;-0.005;0;0.007;0.024;0.012;0.01;0.037;0.007;0.015
209;-0.002;-0.005;-0.007;0.002;-0.007;0;0;0.005;0.024;0.017;0.01;0.034;0.005;0.015
210;-0.005;-0.005;-0.007;0.002;-0.005;-0.005;0;0.005;0.027;0.015;0.01;0.034;0.005;0.012
211;-0.005;-0.005;-0.007;0.005;-0.007;-0.002;0;0.005;0.024;0.015;0.01;0.037;0.005;0.017
212;-0.002;-0.005;-0.005;0.005;-0.007;-0.005;0;0.007;0.024;0.012;0.012;0.034;0.005;0.015
213;-0.007;-0.005;-0.005;0.002;-0.005;-0.005;0;0.005;0.024;0.012;0.01;0.034;0.007;0.015
214;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.007;0.022;0.01;0.007;0.032;0.007;0.015
215;-0.005;-0.005;-0.005;0.002;-0.005;-0.002;0;0.005;0.024;0.015;0.01;0.037;0.005;0.012
216;-0.002;-0.002;-0.002;0.005;-0.007;-0.002;0.002;0.005;0.024;0.01;0.007;0.037;0.005;0.012
217;-0.005;-0.002;-0.007;0.002;-0.002;-0.002;0;0.005;0.022;0.012;0.007;0.034;0.007;0.017
218;-0.007;-0.005;-0.005;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.01;0.034;0.01;0.015
219;-0.002;-0.002;-0.002;0.005;-0.002;0;0;0.005;0.022;0.015;0.01;0.034;0.005;0.017
220;-0.002;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.022;0.015;0.012;0.037;0.007;0.015
221;-0.005;-0.007;-0.002;0.005;-0.005;-0.002;0;0.005;0.022;0.015;0.007;0.039;0.005;0.012
222;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;-0.002;0.007;0.024;0.01;0.01;0.037;0.005;0.015
223;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.007;0.034;0.01;0.02
224;-0.002;-0.002;-0.002;0.005;-0.005;-0.005;0;0.005;0.024;0.012;0.007;0.037;0.007;0.015
