time [us];ch 1;ch 2;ch 3;ch 4;ch 5;ch 6;ch 7;ch 8;ch 9;ch 10
0;-0.005;-0.005;-0.005;0;-0.002;0.029;0.015;0.037;0.012;0.01
0.5;-0.007;-0.007;-0.01;0.002;-0.002;0.022;0.007;0.034;0.034;0.015
1;-0.007;-0.005;-0.007;0;-0.005;0.042;0.012;0.034;0.01;0.034
1.5;-0.012;-0.007;-0.01;0;0;0.044;0.037;0.061;0;0.007
2;-0.007;-0.002;0;0.002;-0.007;0.002;-0.012;0.01;-0.007;-0.007
2.5;-0.01;-0.002;-0.002;0;-0.002;0.017;0.01;0.029;0.027;0.027
3;-0.007;-0.005;-0.01;0.002;-0.007;0.022;-0.002;0.022;0.039;0.039
3.5;-0.01;-0.01;-0.005;0;0;0.017;0.007;0.029;0;0.044
4;-0.002;-0.007;-0.007;0;-0.002;0.017;0.005;0.029;0.012;0.002
4.5;-0.005;-0.005;-0.007;0;-0.002;0.017;0.002;0.027;0.027;0.02
5;-0.007;-0.005;-0.007;0;-0.002;0.042;0.015;0.042;0.061;0
5.5;-0.005;-0.005;-0.005;0.002;-0.005;0.024;0.005;0.029;0.007;0.02
6;-0.007;-0.007;-0.005;0;-0.005;0.039;0.017;0.037;0.017;0.029
6.5;-0.002;-0.005;-0.007;0.005;-0.005;0.022;0.02;0.034;0.032;0.012
7;-0.005;-0.005;-0.01;0;-0.002;0.02;0;0.022;0.032;-0.002
7.5;-0.007;-0.007;-0.005;0.002;-0.002;0.029;0.015;0.039;-0.01;-0.022
8;-0.005;-0.002;-0.002;0.002;-0.002;0.039;0.007;0.034;0.017;0.034
8.5;-0.005;-0.007;-0.005;0.002;-0.005;0.056;0.024;0.051;0.034;0.024
9;-0.005;-0.007;-0.01;0;-0.005;0.034;0.034;0.056;0.027;0.02
9.5;-0.005;-0.005;-0.007;0;-0.005;0.037;0.027;0.044;0.005;-0.005
10;-0.007;-0.005;-0.002;0;-0.005;0.02;0.005;0.022;0.029;0
10.5;-0.007;-0.01;0;0;-0.005;0.039;0.029;0.049;0.022;0.042
11;-0.005;-0.005;-0.002;0;-0.002;0.088;0.042;0.059;0.007;-0.012
11.5;-0.005;-0.002;-0.005;0;-0.005;0.012;-0.012;0.01;-0.002;-0.054
12;-0.007;-0.002;-0.002;0.002;-0.002;0.02;0;0.027;0.054;0.037
12.5;-0.007;-0.002;-0.005;0.002;-0.005;0.029;0.005;0.032;0.022;0.02
13;-0.002;-0.002;-0.007;0.002;-0.005;0.044;0.022;0.044;0.015;0.042
13.5;-0.007;-0.005;-0.005;0.002;-0.002;0.044;0.022;0.046;0.022;0.01
