time [us];ch 1;ch 2;ch 3;ch 4;ch 5;ch 6;ch 7;ch 8;ch 9;ch 10
12;-0.005;-0.005;-0.002;0.005;-0.005;0.044;0.022;0.042;0.027;-0.015
12.5;-0.005;-0.005;-0.005;0.005;-0.005;0.032;0.005;0.027;0.024;0.017
13;-0.005;-0.007;-0.01;0.002;-0.002;0.022;0.012;0.037;0.012;0.039
13.5;-0.005;-0.005;-0.005;0.002;-0.005;0.054;0.015;0.042;-0.002;0
14;-0.005;-0.002;0;0.005;-0.002;0.017;0.005;0.032;0.012;-0.01
14.5;-0.005;-0.005;-0.002;0.002;-0.005;0.032;0.015;0.034;0.015;-0.012
15;-0.005;-0.005;-0.002;0.002;-0.002;0.039;0.007;0.032;0.066;0.037
15.5;-0.007;-0.005;0;0.005;-0.005;0.066;0.046;0.076;0.027;0.029
16;-0.007;-0.007;-0.007;0.002;-0.002;0.02;-0.017;0.007;-0.015;0.02
16.5;-0.01;-0.005;0;0;-0.005;0.02;0;0.015;-0.037;0.007
17;-0.007;-0.005;-0.002;0.002;-0.005;0.01;-0.002;0.012;0.005;0.012
17.5;-0.005;-0.005;-0.002;0.002;-0.002;0.017;-0.01;0.017;0.022;-0.024
18;-0.005;-0.002;-0.005;0.005;-0.005;0.034;0.015;0.039;0.039;-0.017
18.5;-0.007;-0.002;0;0.002;-0.005;0.02;-0.002;0.017;0.012;-0.007
19;-0.01;-0.002;-0.002;0.005;0;0.049;0.02;0.042;-0.012;-0.02
19.5;-0.01;-0.005;0;0.002;-0.002;0.044;0.015;0.029;0.005;-0.012
20;-0.007;-0.005;-0.002;0.002;-0.005;0.042;0.017;0.042;0.051;0.029
20.5;-0.01;-0.007;-0.002;0.005;-0.005;0.012;0;0.027;0.042;0.061
21;-0.005;-0.002;-0.005;0;-0.002;0.051;0.015;0.037;0.039;0.059
21.5;-0.005;-0.005;-0.002;0.005;-0.007;0.051;0.046;0.063;0.044;0.046
22;-0.005;-0.005;-0.002;0;-0.005;0.032;0.015;0.032;0.051;0.078
22.5;-0.005;-0.002;-0.005;0.002;-0.005;0.042;0.027;0.046;0.005;0.01
23;-0.005;-0.005;-0.005;0.005;-0.002;0.059;0.037;0.068;-0.02;-0.01
23.5;-0.002;-0.005;-0.007;0.002;-0.005;0.02;0.01;0.034;0.015;0.059
24;-0.002;-0.002;-0.01;0.002;-0.002;0.012;0.005;0.037;0.017;0.034
24.5;-0.005;-0.005;-0.002;0.002;-0.002;0.017;0.007;0.029;0.042;0.059
25;-0.007;-0.002;-0.005;0.005;-0.002;0.051;0.022;0.042;0.024;0.022
25.5;-0.005;-0.005;-0.002;0.005;-0.005;0.012;0.005;0.024;0.032;0.029
26;-0.005;-0.005;-0.002;0.002;-0.005;0.039;0.024;0.046;0.022;0.007
26.5;-0.007;-0.002;0;0;-0.007;0.029;0.007;0.029;0.032;0
27;-0.005;-0.005;-0.007;0.005;-0.002;0.027;0;0.027;0.034;0.015
27.5;-0.002;-0.005;0;0.005;-0.002;0.002;-0.022;0.007;-0.007;0.005
28;-0.007;-0.002;0;0.007;-0.007;0.017;-0.007;0.012;0.024;0.054
28.5;-0.005;-0.005;-0.005;0.005;-0.002;0.002;-0.02;0.002;0.02;0.044
29;-0.005;-0.002;0.002;0.005;-0.005;0.024;0.007;0.029;0.02;-0.02
29.5;-0.002;-0.002;-0.007;0.005;-0.002;0.029;-0.005;0.02;-0.012;-0.012
30;-0.007;-0.005;-0.002;0.005;-0.005;0.022;0.005;0.024;0.017;0.049
30.5;-0.005;-0.002;-0.005;0;-0.002;0.049;0.034;0.054;0.024;0.061
31;-0.005;-0.002;-0.005;0.005;-0.007;0.051;0.022;0.044;0.034;0.049
31.5;-0.007;-0.005;-0.002;0.005;-0.005;0.046;0.034;0.054;0.015;0.017
32;-0.005;-0.002;0;0.002;-0.007;0.049;0.032;0.059;0.005;0.044
32.5;-0.007;-0.002;0.005;0.005;-0.005;0.051;0.034;0.059;0.01;0.024
33;-0.007;-0.005;-0.005;0.005;-0.002;0.012;-0.01;0.012;0.029;0.044
33.5;-0.007;-0.002;-0.002;0.005;-0.002;0.059;0.022;0.044;0.012;0.02
34;-0.005;-0.005;0;0.005;-0.005;0.027;0.007;0.029;0.024;0.027
34.5;-0.005;-0.002;0.002;0.005;-0.005;0.042;0.02;0.046;0.029;0.015
35;-0.005;-0.005;0;0.002;-0.002;0.056;0.024;0.051;-0.002;-0.027
35.5;-0.005;-0.005;0;0.007;-0.005;0.024;0.01;0.029;0.007;-0.005
36;-0.002;0;-0.005;0.007;-0.005;0.029;0.005;0.024;0.027;0.044
36.5;-0.007;-0.002;0;0.005;-0.005;0.015;-0.005;0.017;0.024;0.017
37;-0.007;-0.002;-0.002;0.005;-0.002;0.042;0.024;0.046;0.007;0.029
37.5;-0.007;-0.002;0;0.005;-0.002;0.01;-0.015;0.012;0.054;0.027
38;-0.005;-0.002;-0.002;0.005;0;0.044;0.027;0.046;0.076;0.068
38.5;-0.005;-0.005;-0.002;0.005;-0.005;0.044;0.012;0.042;0.029;0.046
39;-0.005;-0.005;-0.005;0.007;-0.005;0.034;0.015;0.034;0.029;0.017
39.5;-0.005;-0.005;0;0.002;-0.002;0.034;0.005;0.029;0.059;0.037
40;-0.007;-0.005;0.002;0.005;-0.002;0.037;0.007;0.024;0.027;0.022
40.5;-0.005;-0.002;0;0.005;-0.002;0.049;0.037;0.056;0.015;0.027
41;-0.01;-0.002;0;0.005;-0.005;0.059;0.034;0.051;0.042;0.061
41.5;-0.007;-0.002;-0.002;0.007;-0.007;0.056;0.032;0.049;0.007;-0.002
42;-0.002;-0.002;-0.002;0.005;-0.002;0.027;0.015;0.037;-0.005;-0.051
42.5;-0.005;-0.002;0;0.007;-0.002;0.012;0.005;0.027;0.015;-0.002
43;-0.005;0;0.002;0.005;-0.005;0.044;0.012;0.029;0.015;-0.002
43.5;-0.005;-0.005;-0.005;0.002;-0.005;0.032;0.007;0.037;-0.007;-0.046
44;-0.005;-0.002;0;0.005;-0.005;0.024;0.005;0.027;0.029;0
44.5;-0.005;0;-0.005;0.005;-0.005;0.054;0.015;0.034;0.027;0.002
45;-0.005;-0.002;-0.005;0.005;-0.007;0.012;0.007;0.032;0.02;0.007
45.5;0;-0.005;0;0.005;-0.005;0.029;0.007;0.032;0.01;-0.017
46;-0.005;-0.002;-0.007;0.002;-0.002;0.022;0.015;0.032;0.017;-0.002
46.5;-0.007;-0.002;0;0.01;-0.005;0.032;0;0.02;0.044;0.044
47;-0.002;-0.005;-0.005;0.005;-0.002;0.037;0.012;0.029;0.02;0.054
47.5;-0.002;0;0.002;0.005;-0.007;0.046;0.024;0.046;0.017;0.002
48;-0.007;-0.007;0;0.005;-0.002;0.044;0.015;0.042;0.017;0.002
48.5;-0.005;-0.005;-0.007;0.005;-0.005;0.046;0.034;0.061;0.007;0.037
49;-0.005;-0.002;0;0.005;-0.007;0.042;0.015;0.044;0.024;0.024
49.5;-0.002;-0.002;0;0.002;-0.005;0;-0.01;0.017;0.012;-0.005
50;-0.005;-0.002;-0.002;0.005;-0.002;0.022;-0.002;0.024;0.022;0.029
50.5;-0.002;-0.002;-0.007;0.005;-0.002;0.042;0.024;0.046;0.022;0.042
51;-0.005;-0.002;-0.01;0.005;-0.002;0.046;0.012;0.034;-0.024;0.007
51.5;-0.005;-0.002;-0.002;0.002;-0.005;0.02;0.005;0.022;-0.01;0.01
52;-0.007;-0.002;0.002;0.005;-0.005;0.02;0.002;0.024;0.02;0.044
52.5;-0.007;-0.002;0;0.005;-0.007;-0.01;-0.017;0.002;0.007;-0.005
53;-0.002;-0.002;-0.002;0.005;-0.005;0.015;0.007;0.027;0.015;-0.02
53.5;-0.002;-0.005;0.002;0.002;-0.005;0.027;0.005;0.032;0.022;-0.022
54;-0.002;-0.005;-0.002;0.002;-0.002;0.049;0.037;0.056;-0.005;-0.017
54.5;-0.005;-0.005;-0.005;0.007;0;0.032;0;0.015;0.005;0.051
55;-0.005;-0.002;-0.005;0.005;-0.005;0.02;0.007;0.024;0.012;0.022
55.5;-0.005;-0.002;0;0.002;-0.007;0.005;-0.022;0.005;0.049;-0.002
56;-0.007;-0.007;-0.002;0.002;-0.007;0.051;0.017;0.046;0.042;0.02
56.5;-0.007;-0.005;-0.005;0.002;-0.005;0.039;0.032;0.054;0.012;0.017
57;-0.007;-0.002;0;0.002;-0.005;0.029;0.005;0.029;0.056;0.022
57.5;-0.007;-0.005;-0.007;0.002;-0.002;0.046;0.017;0.042;0.046;0.012
58;-0.007;-0.005;0.007;0.002;-0.002;0.059;0.042;0.063;0.029;0.029
58.5;-0.007;-0.005;-0.002;0.002;-0.005;0.039;0.017;0.039;-0.017;-0.037
59;0;-0.005;-0.005;0.005;-0.002;0.024;0.015;0.037;0.024;0.051
59.5;-0.005;-0.002;-0.002;0;-0.005;0.059;0.029;0.042;0.044;0.078
60;-0.005;-0.005;-0.005;0.002;-0.005;0.056;0.044;0.066;0.01;0.015
60.5;-0.007;-0.005;-0.002;0.002;-0.005;0.039;0.017;0.039;0.02;0.049
61;-0.005;-0.005;0;0.002;-0.005;0.044;0.015;0.042;-0.037;-0.022
61.5;-0.01;-0.005;-0.005;0.005;-0.005;0.022;0.01;0.029;0.024;-0.005
62;-0.005;-0.005;-0.007;0.005;-0.005;-0.012;-0.024;-0.005;0.022;-0.01
62.5;-0.005;-0.005;-0.005;0.005;-0.005;0.034;0.007;0.034;-0.029;-0.039
63;0;-0.002;-0.007;0.005;-0.002;0.02;-0.012;0.01;0.02;0.044
63.5;-0.007;-0.002;0;0.002;-0.005;0.02;0.007;0.024;0.039;0.039
64;-0.007;-0.002;-0.002;0.005;-0.005;0.046;0.02;0.039;0.01;0.039
64.5;-0.01;-0.002;0.002;0.002;-0.005;0.039;0.01;0.029;0.02;0.022
65;-0.007;-0.007;-0.005;0;-0.005;0.01;0;0.029;0.027;0.027
65.5;-0.007;-0.007;-0.005;0.002;-0.002;0.034;0.012;0.034;0.005;0.015
66;-0.01;-0.005;-0.002;0.002;-0.005;0.037;0.01;0.034;0.022;0.029
66.5;-0.007;-0.005;-0.002;0.005;-0.002;0.054;0.029;0.046;0.027;0.032
67;-0.007;-0.002;0.002;0.002;-0.007;0.027;0.015;0.034;-0.022;-0.024
67.5;-0.005;-0.002;-0.002;0.007;-0.002;0.024;0.007;0.034;0.022;0.002
68;-0.005;-0.005;-0.007;0.002;-0.002;0.034;0.005;0.029;-0.012;0.005
68.5;-0.007;-0.002;0;0.005;-0.005;0.022;0.007;0.024;-0.007;-0.02
69;-0.005;-0.002;-0.005;0;-0.007;0.022;0.002;0.034;0.027;0.042
69.5;-0.005;-0.005;0;0.002;-0.005;0.029;0.007;0.032;0.042;0.046
70;-0.007;-0.005;-0.005;0.002;-0.005;0.063;0.042;0.066;0.024;0.039
70.5;-0.005;-0.005;-0.005;0.002;-0.002;0.049;0.017;0.042;0;0.029
71;-0.005;-0.002;-0.002;0.005;-0.002;0.039;0.024;0.046;0.015;0.015
71.5;-0.005;-0.005;-0.007;0;-0.002;0.042;0.022;0.044;0.027;0.056
72;-0.007;-0.002;-0.007;0.005;-0.005;0.046;0.029;0.054;0.02;0.012
72.5;-0.005;-0.002;-0.002;0.005;0;0.044;0.027;0.054;0.002;-0.007
73;-0.007;-0.007;-0.005;0.002;-0.007;-0.017;-0.034;-0.01;0.01;-0.015
73.5;-0.007;-0.005;-0.002;0;-0.005;0.022;0.002;0.022;-0.034;-0.044
74;-0.005;-0.005;-0.002;0.005;-0.002;0.017;0;0.02;-0.029;0.015
74.5;-0.007;-0.005;-0.005;0.002;-0.007;0.02;-0.005;0.012;0.012;0.046
75;-0.007;-0.005;-0.002;0.002;-0.002;0.042;0.012;0.039;0.02;0.024
75.5;-0.005;-0.005;-0.01;0;-0.005;0.068;0.032;0.056;0;0
76;-0.007;-0.005;-0.005;0;-0.005;0.032;-0.002;0.022;0.024;-0.007
76.5;-0.01;-0.002;-0.002;0.005;-0.005;0.002;-0.01;0.015;0.042;0.022
77;-0.007;-0.002;0;0.002;-0.005;-0.002;-0.017;0.01;0.044;0.002
77.5;-0.005;-0.005;-0.002;0.002;-0.007;0.029;0.005;0.024;0.046;-0.012
78;-0.007;-0.007;0;0.002;-0.002;0.034;0.01;0.034;0.012;-0.01
78.5;-0.007;-0.007;0;0.002;-0.005;0.015;-0.007;0.012;0.022;0.063
79;-0.005;-0.007;-0.005;0.005;-0.002;0.042;0.027;0.051;0.015;0.034
79.5;-0.007;-0.005;-0.002;0.002;-0.002;0.049;0.022;0.046;-0.005;-0.012
80;-0.005;-0.005;0;0.005;-0.002;0.01;0;0.027;-0.015;-0.042
80.5;-0.005;-0.005;-0.005;0.002;-0.005;0.01;0.002;0.027;0.015;0.039
81;-0.007;-0.002;-0.005;0.002;-0.005;0.042;0.01;0.034;0.034;0.029
81.5;-0.005;-0.005;-0.005;0.005;-0.005;0;-0.007;0.02;0.039;-0.024
82;-0.007;-0.005;-0.005;0;-0.002;0.029;0.015;0.039;0.012;-0.007
82.5;-0.005;-0.002;0.002;0.005;-0.002;0.049;0.015;0.032;-0.017;-0.002
83;-0.005;-0.002;0;0.002;-0.005;0.029;0.01;0.032;0.02;0.032
83.5;-0.007;-0.005;-0.002;0.002;-0.005;0.017;-0.005;0.017;0.042;0.037
84;-0.007;-0.007;-0.002;0.002;-0.005;0.002;-0.012;0.012;0.017;0.02
84.5;-0.005;-0.005;0.002;0.002;-0.002;0.027;0.005;0.029;0.039;0.015
85;-0.007;-0.005;-0.005;0.002;-0.007;0.046;0.027;0.046;0.046;0.09
85.5;-0.002;-0.002;0.002;0.005;-0.005;0.068;0.054;0.068;0.005;0.017
86;-0.007;-0.005;-0.007;0.005;-0.002;0.061;0.017;0.042;-0.005;-0.02
86.5;-0.007;-0.007;0;0.005;-0.005;0.012;0;0.02;0.051;0.029
87;-0.005;0;-0.002;0.005;-0.005;0.027;0.012;0.032;0.022;0.044
87.5;-0.005;-0.002;-0.002;0.005;-0.007;0.022;0.01;0.027;0.012;0.02
88;-0.007;-0.005;0;0.002;-0.005;0.042;0.007;0.024;0.039;0.015
88.5;-0.007;-0.002;0;0.005;-0.005;0.049;0.034;0.063;0.034;0.037
89;-0.005;-0.002;-0.005;0.005;0;0.044;0.007;0.029;0.024;0.046
89.5;-0.002;-0.002;-0.002;0.005;-0.005;0.039;0.015;0.037;0.039;0.061
90;-0.005;-0.005;-0.007;0.002;-0.005;0.044;0.015;0.039;0.007;0.042
90.5;-0.005;-0.005;0.002;0.005;-0.005;0.015;-0.005;0.022;0.024;0.027
91;-0.007;-0.005;-0.005;0.002;-0.005;0.007;-0.022;0.002;0.046;0.044
91.5;-0.007;-0.002;-0.002;0.005;-0.01;0.046;0.024;0.049;-0.002;0
92;-0.007;-0.005;-0.002;0;-0.002;0.034;0.012;0.037;0.015;0.042
92.5;-0.007;-0.002;-0.002;0.002;-0.005;0.049;0.027;0.049;-0.002;0.017
93;-0.002;-0.002;-0.005;0.005;-0.005;0.032;0.015;0.037;-0.005;-0.012
93.5;-0.002;0;-0.005;0.002;-0.005;0.032;0.02;0.042;0.037;0.046
94;-0.002;-0.005;0;0.005;-0.005;0.039;0;0.029;0.034;0.039
94.5;-0.005;-0.002;0;0.002;-0.005;0.044;0.007;0.034;0.027;0.046
95;-0.005;-0.005;-0.005;0.005;-0.005;0.068;0.037;0.061;-0.027;-0.02
95.5;-0.007;-0.002;0;0.005;-0.005;-0.005;-0.029;-0.002;0.037;0.027
96;-0.005;-0.005;-0.005;0.002;-0.002;0.032;-0.002;0.022;0.063;0.017
96.5;-0.007;-0.005;0;0.007;-0.005;0.044;0.01;0.034;-0.007;0
97;-0.007;0;-0.007;0.002;-0.005;0.049;0.02;0.039;0.017;0.042
97.5;-0.002;-0.002;0;0.005;-0.005;0.034;0.022;0.042;0.01;0.02
98;-0.007;-0.002;-0.002;0.002;-0.005;0.039;0.024;0.051;0.012;-0.017
98.5;-0.005;-0.002;-0.002;0.005;-0.002;0.007;0;0.024;0.051;0.017
99;-0.005;0;-0.002;0.002;-0.007;0.051;0.029;0.046;0.024;0.012
99.5;-0.002;-0.002;0.002;0.007;-0.005;0.024;0.007;0.032;0.049;0.002
100;-0.002;-0.005;-0.002;0.005;-0.002;0.037;0.022;0.046;0.032;-0.02
100.5;-0.007;-0.005;-0.002;0.002;-0.005;0.034;0.01;0.034;0.027;-0.007
101;-0.007;-0.005;-0.005;0.002;-0.005;0.017;-0.007;0.015;0.012;0.007
101.5;-0.005;-0.002;-0.002;0.005;-0.005;0.015;-0.012;0.007;0.037;0.032
102;-0.007;-0.005;0;0.005;-0.005;0.022;0.002;0.024;0.017;-0.01
102.5;-0.005;-0.005;-0.007;0.005;0;0.022;-0.017;0.007;0.056;0.046
103;-0.005;-0.002;0.005;0.005;-0.005;0.037;0.017;0.034;-0.015;-0.002
103.5;-0.007;-0.002;0;0.005;-0.007;0.015;-0.01;0.01;0.032;0.034
104;-0.005;-0.002;-0.002;0.005;-0.005;0.024;0.01;0.034;0.037;0.042
104.5;-0.01;-0.002;-0.002;0.005;-0.007;0.044;0.015;0.034;0.02;0.039
105;-0.007;-0.002;0;0.002;-0.005;0.029;0.007;0.029;0.024;0.015
105.5;-0.005;0;0;0.005;-0.005;0.015;-0.007;0.01;0.029;0.017
106;-0.005;-0.005;-0.005;0.002;-0.005;0.027;0.007;0.029;-0.017;-0.022
106.5;-0.002;-0.005;0.002;0.005;-0.002;0.046;0.017;0.032;0.027;0
107;-0.007;-0.007;-0.007;0.002;-0.005;0.042;0.027;0.046;0.042;-0.007
107.5;-0.005;-0.005;0.002;0.005;-0.005;0.063;0.024;0.049;-0.015;-0.022
108;-0.007;0;0;0.005;-0.002;0;-0.02;0.01;0.042;0.027
108.5;-0.01;-0.002;-0.005;0.002;-0.005;0.049;0.02;0.044;0.044;0.022
109;-0.005;-0.005;-0.005;0.002;-0.005;0.027;0.002;0.022;0.029;0
109.5;-0.002;0;-0.007;0.005;-0.005;0.024;-0.002;0.02;0.02;0.027
110;-0.005;-0.002;-0.002;0.005;-0.005;0.017;0.005;0.027;0.029;0.034
110.5;-0.007;-0.005;0.002;0.005;-0.005;0.037;0.02;0.039;-0.002;-0.005
111;-0.007;-0.002;0.002;0.002;-0.007;0.039;0.022;0.049;0.015;0.02
111.5;-0.007;-0.005;0;0.005;-0.007;0.032;0.007;0.032;0.002;0.029
112;-0.002;-0.005;0;0.002;-0.007;0.027;0.015;0.042;0.002;-0.005
112.5;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;-0.02;0.01;0.022;0.005
113;-0.005;-0.002;0;0.002;-0.005;0.044;0.012;0.032;0.022;0.034
113.5;-0.002;-0.002;-0.005;0.005;-0.007;0.071;0.034;0.046;0.005;0.022
114;-0.007;-0.005;-0.005;0.005;-0.005;0.044;0.012;0.032;-0.046;-0.024
114.5;-0.005;-0.005;0;0.005;-0.002;-0.01;-0.02;0.005;0.029;0.022
115;-0.005;-0.005;-0.007;0.005;-0.007;0.029;0.005;0.034;0.022;0.017
115.5;-0.002;-0.002;0;0.002;-0.002;0.027;0;0.015;0.029;0.054
116;-0.005;-0.005;-0.005;0.002;-0.005;0.037;0.015;0.037;0.039;0.059
116.5;-0.005;-0.005;0;0.002;-0.005;0.044;0.015;0.027;0.029;0.049
117;-0.01;-0.002;0.002;0.002;-0.005;0.034;0.012;0.027;0.044;0.063
117.5;-0.005;-0.005;-0.005;0;-0.005;0.049;0.017;0.039;0.005;0.051
118;-0.005;-0.005;-0.002;0.002;-0.005;0.039;0.02;0.042;0.022;0.056
118.5;-0.005;-0.005;-0.002;0.007;-0.005;0.039;0.02;0.042;0.051;0.085
119;-0.002;-0.005;-0.007;0.005;-0.002;0.059;0.024;0.046;0;0.024
119.5;-0.005;-0.005;-0.002;0.002;-0.002;0.024;0.012;0.034;0.005;0.049
120;-0.005;-0.005;-0.005;0.002;-0.007;0.029;0.01;0.032;0.015;0.022
120.5;-0.002;-0.005;-0.002;0.002;-0.002;0;-0.017;0.005;0;-0.002
121;-0.007;-0.002;-0.007;0.002;-0.007;0.042;0.015;0.044;0.029;0.037
121.5;-0.005;-0.007;-0.005;0.005;-0.002;0.032;0;0.02;0.042;0.054
122;-0.005;-0.007;-0.002;0.002;-0.005;0.039;0.017;0.042;0.024;0.005
122.5;-0.007;-0.005;-0.005;0.005;-0.007;0.042;0.012;0.044;0.051;0.002
123;-0.007;-0.005;-0.002;0.002;-0.007;0.037;0.017;0.039;0.051;0.049
123.5;-0.005;-0.002;-0.01;0.002;-0.005;0.051;0.037;0.059;0.029;0.046
124;-0.005;-0.002;-0.002;0.002;-0.005;0.051;0.037;0.054;0.007;0.042
124.5;-0.01;-0.005;-0.005;0.002;-0.007;0.046;0.022;0.039;0.005;-0.022
125;-0.005;-0.005;-0.005;0.002;-0.005;0.032;0.007;0.032;0.017;-0.017
125.5;-0.007;-0.005;-0.005;0;-0.007;0.037;0.005;0.029;0.007;0.02
126;-0.005;-0.005;-0.005;0.002;-0.002;0.039;0.01;0.032;-0.007;0.02
126.5;-0.002;-0.005;-0.002;0.005;-0.005;0.039;0.022;0.044;0.029;0.073
127;-0.005;-0.005;-0.005;0.002;-0.005;0.046;0.024;0.044;-0.017;0.012
127.5;-0.007;-0.007;-0.005;0;-0.002;0.02;0.002;0.022;-0.005;0.017
128;-0.007;-0.002;0.002;0.007;-0.002;0.024;-0.002;0.02;0.022;0.017
128.5;-0.007;-0.005;-0.005;0.002;-0.005;0.02;0.002;0.024;0.027;0.005
129;-0.007;-0.005;-0.002;0;-0.005;0.034;0.015;0.037;0.042;0.037
129.5;-0.005;-0.005;-0.002;0;-0.005;0.056;0.032;0.046;0.02;0.049
130;-0.007;-0.007;-0.005;0;-0.005;0.039;0.017;0.039;0.012;0.029
130.5;-0.002;-0.002;-0.005;0.005;0;0.042;0.002;0.02;0.015;0.042
131;-0.01;-0.005;-0.002;0.005;-0.005;0.024;0.007;0.027;0.017;0.012
131.5;-0.007;-0.007;-0.005;0.002;-0.002;0.039;0.017;0.034;0.017;0.034
132;-0.007;-0.005;0;0.002;-0.007;0.039;0.007;0.032;0.005;0.027
132.5;-0.007;-0.005;-0.005;0.002;-0.002;0.01;-0.002;0.02;0.032;0.056
133;-0.002;-0.005;-0.01;0.005;-0.007;0.027;0.02;0.049;0.037;0.002
133.5;-0.005;-0.005;-0.007;0.002;-0.007;0.015;-0.012;0.01;0.034;0.002
134;-0.005;-0.005;-0.007;0.002;-0.002;0.037;0.01;0.027;0.046;0.032
134.5;-0.007;-0.005;-0.002;0.002;-0.005;0.034;0.017;0.039;0.007;-0.02
135;-0.007;-0.005;-0.005;0;-0.005;0.027;0.01;0.029;0.022;-0.002
135.5;-0.01;-0.005;-0.002;0;-0.005;0.032;0.002;0.032;0.029;0.015
136;-0.005;-0.005;-0.002;0.005;-0.005;0.039;0.02;0.044;0.027;0.042
136.5;-0.007;-0.002;-0.002;0.002;-0.005;0.049;0.024;0.049;0.002;-0.012
137;-0.005;-0.005;-0.005;0.005;-0.005;0.017;-0.005;0.024;0.007;-0.022
137.5;-0.007;-0.007;-0.002;0;-0.005;0.032;0.005;0.029;0.01;0.034
138;-0.007;-0.007;-0.005;0;-0.005;0.037;0.012;0.034;0.015;0.024
138.5;-0.005;-0.005;-0.005;0.002;-0.002;0.059;0.017;0.039;0.02;0.02
139;-0.005;-0.002;-0.005;0.005;-0.005;0.029;0.002;0.032;-0.017;-0.029
139.5;-0.005;-0.005;-0.01;0.002;-0.005;0.022;0.002;0.022;0.005;0.044
140;-0.007;-0.005;-0.005;0;-0.002;0.044;0.015;0.037;-0.01;0.034
140.5;-0.005;-0.002;-0.002;0.002;-0.005;0.022;-0.002;0.022;0.027;0.034
141;-0.007;-0.002;-0.005;0.002;-0.002;0.034;0.005;0.029;0.073;0.054
141.5;-0.002;-0.005;-0.007;0.005;-0.002;0.029;0.017;0.046;0.029;0.037
142;-0.007;-0.005;-0.005;0.002;-0.002;0.037;0.015;0.037;-0.015;0.017
142.5;-0.005;-0.002;0;0.005;-0.005;-0.007;-0.024;0.002;0.022;0.022
143;-0.005;-0.005;-0.002;0.002;-0.002;0.029;0.002;0.029;0.046;0.015
143.5;-0.002;-0.005;0.002;0.002;-0.007;0.049;0.024;0.046;0.01;-0.005
144;-0.002;-0.005;-0.012;0.002;-0.002;0.066;0.032;0.051;0.007;-0.01
144.5;-0.007;-0.007;-0.002;0.002;-0.005;0.034;0.005;0.029;-0.039;-0.01
145;-0.007;-0.002;0;0.005;-0.002;0.017;0.002;0.02;0.02;0.029
145.5;-0.007;-0.002;-0.002;0.002;-0.005;0.032;0.007;0.029;0.02;0.012
146;-0.007;-0.002;0.005;0.005;0;0.054;0.017;0.029;0;0.022
146.5;-0.005;-0.005;-0.007;0.005;-0.002;0.02;0.007;0.032;0.007;-0.022
147;-0.005;-0.005;0.002;0.005;-0.005;0.037;0.017;0.034;0.024;-0.012
147.5;-0.005;-0.005;-0.002;0.002;-0.005;0.034;0.015;0.037;0.017;0.005
148;-0.005;-0.002;-0.005;0.002;-0.002;0.037;0.01;0.034;0.073;0.112
148.5;-0.005;-0.002;0;0.005;-0.005;0.071;0.046;0.063;0.02;0.056
149;-0.007;-0.005;-0.005;0.002;-0.002;0.054;0.015;0.037;0;0.005
149.5;-0.01;-0.002;0;0.002;-0.007;0.039;0.02;0.037;0.005;-0.005
