time [us];ch 1;ch 2;ch 3;ch 4;ch 5;ch 6;ch 7;ch 8;ch 9;ch 10
11;-0.005;0;0.002;0.007;0;0.049;0.049;0.063;0.054;0.049
11.5;-0.005;-0.005;-0.002;0.002;-0.005;0.022;0.012;0.027;0.012;0.039
12;0.002;0;-0.002;0.007;0;-0.002;-0.017;-0.007;-0.029;-0.024
12.5;-0.005;-0.002;-0.002;0.005;-0.005;0.042;0.034;0.044;0.029;0.049
13;-0.002;0;0.01;0.002;0;0.044;0.022;0.039;0.034;0.054
13.5;0;-0.002;0.002;0.002;-0.002;0.039;0.017;0.034;0.017;0.034
14;-0.005;0.002;-0.007;0.007;-0.002;0.059;0.046;0.049;0.059;0.044
14.5;0;-0.002;-0.015;0.005;-0.007;-0.01;-0.02;0.007;0.01;0.02
15;-0.002;0;0.005;0.002;-0.002;0.027;0.039;0.056;0.039;0.063
15.5;-0.002;-0.002;-0.005;0.002;-0.005;0.059;0.039;0.054;0.044;0.046
16;-0.002;-0.002;0.005;0.005;-0.007;0.051;0.017;0.029;0.049;0.09
16.5;-0.002;0;0.002;0.005;-0.007;0.044;0.022;0.046;0.029;0.085
17;-0.005;-0.002;-0.005;0.005;-0.005;0.044;0.042;0.051;0.032;0.037
17.5;-0.005;-0.002;0;0.005;0;0.088;0.056;0.078;0.076;0.093
18;-0.005;-0.005;0.007;0.005;0;0.066;0.051;0.063;0.061;0.105
18.5;-0.005;-0.002;-0.005;0.002;-0.002;0.044;0.02;0.032;0.017;0.037
19;-0.002;-0.002;-0.002;0.005;-0.002;0.066;0.059;0.073;0.056;0.046
19.5;-0.007;-0.002;-0.002;0.007;-0.007;0.044;0.017;0.044;-0.01;-0.017
20;-0.007;-0.005;0.002;0.007;-0.005;0.071;0.059;0.078;0.063;0.024
20.5;-0.002;0;-0.012;0.002;0;0.044;0.02;0.044;0.042;0.017
21;-0.002;0;-0.002;0.005;-0.005;0.037;0.01;0.024;0.012;-0.015
21.5;0.002;-0.002;-0.007;0.007;0;0.051;0.054;0.071;0.076;0.063
22;-0.002;0;-0.002;0.005;-0.005;0.063;0.056;0.076;0.09;0.073
22.5;-0.002;-0.005;-0.005;0;-0.002;0.027;0.002;0.027;0.01;0.022
23;-0.005;-0.005;0.002;0.002;-0.002;0.034;0.017;0.032;0;0.024
23.5;-0.002;-0.01;0.005;0.002;-0.002;0.071;0.059;0.078;0.068;0.054
24;-0.005;0;0.002;0.005;-0.002;0.051;0.037;0.049;0.059;0.095
24.5;-0.005;-0.005;0;0.002;-0.002;0.022;0.027;0.049;0.007;0.042
25;-0.002;-0.002;-0.005;0.002;-0.005;0.039;0.027;0.046;0.024;0.034
25.5;-0.007;-0.002;-0.002;0.002;-0.002;0.054;0.029;0.051;0.032;0.059
26;0;-0.002;-0.01;0.005;0.002;0.032;0.02;0.037;0.029;0.032
26.5;-0.002;-0.002;-0.002;0.005;-0.002;0.037;0.007;0.027;0.037;0
27;-0.007;-0.005;-0.007;0.002;-0.005;0.059;0.027;0.044;0.068;0.039
27.5;-0.002;-0.005;0.002;0.005;-0.005;0.049;0.027;0.046;0.027;0.054
28;-0.007;-0.002;0.002;0;-0.002;0.068;0.063;0.068;0.068;0.059
28.5;-0.01;-0.005;-0.005;0.002;-0.002;0.051;0.017;0.034;0.017;0.037
29;-0.002;-0.007;-0.005;0;-0.002;0.024;0.007;0.029;0.007;0.02
29.5;-0.007;-0.005;0.005;0.002;-0.002;0.007;0.002;0.024;-0.01;0
30;-0.002;-0.005;0;0.002;-0.002;0.032;0.002;0.024;0.01;0.027
30.5;-0.007;-0.002;0;0.005;-0.005;0.024;0.012;0.029;0.012;0.007
31;0;-0.002;-0.002;0.002;-0.002;0.007;-0.012;0;-0.017;-0.029
31.5;-0.002;-0.005;0.002;0.002;0;-0.007;-0.002;0.012;-0.007;0
32;0.002;-0.002;-0.007;0.002;-0.002;0.027;0.027;0.049;0.037;0.007
32.5;-0.005;-0.005;0.005;0.005;-0.005;0.029;0.012;0.029;0.012;0.039
33;-0.002;-0.005;-0.01;0.005;-0.005;-0.02;-0.024;0;0.002;-0.01
33.5;-0.007;-0.002;-0.002;0.002;-0.002;0.022;0;0.022;0;0.027
34;0;-0.005;-0.005;0.005;-0.005;0.022;0.015;0.034;-0.005;-0.046
34.5;0;-0.002;-0.002;0.005;0.002;0.015;0.022;0.049;0.017;-0.005
35;-0.002;-0.002;-0.005;0.007;-0.005;0.034;0.005;0.022;-0.012;-0.029
35.5;-0.002;-0.002;-0.005;0;-0.002;0.046;0.02;0.049;0.034;0.039
36;-0.002;-0.002;0.007;0.007;-0.005;0.027;0.017;0.029;0.037;0.046
36.5;-0.002;-0.005;-0.005;0.007;-0.007;0.022;0.017;0.044;0.005;0.044
37;-0.007;-0.002;0.012;0.005;-0.002;0.032;0.007;0.027;0.012;0.005
37.5;-0.005;-0.002;0;0.002;-0.002;0.029;0.007;0.027;0.007;-0.029
38;-0.002;-0.002;0.002;0.005;-0.002;-0.015;-0.027;-0.015;-0.029;-0.024
38.5;0;-0.005;-0.002;0.002;-0.005;0.012;-0.002;0.012;-0.002;0.017
39;-0.005;-0.002;-0.005;0.007;-0.005;0.049;0.029;0.068;0.017;0.034
39.5;-0.002;-0.005;0.005;0.002;-0.005;0.027;0.012;0.032;0.012;-0.039
40;0;-0.002;-0.01;0.005;0;0.066;0.029;0.039;0.046;0.061
40.5;-0.005;-0.002;-0.005;0.005;-0.005;0.042;0.022;0.051;0.029;0.076
41;-0.007;-0.002;0.002;0.002;-0.002;0.027;-0.002;0.01;-0.007;0.039
41.5;-0.007;-0.007;-0.01;0.005;-0.002;0.015;0.012;0.029;0;0.027
42;-0.002;0;0.002;0.002;-0.002;0.024;0.02;0.042;0.027;0.061
42.5;-0.005;-0.002;-0.002;0;-0.002;0.032;0.024;0.046;0.017;0.073
43;-0.005;0.002;0.007;0.007;0;0.09;0.066;0.073;0.037;0.051
43.5;-0.002;-0.002;-0.015;0.007;-0.005;0.073;0.037;0.056;0.066;0.044
44;-0.002;0;-0.01;0.005;-0.002;0.073;0.071;0.078;0.083;0.046
44.5;-0.005;-0.005;0.002;0.005;-0.002;0.037;0.02;0.042;0.046;0.02
45;-0.005;-0.002;0.012;0.005;-0.002;0.049;0.024;0.054;0.044;0.029
45.5;-0.005;-0.005;0.005;0.005;-0.002;0.078;0.054;0.071;0.066;0.088
46;-0.005;-0.002;0.005;0.002;-0.005;0.051;0.029;0.049;0.039;0.049
46.5;-0.005;0;0;0.007;-0.002;0.061;0.056;0.061;0.054;0.046
47;-0.005;0;0.002;0.002;-0.005;0.054;0.034;0.051;0.049;0.039
47.5;-0.005;-0.002;0.005;0.005;-0.002;0.051;0.029;0.056;0.051;0.037
48;-0.002;-0.002;-0.012;0.002;-0.005;0.039;0.015;0.044;0.022;0.032
48.5;-0.007;-0.002;0.01;0.005;-0.007;0.046;0.029;0.049;0.027;0.054
49;-0.005;0;-0.005;0.005;-0.002;0.063;0.029;0.054;0.046;0.037
49.5;0;-0.002;0;0.002;-0.005;0;0.002;0.022;0.024;0.017
50;-0.002;-0.002;0.007;0.005;-0.005;0.032;0.024;0.039;0.029;0.078
50.5;-0.002;0;0.01;0.005;-0.002;0.002;0;0.02;-0.017;0.029
51;0;-0.002;-0.007;0.005;-0.005;0.02;-0.017;0.01;-0.017;0.015
51.5;-0.007;-0.005;-0.002;0.002;-0.002;0.042;0.022;0.037;0.027;0.007
52;-0.002;0;0.015;0.007;0;0.015;0.002;0.012;0.002;0.012
52.5;-0.002;-0.005;-0.002;0;-0.002;0.007;0.002;0.017;-0.002;0
53;0;0;-0.002;0.007;-0.005;0.037;0.017;0.032;0.017;-0.01
53.5;-0.005;0;0.005;0.007;-0.002;0.051;0.042;0.056;0.044;0.085
54;-0.002;-0.005;-0.005;0.005;-0.005;0.042;0.024;0.042;0.015;0.039
54.5;-0.005;-0.002;-0.007;0.002;-0.002;0.039;0.015;0.034;0.022;0.049
55;-0.005;0.002;0.002;0.005;-0.002;0.054;0.024;0.034;0.022;0.024
55.5;-0.002;0;0.002;0.002;0;0.044;0.029;0.029;0.032;-0.01
56;0;-0.002;0.002;0.007;-0.002;0.027;0.01;0.017;0.005;-0.042
56.5;-0.01;-0.002;-0.002;0.002;-0.005;0.024;0.015;0.034;0.012;0.007
57;-0.002;0;-0.002;0.007;-0.002;0.037;0.017;0.029;0.002;0.012
57.5;-0.002;0;-0.002;0.005;-0.002;0.059;0.027;0.056;0.042;0.032
58;0;-0.002;-0.005;0.005;0;0.039;0.01;0.027;0.02;0.039
58.5;-0.002;-0.002;0.007;0.007;0;0.027;-0.007;0.024;-0.007;0.024
59;-0.005;-0.002;-0.002;0.005;-0.007;0.029;0;0.027;0.01;0.029
59.5;-0.005;0.002;0.005;0.007;-0.002;0.017;0.002;0.02;-0.015;-0.02
60;0;-0.002;-0.01;0.002;-0.002;0.049;0.022;0.027;0.059;0.054
60.5;-0.005;-0.005;0;0.007;-0.005;0.022;0.015;0.032;0.015;0.039
61;-0.005;-0.002;-0.002;0.005;-0.002;0.012;-0.01;0.017;-0.005;0.005
61.5;-0.002;-0.002;0.002;0.007;0;0.042;0.002;0.01;0.007;-0.005
62;-0.002;-0.005;0.002;0.005;-0.002;0.024;0.022;0.029;0.022;0.005
62.5;-0.005;-0.002;0.015;0.005;-0.002;0.022;0.01;0.012;0.032;0.049
63;0.002;0;-0.01;0.007;0;0.002;0.01;0.024;0.012;0.027
63.5;-0.005;0;0.01;0.002;-0.002;0.005;0.005;0.022;0.01;0.034
64;-0.002;0;0.002;0.005;-0.005;0.051;0.044;0.063;0.024;0.046
64.5;-0.005;0;-0.002;0.007;-0.007;0.051;0.032;0.054;0.034;0.034
65;0.005;-0.002;-0.02;0.002;-0.005;0.007;-0.01;0.02;0.032;-0.012
65.5;-0.002;-0.002;-0.005;0.005;-0.002;0.046;0.015;0.032;0.037;0.022
66;-0.005;-0.002;-0.002;0.005;-0.002;0.049;0.012;0.029;0.034;0.005
66.5;-0.007;0;0.017;0.007;-0.002;0.012;0;0.01;-0.002;0.032
67;-0.002;-0.002;0.002;0.007;0;0.049;0.037;0.049;0.054;0.046
67.5;-0.005;0;0;0.005;-0.002;0.039;0.022;0.046;0.039;0.054
68;-0.002;-0.005;0.002;0.002;-0.005;0.078;0.054;0.066;0.049;0.073
68.5;0;0;-0.007;0.005;-0.002;0.012;0.007;0.024;0.002;0.042
69;-0.005;-0.002;0.005;0.005;-0.002;0.032;-0.002;0.012;-0.002;-0.005
69.5;-0.002;-0.002;-0.002;0.007;-0.005;0.027;0.015;0.029;0.01;0.007
70;-0.002;-0.002;0;0.005;-0.002;0.034;0.012;0.027;0.017;0.002
70.5;-0.005;-0.005;0;0;-0.002;0.032;0.024;0.042;0.029;-0.005
71;-0.002;0;0.002;0.002;-0.002;0.022;0.01;0.022;0.01;0.01
71.5;-0.005;-0.002;-0.002;0.002;-0.005;0.029;0.007;0.024;0.02;0.002
72;-0.007;-0.002;-0.01;0.007;-0.005;0.039;0.01;0.034;0.027;-0.007
72.5;-0.002;-0.002;0;0.007;-0.002;0.037;0.012;0.034;0.02;-0.007
73;-0.005;-0.005;-0.002;0.005;-0.007;0.046;0.032;0.044;0.042;0.02
73.5;-0.005;-0.007;-0.005;0.005;-0.007;0.054;0.029;0.049;0.046;0.044
74;0.002;-0.005;-0.01;0.007;-0.002;0.017;0.02;0.056;0.034;0.054
74.5;-0.002;-0.002;-0.01;0.005;-0.007;0.027;0.007;0.034;0.007;0.042
75;-0.005;-0.002;0;0.007;0;0.081;0.051;0.066;0.063;0.078
75.5;-0.002;-0.005;0.002;0.005;-0.002;0.027;0.015;0.037;0.024;0.015
76;-0.007;-0.002;-0.005;0.005;-0.007;0.024;-0.005;0.015;-0.022;0.005
76.5;-0.005;-0.002;-0.005;0.002;0;0.044;0.027;0.024;0.02;0.02
77;-0.01;-0.007;-0.005;0;-0.002;0.032;0.022;0.042;0.027;0.037
77.5;-0.005;-0.007;0.002;0.005;-0.002;0.042;0.017;0.029;0.032;0.068
78;-0.005;-0.002;-0.002;0.007;-0.002;0.063;0.042;0.044;0.042;0.083
78.5;-0.005;-0.005;0;0.002;-0.005;0.046;0.037;0.059;0.027;0.054
79;-0.005;-0.002;-0.002;0.005;0;0.044;0.027;0.049;0.022;0.012
79.5;-0.002;-0.002;0.01;0.005;0;0.042;0.032;0.046;0.063;0.083
80;-0.005;-0.005;-0.007;0.002;-0.002;0.044;0.027;0.049;0.044;0.049
80.5;-0.005;-0.005;-0.002;0.002;-0.002;0.037;0.027;0.051;0.051;0.002
81;-0.005;-0.005;0;0;-0.002;0.034;0.015;0.034;0.027;0.005
81.5;0;-0.002;-0.015;0;-0.005;0.029;0.007;0.024;0.022;0.032
82;-0.005;-0.005;-0.007;0.002;-0.005;0.029;0.01;0.039;0.024;0.037
82.5;0;-0.007;-0.012;0.002;-0.002;0.012;0;0.017;-0.002;0.054
83;-0.005;-0.005;0;0.002;-0.002;0.071;0.039;0.063;0.029;0.034
83.5;-0.002;-0.005;0;0.005;-0.002;0.044;0.017;0.032;0.015;0.005
84;-0.005;-0.005;0;0;-0.005;0.017;-0.002;0.024;0.007;0.015
84.5;-0.002;-0.007;-0.01;0.002;0;0.015;-0.012;0.012;-0.017;-0.024
85;-0.005;-0.002;-0.002;0.002;-0.005;0.049;0.024;0.046;0.042;0.022
85.5;-0.007;-0.005;0.005;0;-0.005;0.063;0.039;0.056;0.024;0.049
86;-0.005;-0.002;-0.002;0.005;-0.007;0.044;0.012;0.029;0.002;-0.056
86.5;-0.005;-0.002;0.005;0.002;-0.002;0.012;0.012;0.029;0.015;-0.037
87;-0.005;-0.005;-0.007;0.005;-0.005;0.01;-0.005;0.022;0.002;0.039
87.5;-0.005;-0.005;-0.005;0.002;-0.002;0.044;0.02;0.027;0.01;0.034
88;-0.005;-0.002;-0.002;0.005;-0.002;0.039;0.029;0.054;0.037;0.027
88.5;0;-0.002;-0.01;0.005;0;0.056;0.039;0.059;0.068;0.071
89;-0.005;-0.005;0.002;0.002;-0.005;0.02;0.01;0.032;0.02;0
89.5;-0.002;-0.005;-0.005;0.002;-0.002;0.049;0.037;0.054;0.039;0.034
90;-0.01;-0.002;-0.002;0.007;-0.007;0.068;0.044;0.073;0.056;0.037
90.5;-0.002;-0.005;-0.01;0.002;-0.002;0.081;0.046;0.059;0.068;0.073
91;-0.005;-0.002;-0.005;0.005;-0.005;0.049;0.012;0.027;0.032;0.027
91.5;-0.007;-0.002;0.005;0.002;-0.005;0.044;0.027;0.046;0.042;0.032
92;-0.007;-0.002;0.002;0.005;-0.002;0.024;0.02;0.032;0.015;-0.01
92.5;-0.01;-0.005;0.002;0.002;-0.002;0.068;0.046;0.059;0.037;0.017
93;-0.005;-0.002;0;0.002;-0.002;0.056;0.022;0.032;0.022;-0.017
93.5;-0.005;-0.007;-0.002;0.002;-0.005;0.051;0.02;0.034;0.007;0
94;-0.005;-0.005;0;0.005;-0.005;0.037;0.015;0.037;0.024;0.017
94.5;-0.01;-0.005;0;0.002;0;0.027;0;0.01;0;0.022
95;-0.002;-0.002;0;0.002;0;0.002;0.02;0.032;-0.002;0.017
95.5;-0.01;-0.007;-0.002;0.002;-0.005;0.017;0.007;0.027;0.005;0.02
96;-0.005;-0.005;-0.002;0.005;-0.002;0.01;0.005;0.032;0.02;0
96.5;-0.007;-0.002;-0.002;-0.002;-0.005;0.037;0.02;0.042;0.02;0.029
97;-0.005;-0.005;0;0.002;0;0.046;0.007;0.015;0.015;-0.024
97.5;-0.005;0;0.005;0.005;-0.002;0.042;0.029;0.046;0.039;0
98;-0.005;-0.005;-0.007;0.002;-0.007;0.037;0.002;0.012;0.024;0.039
98.5;-0.002;-0.005;-0.007;0.005;-0.005;0.032;0.027;0.039;0.032;0.076
99;0.002;-0.002;0;0.005;-0.002;0.01;0.01;0.029;0.002;0.017
99.5;-0.005;-0.002;-0.002;0.005;-0.007;0.042;0.027;0.049;0.012;0.032
100;-0.005;-0.002;-0.002;0.005;0;0.088;0.061;0.063;0.088;0.078
100.5;-0.007;-0.002;0.017;0.007;-0.007;-0.007;-0.017;-0.012;-0.012;0.042
101;-0.005;-0.002;0;0.002;-0.002;0.046;0.02;0.054;0.005;0.037
101.5;-0.005;-0.005;0;0.002;-0.005;0.049;0.029;0.044;0.032;0.012
102;-0.007;-0.002;0.002;0.002;-0.007;0.029;0.005;0.022;0.015;0.007
102.5;0;-0.002;-0.005;0.002;-0.002;0.034;0.02;0.034;0.034;0.037
103;-0.002;-0.005;-0.007;0.005;-0.002;0.059;0.032;0.049;0.037;0.037
103.5;-0.005;-0.005;-0.002;0.005;-0.005;0.042;0.027;0.044;0.029;0.037
104;0;0;-0.01;0.002;-0.005;-0.007;-0.005;0.02;-0.007;0.022
104.5;-0.002;-0.002;-0.005;0.005;-0.005;0.044;0.02;0.027;0.005;0.015
105;-0.002;-0.002;0;0.002;-0.005;-0.017;-0.017;0.01;0.01;-0.02
105.5;-0.012;-0.005;0;0.002;-0.005;0.017;-0.007;0.017;-0.005;0.012
106;-0.002;-0.002;-0.002;0.005;-0.002;-0.005;-0.007;0.02;-0.005;0.002
106.5;-0.005;-0.005;0.002;0.002;-0.005;0.029;0.007;0.029;0.007;0.024
107;-0.002;-0.005;-0.002;0.007;-0.002;0.051;0.044;0.051;0.046;-0.005
107.5;-0.002;-0.002;0.007;0.005;-0.005;0.059;0.046;0.056;0.071;0.051
108;-0.005;0;0.002;0.007;-0.005;0.029;0.02;0.024;-0.01;0.005
108.5;-0.005;-0.005;0.002;0.007;-0.002;0.02;0.02;0.034;0.02;-0.007
109;-0.007;-0.005;0.002;0.007;-0.002;0.042;0.017;0.037;0.012;-0.005
109.5;-0.005;-0.005;-0.007;0.005;-0.002;0.049;0.029;0.049;0.024;0.032
110;-0.005;-0.002;-0.002;0.002;-0.005;0.032;0.01;0.034;0.017;0.039
110.5;-0.005;-0.005;0.002;0.005;-0.002;0.042;0.015;0.022;0.012;0.044
111;-0.005;0;0.012;0.005;-0.002;0.034;0.032;0.049;0.042;0.061
111.5;-0.005;0;0.01;0.005;-0.002;0.029;0.007;0.02;0.002;0.027
112;0;0;0.007;0.005;-0.002;0.039;0.01;0.032;0.032;0.051
112.5;-0.002;-0.005;0.002;0.005;-0.005;0.029;0.017;0.034;0.01;0.085
113;-0.005;-0.002;-0.002;0.005;-0.005;0.027;0.015;0.032;0.007;0.042
113.5;-0.002;-0.002;0;0.007;-0.002;0.017;0.017;0.039;0.012;-0.022
114;-0.002;0.002;0.005;0.002;-0.002;0.034;0;0.02;0.007;-0.02
114.5;-0.002;-0.002;0;0.005;-0.005;0.037;0.027;0.042;0.032;0
115;-0.005;-0.002;-0.005;0.005;-0.002;0.046;0.007;0.046;0.044;0.056
115.5;-0.01;-0.002;0;0.005;-0.002;0.022;0.002;0.024;-0.002;0.012
116;-0.002;-0.005;0.002;0.005;0;0.044;0.024;0.046;0.017;0.044
116.5;-0.005;-0.002;0.002;0.007;-0.002;0.061;0.059;0.061;0.049;0.032
117;0;-0.002;-0.005;0.005;0;0.032;0.042;0.076;0.039;0.037
117.5;0;0;-0.012;0.007;-0.002;0.071;0.024;0.049;0.063;0.088
118;-0.007;0;0.01;0.002;-0.002;0.017;0.002;0.015;0;0.051
118.5;0;-0.002;-0.005;0.005;0;0.063;0.029;0.063;0.049;0.1
119;-0.002;-0.005;0;0.002;-0.002;0.034;0.002;0.02;0.005;0.017
119.5;-0.007;-0.002;0.017;0.005;-0.005;0.017;0.002;0.015;-0.007;0.015
120;-0.002;0;0;0.005;-0.002;0.022;0.007;0.02;0.01;-0.029
120.5;-0.002;-0.005;-0.005;0.005;-0.005;0.037;0.007;0.027;0.01;0.012
121;-0.005;0;0.005;0.005;-0.002;0.017;-0.01;0.015;-0.005;0.042
121.5;-0.007;-0.005;-0.002;0.005;-0.005;0.034;0.017;0.024;0.017;0.046
122;0;-0.002;-0.002;0.005;-0.005;0.044;0.037;0.042;0.029;0.029
122.5;-0.005;-0.002;0.002;0.005;-0.005;0.027;0.012;0.029;0.015;0.012
123;-0.005;0.002;0.002;0.002;0;0.039;0.02;0.022;0.022;0.044
123.5;0.002;0.002;-0.005;0.007;-0.002;0;-0.017;0.012;0.007;0.034
124;-0.007;-0.002;-0.005;0;-0.005;0.022;0.002;0.024;0.007;0.059
124.5;-0.002;0;0.002;0.007;-0.002;0.005;0.017;0.029;-0.02;0.01
125;-0.002;-0.005;0.002;0.002;-0.005;0.027;0.01;0.029;0.017;0.002
125.5;-0.005;0;-0.005;0.005;-0.005;0.034;0.012;0.029;0.02;0.005
126;-0.005;0;0.007;0.002;0;0.059;0.049;0.049;0.066;0.061
126.5;-0.007;-0.007;-0.002;0.002;-0.005;0.034;0.017;0.037;0.029;0.044
127;-0.005;-0.005;0;0.002;-0.002;0.022;0.017;0.042;0.02;0.059
127.5;-0.007;0.002;-0.007;0.005;-0.005;0.056;0.029;0.046;0.034;0.037
128;-0.005;-0.005;0.01;0.002;0;0.049;0.032;0.046;0.034;0.049
128.5;-0.007;-0.002;-0.002;0.005;-0.005;0.059;0.037;0.068;0.034;0.039
129;0;-0.005;-0.015;0.007;-0.005;0.046;0.012;0.037;0.034;0.02
129.5;-0.007;-0.002;-0.005;0.005;-0.005;0.037;0.007;0.027;0.024;-0.012
130;-0.005;-0.005;-0.002;0.002;-0.005;0.051;0.024;0.046;0.034;0.017
130.5;-0.007;-0.002;0.007;0.005;-0.002;0.034;0.015;0.039;0;0.02
131;-0.005;-0.005;-0.002;0.002;-0.002;0.059;0.029;0.049;0.056;0.054
131.5;-0.007;-0.007;0.002;0.005;0;0.01;0;0.022;0.02;0.005
132;-0.005;-0.002;-0.005;0.002;-0.005;0.063;0.022;0.039;0.046;0.073
132.5;-0.002;-0.005;-0.005;0.002;-0.002;-0.012;-0.027;0.002;-0.01;0.022
133;0;-0.002;-0.012;0.005;-0.002;0.054;0.012;0.027;0.029;0.059
133.5;0;-0.002;0;0.005;-0.002;0.044;0.022;0.039;0.022;0.027
134;-0.005;-0.005;0.007;0.002;-0.005;0.054;0.027;0.066;0.02;0.034
134.5;-0.002;-0.002;0;0.005;0;0.032;0.024;0.049;0.042;0.02
135;-0.005;0;-0.005;0.005;-0.002;0.054;0.029;0.051;0.049;0.063
135.5;-0.002;-0.005;-0.002;0.005;-0.002;0.037;0.022;0.044;0.012;0.071
136;-0.007;-0.002;-0.005;0.007;-0.007;0.056;0.037;0.066;0.037;0.056
136.5;-0.002;-0.007;-0.005;0.002;-0.005;0.049;0.024;0.049;0.034;0.034
137;-0.002;0;-0.005;0.005;-0.002;0.071;0.044;0.085;0.049;0.034
137.5;-0.007;-0.007;-0.005;0.002;-0.005;0.061;0.044;0.066;0.061;0.044
138;-0.007;-0.005;-0.005;0.002;-0.002;0.059;0.022;0.037;0.044;0.024
138.5;-0.005;-0.005;0;0.002;-0.002;0.017;0.017;0.049;0.02;0.039
139;-0.005;-0.005;-0.005;0.002;-0.002;0.012;0;0.017;0.002;0.029
139.5;-0.007;-0.005;0;0.005;-0.002;0.022;0.005;0.027;-0.017;-0.007
140;-0.007;-0.007;0;0.005;-0.005;0.056;0.051;0.054;0.066;0.044
140.5;-0.005;-0.002;-0.002;0.002;-0.002;-0.002;0.005;0.024;0.005;-0.005
141;-0.007;-0.005;-0.007;0;-0.005;0.042;0.02;0.037;0.032;0.017
141.5;-0.002;-0.005;0;0.005;-0.002;0.022;0.015;0.034;0.015;0.022
142;-0.007;-0.005;0;0.005;0;0.027;0.007;0.032;0.005;-0.022
142.5;-0.002;-0.002;-0.005;0.005;-0.002;-0.005;-0.005;0.017;0.012;-0.007
143;-0.007;-0.002;0.002;0.005;0;0;-0.012;0.007;-0.024;0.024
143.5;-0.005;-0.007;-0.007;0.002;-0.002;0.044;0.022;0.034;0.034;0.063
144;-0.005;-0.005;-0.002;0.002;-0.002;0.056;0.039;0.066;0.049;0.039
144.5;-0.005;-0.002;-0.002;0.005;-0.002;0.039;0.007;0.029;0.01;-0.01
145;-0.005;-0.005;0;0.002;-0.005;0.034;-0.002;0.007;0.005;0.002
145.5;-0.007;-0.005;-0.005;0.005;-0.005;0.032;0;0.02;-0.005;-0.027
146;-0.002;0;-0.017;0.002;-0.002;0.007;0;0.022;0.017;0.032
146.5;-0.005;-0.005;0.002;0;-0.002;0.01;-0.01;0.012;0.002;0.002
147;-0.005;-0.002;0.002;0.002;-0.002;-0.022;-0.022;0;-0.017;-0.046
147.5;-0.005;-0.002;0.002;0.005;-0.005;0.022;0.015;0.032;0.015;0.032
148;-0.005;-0.002;0;0.002;-0.002;0.027;0.002;0.029;0.015;0.059
148.5;-0.007;-0.005;-0.007;0.002;-0.005;0.01;0.002;0.017;-0.012;0.054
149;-0.007;-0.002;0.002;0.002;-0.002;0.027;0.005;0.037;0.005;0
149.5;-0.005;-0.002;0.002;0.002;-0.007;0.054;0.037;0.066;0.032;0.044
150;-0.005;-0.005;0;0.005;-0.005;0.039;0.017;0.044;0.027;0.056
150.5;-0.002;-0.01;-0.012;-0.002;-0.002;0.024;0.015;0.027;0.012;0.042
151;-0.005;-0.005;-0.005;0.002;-0.007;0.051;0.039;0.056;0.054;0.044
151.5;0;-0.002;-0.002;0.002;-0.005;0.039;0.02;0.034;0.027;0
152;-0.005;-0.005;-0.005;0;-0.005;0.034;0.022;0.039;0.02;0.02
152.5;-0.005;-0.005;0.007;0.005;-0.002;0.042;0.017;0.029;0.022;0.029
153;-0.002;0;0.005;0.005;-0.002;0.056;0.032;0.046;0.046;0.061
153.5;-0.005;-0.005;-0.002;0.002;-0.002;0.073;0.049;0.054;0.042;0.078
