time [us];ch 1;ch 2;ch 3;ch 4;ch 5;ch 6;ch 7;ch 8;ch 9;ch 10;ch 11;ch 12;ch 13;ch 14
60;-0.005;-0.005;-0.002;0;-0.005;-0.002;0;0.005;0.022;0.012;0.007;0.032;0.007;0.017
61;-0.007;-0.005;0;0.002;-0.002;-0.002;0.002;0.005;0.024;0.01;0.007;0.037;0.005;0.017
62;-0.007;-0.002;-0.005;0.002;-0.002;-0.002;0.002;0.002;0.024;0.012;0.007;0.034;0.01;0.017
63;-0.007;-0.005;-0.002;0.002;-0.005;-0.002;0;0.005;0.024;0.012;0.007;0.037;0.005;0.015
64;-0.005;-0.002;-0.007;0.005;-0.005;-0.002;0;0.002;0.024;0.01;0.01;0.032;0.007;0.02
65;-0.005;-0.002;-0.005;0.005;-0.005;-0.005;0;0.005;0.022;0.012;0.01;0.037;0.005;0.015
66;-0.005;-0.002;-0.005;0.002;-0.002;0;0;0.005;0.024;0.012;0.01;0.034;0.007;0.017
67;-0.005;-0.005;-0.007;0.007;-0.005;-0.002;0;0.007;0.024;0.01;0.007;0.034;0.007;0.017
68;-0.005;-0.005;-0.005;0.002;-0.005;-0.005;0;0.005;0.027;0.015;0.01;0.037;0.007;0.017
69;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.01;0.037;0.007;0.017
70;-0.002;-0.005;-0.007;0.005;-0.002;-0.002;-0.002;0.005;0.022;0.015;0.007;0.032;0.005;0.017
71;-0.005;-0.002;0;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.007;0.037;0.005;0.02
72;-0.007;0;-0.005;0.005;-0.005;-0.002;0;0.005;0.024;0.01;0.007;0.032;0.007;0.017
73;-0.005;-0.002;-0.002;0.005;-0.005;-0.005;0.002;0.005;0.022;0.01;0.007;0.034;0.01;0.02
74;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0.002;0.007;0.024;0.012;0.007;0.037;0.01;0.02
75;-0.005;-0.002;-0.002;0.005;-0.002;0;0;0.005;0.022;0.012;0.01;0.034;0.005;0.012
76;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;-0.002;0.005;0.024;0.012;0.007;0.034;0.007;0.017
77;-0.002;-0.005;-0.002;0.007;-0.002;-0.002;0;0.005;0.024;0.012;0.01;0.037;0.01;0.02
78;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.01;0.034;0.007;0.015
79;-0.007;-0.002;0;0.005;-0.005;-0.002;0;0.002;0.022;0.012;0.005;0.034;0.007;0.022
80;-0.002;-0.005;-0.005;0.005;-0.005;-0.002;0.002;0.007;0.022;0.01;0.01;0.034;0.01;0.017
81;-0.005;-0.002;-0.007;0.005;-0.005;-0.002;0.002;0.007;0.02;0.01;0.005;0.034;0.007;0.022
82;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0.002;0.005;0.022;0.012;0.007;0.032;0.005;0.015
83;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.02;0.007;0.005;0.032;0.007;0.017
84;-0.005;-0.005;-0.005;0.007;-0.005;0;0.002;0.005;0.024;0.012;0.01;0.034;0.005;0.015
85;-0.002;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.007;0.017
86;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;-0.002;0.005;0.022;0.015;0.007;0.034;0.007;0.017
87;-0.005;-0.002;-0.005;0.002;-0.002;-0.002;0;0.005;0.022;0.015;0.007;0.039;0.01;0.017
88;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.005;0.02;0.01;0.007;0.034;0.005;0.017
89;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.002;0.022;0.012;0.007;0.034;0.007;0.017
90;-0.002;-0.002;-0.005;0.005;-0.005;-0.002;0.002;0.007;0.02;0.012;0.007;0.034;0;0.015
91;-0.005;-0.005;-0.002;0.005;-0.002;-0.005;0;0.007;0.024;0.01;0.007;0.034;0.01;0.02
92;-0.005;-0.005;-0.002;0.005;-0.002;-0.005;0;0.005;0.02;0.01;0.007;0.034;0.007;0.017
93;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.007;0.022;0.01;0.01;0.034;0.007;0.017
94;-0.007;-0.005;-0.007;0.005;-0.002;-0.002;0;0.007;0.022;0.01;0.01;0.034;0.007;0.017
95;-0.005;-0.002;-0.002;0.007;-0.005;-0.005;0;0.005;0.024;0.012;0.007;0.034;0.005;0.015
96;-0.005;-0.002;0;0.005;-0.002;-0.002;0.002;0.005;0.024;0.01;0.01;0.034;0.007;0.017
97;-0.005;-0.002;-0.002;0.007;-0.005;-0.002;0;0.005;0.027;0.012;0.01;0.037;0.007;0.012
98;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.007;0.037;0.007;0.017
99;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.002;0.022;0.012;0.007;0.034;0.005;0.017
100;-0.007;-0.005;-0.002;0.005;-0.005;-0.005;0;0.005;0.022;0.007;0.007;0.034;0.01;0.017
101;-0.002;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.022;0.01;0.007;0.032;0.007;0.015
102;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.002;0.024;0.012;0.007;0.034;0.007;0.017
103;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.022;0.01;0.005;0.032;0.01;0.015
104;-0.01;-0.005;-0.002;0.005;-0.002;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.007;0.015
105;-0.005;-0.005;-0.005;0.002;-0.002;-0.002;-0.002;0.005;0.024;0.012;0.01;0.034;0.007;0.012
106;-0.007;-0.005;-0.002;0.005;-0.002;-0.002;0;0.005;0.024;0.015;0.01;0.034;0.007;0.017
107;-0.007;-0.005;-0.005;0.005;-0.005;-0.002;0;0.005;0.022;0.01;0.01;0.032;0.007;0.017
108;-0.01;-0.005;-0.002;0.005;-0.002;-0.005;0;0.005;0.024;0.012;0.005;0.034;0.01;0.017
109;-0.005;-0.002;-0.002;0;-0.002;-0.002;0;0.007;0.022;0.012;0.01;0.032;0.007;0.015
110;-0.007;-0.002;-0.007;0.005;-0.002;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.005;0.015
111;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.007;0.017
112;-0.005;-0.005;-0.007;0.005;-0.002;-0.002;0;0.005;0.024;0.01;0.007;0.032;0.007;0.017
113;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;-0.002;0.005;0.024;0.012;0.007;0.032;0.007;0.015
114;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0.002;0.005;0.024;0.01;0.01;0.032;0.01;0.017
115;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0;0.002;0.024;0.012;0.01;0.034;0.01;0.017
116;-0.005;-0.005;-0.002;0.005;-0.002;-0.005;0.002;0.002;0.024;0.01;0.007;0.032;0.007;0.017
117;-0.007;-0.005;-0.005;0.002;-0.005;-0.002;-0.002;0.002;0.024;0.012;0.007;0.034;0.007;0.015
118;-0.005;-0.005;-0.005;0.005;-0.002;-0.002;0.002;0.005;0.024;0.01;0.007;0.034;0.007;0.015
119;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0.002;0.007;0.027;0.01;0.007;0.032;0.007;0.017
120;-0.007;-0.002;-0.005;0.002;-0.005;-0.002;0;0.005;0.024;0.01;0.007;0.032;0.007;0.017
121;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0.002;0.002;0.022;0.01;0.007;0.032;0.002;0.015
122;-0.005;-0.005;-0.005;0.002;-0.005;-0.002;0.002;0.005;0.024;0.012;0.01;0.032;0.005;0.015
123;-0.005;-0.005;-0.005;0.005;-0.005;-0.002;0.002;0.005;0.027;0.01;0.007;0.029;0.01;0.017
124;-0.007;-0.002;0;0.005;-0.005;-0.002;0;0.007;0.024;0.012;0.007;0.034;0.007;0.02
125;-0.007;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.027;0.012;0.007;0.034;0.01;0.017
126;-0.005;-0.002;-0.002;0.002;-0.005;-0.002;0;0.002;0.024;0.012;0.01;0.032;0.007;0.02
127;-0.005;-0.002;-0.005;0.005;0;-0.002;0;0.007;0.024;0.01;0.005;0.034;0.007;0.017
128;-0.002;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.024;0.012;0.007;0.032;0.01;0.02
129;-0.007;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.022;0.01;0.01;0.032;0.007;0.017
130;-0.005;-0.002;-0.005;0.002;-0.002;0;0;0.005;0.024;0.01;0.01;0.034;0.007;0.017
131;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.024;0.015;0.007;0.032;0.007;0.02
132;-0.005;-0.005;0;0.005;-0.005;-0.005;-0.002;0.007;0.024;0.012;0.01;0.034;0.007;0.015
133;-0.005;-0.002;-0.002;0.005;-0.002;-0.005;0.002;0.002;0.024;0.01;0.007;0.034;0.007;0.017
134;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.005;0.017
135;-0.007;-0.005;-0.002;0.005;-0.002;-0.005;0;0.007;0.022;0.012;0.007;0.032;0.01;0.022
136;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.024;0.015;0.007;0.032;0.007;0.017
137;-0.005;-0.005;-0.002;0.005;-0.002;-0.002;0.002;0.005;0.022;0.01;0.007;0.034;0.007;0.02
138;-0.007;-0.005;0.002;0.005;-0.007;-0.005;0.002;0.005;0.024;0.01;0.007;0.032;0.007;0.017
139;-0.005;-0.002;-0.002;0.002;-0.002;-0.002;0;0.005;0.022;0.01;0.01;0.032;0.01;0.02
140;-0.005;-0.002;-0.005;0.005;-0.005;-0.005;0.002;0.005;0.024;0.012;0.01;0.034;0.01;0.02
141;-0.007;-0.005;-0.002;0.005;-0.002;-0.002;0;0.007;0.022;0.012;0.01;0.032;0.005;0.017
142;-0.002;-0.002;-0.005;0.002;-0.005;-0.002;0.002;0.005;0.024;0.012;0.007;0.032;0.007;0.017
143;-0.005;-0.005;-0.002;0.005;-0.002;-0.005;0;0.005;0.024;0.012;0.007;0.034;0.007;0.017
144;-0.005;-0.002;-0.002;0.002;-0.005;-0.005;0;0.005;0.024;0.012;0.01;0.037;0.007;0.017
145;-0.002;-0.002;-0.005;0.002;-0.005;0;0;0.002;0.024;0.01;0.007;0.034;0.01;0.02
146;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.022;0.01;0.007;0.034;0.01;0.02
147;-0.005;-0.002;-0.005;0.005;-0.005;-0.005;0;0.002;0.022;0.012;0.007;0.034;0.007;0.015
148;-0.007;-0.002;-0.002;0.005;-0.002;-0.002;-0.002;0.007;0.022;0.01;0.007;0.034;0.007;0.017
149;-0.007;-0.002;-0.005;0.005;-0.005;0;0;0.007;0.024;0.012;0.007;0.032;0.01;0.015
150;-0.007;-0.002;-0.002;0.005;-0.005;-0.002;0.002;0.005;0.022;0.01;0.007;0.032;0.01;0.017
151;-0.005;-0.005;-0.007;0.005;-0.005;-0.002;0;0.005;0.024;0.012;0.01;0.034;0.01;0.017
152;-0.005;0;-0.002;0.005;-0.005;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.005;0.015
153;-0.005;-0.005;-0.002;0.005;-0.002;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.007;0.017
154;-0.007;-0.002;-0.005;0.002;-0.002;-0.005;0.002;0.002;0.024;0.01;0.01;0.034;0.012;0.02
155;-0.007;-0.002;-0.002;0.002;-0.002;-0.002;-0.002;0.002;0.024;0.012;0.007;0.032;0.007;0.017
156;-0.005;-0.002;-0.005;0.002;-0.005;-0.005;0;0.005;0.02;0.01;0.005;0.037;0.007;0.02
157;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.007;0.037;0.007;0.015
158;-0.002;-0.002;-0.002;0.002;-0.002;-0.002;0.002;0.005;0.024;0.017;0.012;0.039;0.007;0.02
159;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.002;0.022;0.012;0.007;0.037;0.007;0.02
160;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;-0.002;0.005;0.02;0.012;0.007;0.032;0.007;0.017
161;-0.005;-0.005;-0.005;0.005;-0.005;-0.005;0.002;0.005;0.022;0.01;0.007;0.034;0.007;0.017
162;-0.005;-0.002;-0.002;0;-0.005;-0.002;-0.002;0.005;0.022;0.01;0.007;0.037;0.007;0.015
163;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.005;0.024;0.012;0.01;0.034;0.007;0.02
164;-0.007;-0.005;-0.005;0.002;-0.005;-0.002;0;0.005;0.022;0.012;0.007;0.032;0.005;0.017
165;-0.005;-0.002;-0.005;0.005;-0.005;0;0;0.005;0.024;0.012;0.007;0.034;0.007;0.017
166;-0.002;-0.002;0;0;-0.002;-0.005;0;0.007;0.02;0.01;0.01;0.037;0.005;0.017
167;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.005;0.022;0.012;0.007;0.032;0.007;0.017
168;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.022;0.012;0.007;0.034;0.005;0.017
169;-0.005;-0.002;-0.007;0.002;-0.005;-0.002;0;0.002;0.022;0.01;0.007;0.034;0.007;0.017
170;-0.005;-0.005;-0.005;0.002;-0.005;-0.005;0;0.005;0.024;0.012;0.01;0.034;0.01;0.017
171;-0.005;-0.005;-0.007;0.002;-0.002;-0.002;0;0.002;0.024;0.012;0.005;0.032;0.005;0.015
172;-0.005;-0.005;-0.005;0.005;-0.002;-0.002;0;0.005;0.024;0.012;0.005;0.032;0.007;0.015
173;-0.005;-0.005;-0.005;0.002;0;0;0;0.005;0.024;0.012;0.007;0.037;0.007;0.015
174;-0.005;-0.005;-0.005;0.002;-0.002;0;0.002;0.002;0.02;0.012;0.007;0.034;0.007;0.017
175;-0.007;-0.005;-0.002;0.002;-0.005;-0.002;0;0.007;0.024;0.01;0.007;0.034;0.007;0.015
176;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.022;0.012;0.007;0.032;0.007;0.017
177;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.022;0.01;0.007;0.034;0.012;0.02
178;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.022;0.012;0.01;0.034;0.01;0.02
179;-0.005;-0.005;-0.005;0.002;-0.002;-0.005;0;0.007;0.022;0.012;0.007;0.034;0.007;0.015
180;-0.005;-0.005;-0.005;0.005;-0.002;-0.002;0.002;0.005;0.024;0.015;0.007;0.034;0.007;0.012
181;-0.005;-0.002;-0.005;0.005;-0.002;-0.005;0;0.005;0.024;0.01;0.007;0.032;0.007;0.017
182;-0.005;-0.002;-0.005;0.005;-0.005;-0.005;0;0.005;0.027;0.01;0.01;0.034;0.007;0.015
183;-0.002;-0.002;-0.005;0.002;-0.002;0;0;0.002;0.024;0.01;0.01;0.034;0.007;0.017
184;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.022;0.01;0.007;0.032;0.007;0.017
185;-0.005;0;-0.005;0.002;-0.005;-0.002;0;0.005;0.02;0.012;0.007;0.034;0.01;0.017
186;-0.007;-0.005;0;0.007;-0.002;0;0;0.007;0.027;0.012;0.007;0.032;0.005;0.015
187;-0.002;-0.005;-0.005;0.005;-0.005;-0.002;-0.002;0.005;0.024;0.012;0.005;0.032;0.007;0.015
188;-0.005;-0.002;-0.007;0.005;-0.002;-0.002;0.002;0.002;0.024;0.012;0.005;0.032;0.005;0.012
189;-0.005;-0.005;-0.005;0.002;-0.005;-0.002;0;0.007;0.022;0.012;0.01;0.032;0.01;0.017
190;-0.005;-0.002;-0.002;0.005;-0.002;0;0.002;0.005;0.024;0.012;0.01;0.034;0.01;0.017
191;-0.002;-0.002;-0.005;0.005;-0.005;-0.002;0;0.005;0.024;0.012;0.005;0.032;0.007;0.012
192;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.002;0.024;0.01;0.007;0.034;0.01;0.015
193;-0.005;-0.005;-0.005;0.005;-0.005;-0.002;0;0.002;0.024;0.012;0.01;0.034;0.007;0.015
194;-0.005;0;-0.005;0.007;-0.002;0;0;0.005;0.024;0.01;0.01;0.032;0.007;0.015
195;-0.005;-0.002;-0.002;0.007;-0.002;-0.002;0;0.002;0.024;0.012;0.01;0.032;0.007;0.02
196;-0.005;-0.002;0;0.005;-0.002;0;0;0.005;0.022;0.01;0.005;0.034;0.007;0.012
197;-0.005;-0.002;-0.005;0.007;-0.005;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.007;0.015
198;-0.002;-0.002;-0.002;0.005;-0.005;0;0;0.005;0.024;0.012;0.007;0.032;0.007;0.017
199;-0.005;-0.002;0;0.005;-0.002;0;0.002;0.005;0.024;0.012;0.007;0.032;0.007;0.017
200;-0.002;-0.005;-0.002;0.005;-0.005;-0.002;0.002;0.005;0.022;0.012;0.007;0.032;0.007;0.017
201;-0.005;-0.005;-0.002;0.005;-0.002;-0.002;0;0.005;0.027;0.015;0.01;0.032;0.007;0.017
202;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.022;0.01;0.007;0.032;0.01;0.017
203;-0.005;-0.002;0;0.005;-0.002;-0.002;0;0.005;0.024;0.012;0.007;0.032;0.007;0.015
204;-0.002;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.024;0.01;0.007;0.034;0.005;0.015
205;-0.005;-0.005;-0.005;0.005;-0.005;-0.002;0;0.005;0.027;0.015;0.012;0.032;0.007;0.017
206;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.005;0.024;0.01;0.005;0.034;0.007;0.017
207;-0.005;-0.005;-0.005;0.005;-0.005;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.005;0.017
208;-0.005;-0.002;0;0.005;-0.002;-0.005;0;0.005;0.024;0.01;0.007;0.029;0.007;0.015
209;-0.002;-0.005;-0.002;0.005;-0.005;-0.002;0;0.005;0.024;0.015;0.007;0.032;0.007;0.017
210;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0.002;0.005;0.024;0.012;0.007;0.032;0.007;0.017
211;-0.005;-0.002;-0.002;0.002;-0.002;-0.002;-0.002;0.005;0.024;0.012;0.007;0.032;0.007;0.015
212;-0.005;-0.005;0;0.005;-0.005;0;0.002;0.005;0.022;0.01;0.007;0.032;0.007;0.02
213;-0.002;-0.002;-0.002;0.002;-0.002;-0.002;0;0.005;0.022;0.01;0.007;0.034;0.007;0.017
214;-0.005;-0.005;-0.002;0.002;-0.002;0;0;0.005;0.029;0.015;0.01;0.037;0.007;0.02
215;-0.005;0;-0.002;0.002;-0.007;-0.005;-0.002;0.005;0.024;0.012;0.01;0.037;0.005;0.017
216;-0.005;-0.005;-0.002;0.005;-0.002;0;0.002;0.005;0.022;0.012;0.007;0.034;0.007;0.017
217;-0.005;-0.002;-0.002;0.005;-0.002;-0.005;0.002;0.005;0.024;0.01;0.01;0.037;0.01;0.02
218;-0.005;-0.002;-0.005;0.002;-0.002;0;0.002;0.005;0.022;0.012;0.005;0.034;0.01;0.02
219;-0.007;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.022;0.012;0.01;0.034;0.007;0.015
220;-0.007;-0.002;-0.002;0;-0.002;-0.002;0.002;0.002;0.024;0.012;0.01;0.034;0.007;0.017
221;-0.005;-0.005;-0.005;0.005;-0.002;-0.002;0;0.005;0.024;0.012;0.007;0.034;0.007;0.015
222;-0.007;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.022;0.012;0.005;0.034;0.007;0.017
223;-0.005;-0.005;-0.002;0.002;-0.002;-0.002;0;0.005;0.022;0.012;0.007;0.034;0.007;0.015
224;-0.007;-0.005;-0.005;0.005;-0.002;-0.005;0.002;0.005;0.022;0.01;0.007;0.034;0.007;0.02
225;-0.007;-0.005;-0.002;0.005;-0.002;-0.002;0;0.005;0.022;0.01;0.01;0.034;0.01;0.02
226;-0.005;-0.005;-0.005;0.005;-0.002;-0.002;0;0.002;0.024;0.01;0.007;0.034;0.007;0.015
