time [us];ch 1;ch 2;ch 3;ch 4;ch 5;ch 6;ch 7;ch 8;ch 9;ch 10;ch 11;ch 12;ch 13;ch 14
0;-0.005;0;-0.002;0.005;-0.002;-0.005;0;0.005;0.027;0.015;0.01;0.034;0.01;0.022
1;-0.002;-0.002;-0.005;0.005;-0.002;-0.002;0.002;0.005;0.012;-0.002;-0.002;0.022;0.005;0.02
2;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;-0.002;0.005;0.024;0.015;0.007;0.037;0.01;0.024
3;-0.005;0;-0.002;0.005;-0.002;-0.002;0;0.007;0.027;0.017;0.01;0.034;0.01;0.024
4;-0.005;0;0;0.007;-0.007;-0.002;0;0.005;0.024;0.015;0.007;0.032;0.005;0.024
5;-0.005;0;0;0.007;-0.002;-0.002;0;0.007;0.024;0.015;0.007;0.037;0.015;0.022
6;-0.002;0;-0.005;0.007;-0.002;-0.002;0;0.005;0.024;0.012;0.01;0.034;0.01;0.024
7;-0.005;-0.002;-0.002;0.005;-0.002;0;-0.002;0.005;0.024;0.02;0.01;0.037;0.01;0.022
8;-0.007;0;0;0.005;-0.005;-0.002;0;0.005;0.024;0.015;0.007;0.037;0.007;0.022
9;-0.005;-0.002;-0.002;0.007;-0.005;-0.002;0.002;0.007;0.024;0.015;0.01;0.034;0.012;0.022
10;-0.002;0;-0.002;0.005;0;-0.002;0;0.005;0.024;0.017;0.012;0.034;0.01;0.024
11;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0.002;0.005;0.027;0.017;0.007;0.037;0.007;0.022
12;-0.002;-0.002;0;0.005;-0.005;0;0;0.007;0.024;0.017;0.01;0.037;0.01;0.02
13;-0.005;-0.002;-0.005;0.007;-0.002;0;0;0.005;0.029;0.015;0.01;0.037;0.005;0.022
14;-0.005;0;-0.002;0.002;-0.002;-0.005;0.002;0.005;0.027;0.015;0.01;0.034;0.015;0.027
15;-0.007;-0.005;-0.002;0.005;-0.005;-0.005;0;0.007;0.027;0.015;0.01;0.037;0.01;0.02
16;-0.007;-0.002;-0.002;0.002;-0.002;-0.002;0;0.007;0.024;0.015;0.007;0.037;0.01;0.022
17;-0.007;-0.002;-0.005;0.002;-0.005;0;0;0.005;0.024;0.012;0.01;0.037;0.007;0.022
18;-0.005;-0.005;-0.007;0.005;-0.002;-0.002;0.002;0.005;0.022;0.015;0.01;0.034;0.007;0.022
19;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.024;0.017;0.01;0.032;0.01;0.022
20;-0.007;-0.002;-0.005;0.007;-0.005;0;0.002;0.002;0.027;0.017;0.007;0.037;0.01;0.022
21;-0.002;-0.002;-0.002;0.007;-0.002;-0.002;0;0.007;0.024;0.015;0.007;0.032;0.01;0.024
22;-0.005;-0.002;-0.005;0.005;-0.005;0;-0.002;0.005;0.027;0.017;0.01;0.039;0.01;0.024
23;-0.005;-0.002;-0.005;0.002;-0.002;-0.002;0;0.007;0.024;0.015;0.007;0.032;0.007;0.024
24;-0.005;0;-0.002;0.002;-0.005;-0.002;0;0.005;0.024;0.015;0.01;0.034;0.012;0.022
25;-0.005;0;-0.002;0.005;-0.005;-0.002;0;0.007;0.024;0.012;0.01;0.037;0.01;0.022
26;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0.002;0.007;0.024;0.015;0.007;0.032;0.01;0.024
27;-0.005;-0.002;-0.002;0.002;-0.005;0;0;0.005;0.024;0.017;0.01;0.034;0.01;0.022
28;-0.002;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.024;0.017;0.012;0.037;0.01;0.022
29;-0.005;-0.002;-0.002;0.002;-0.005;-0.002;0;0.005;0.024;0.015;0.007;0.034;0.01;0.017
30;-0.007;-0.005;-0.005;0.002;-0.005;-0.002;0.002;0.005;0.024;0.015;0.01;0.034;0.01;0.024
31;-0.005;-0.002;-0.005;0.005;-0.005;-0.005;0;0.002;0.024;0.015;0.01;0.037;0.01;0.024
32;-0.005;-0.005;-0.002;0.002;-0.002;-0.002;0;0.007;0.027;0.017;0.007;0.037;0.012;0.024
33;-0.005;-0.005;-0.002;0.005;-0.007;-0.002;0.002;0.005;0.022;0.01;0.005;0.032;0.017;0.027
34;-0.005;-0.005;-0.005;0.005;-0.002;-0.002;0;0.005;0.032;0.02;0.015;0.042;0.015;0.024
35;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.024;0.015;0.01;0.037;0.007;0.022
36;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.024;0.015;0.007;0.034;0.012;0.02
37;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.007;0.024;0.012;0.007;0.034;0.007;0.02
38;-0.005;-0.002;-0.005;0.002;-0.002;-0.002;0;0.005;0.027;0.015;0.01;0.037;0.007;0.02
39;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.007;0.024;0.015;0.01;0.037;0.017;0.029
40;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.005;0.027;0.015;0.01;0.034;0.01;0.017
41;-0.002;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.024;0.015;0.01;0.034;0.01;0.02
42;-0.002;-0.002;-0.005;0.007;-0.005;-0.002;0;0.007;0.024;0.015;0.007;0.032;0.01;0.02
43;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;-0.002;0.005;0.027;0.017;0.01;0.034;0.007;0.022
44;-0.005;-0.002;-0.005;0.002;-0.005;0;0.002;0.007;0.027;0.017;0.01;0.037;0.015;0.024
45;-0.005;-0.002;-0.002;0.007;-0.007;0;0.002;0.005;0.027;0.015;0.005;0.032;0.007;0.02
46;-0.005;-0.002;-0.002;0.005;-0.005;-0.005;-0.002;0.002;0.029;0.02;0.01;0.037;0.012;0.024
47;-0.005;0;-0.005;0.005;-0.005;-0.002;0;0.005;0.022;0.017;0.007;0.037;0.007;0.024
48;-0.005;0;-0.002;0.005;-0.005;0;0;0.005;0.024;0.017;0.01;0.034;0.02;0.032
49;-0.005;-0.002;0;0.002;-0.005;-0.002;0;0.005;0.056;0.044;0.037;0.063;0.044;0.054
50;-0.002;0;-0.005;0.005;-0.005;-0.002;0;0.005;0.032;0.02;0.015;0.042;-0.005;0.01
51;-0.005;0;-0.005;0.005;-0.005;-0.005;0;0.007;0.022;0.01;0.007;0.029;0.012;0.022
52;-0.005;0;0;0.005;-0.005;-0.002;0;0.005;0.029;0.015;0.012;0.034;0.015;0.027
53;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.007;0.029;0.017;0.012;0.037;0.01;0.017
54;-0.002;0.002;-0.002;0.005;-0.005;-0.002;0;0.007;0.032;0.02;0.01;0.034;0.012;0.022
55;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.027;0.015;0.01;0.034;0.01;0.022
56;-0.002;0;-0.005;0.005;-0.005;-0.002;0.002;0.007;0.027;0.02;0.01;0.037;0.01;0.022
57;-0.005;-0.002;-0.005;0.007;-0.002;-0.002;-0.002;0.007;0.029;0.015;0.01;0.037;0.01;0.02
58;-0.002;0;-0.005;0.007;-0.005;-0.005;0;0.005;0.024;0.015;0.007;0.032;0.007;0.02
59;-0.002;0;0;0.005;-0.002;-0.002;0;0.007;0.027;0.015;0.007;0.034;0.01;0.02
60;-0.002;-0.002;-0.002;0.005;-0.005;-0.005;0.002;0.005;0.029;0.02;0.01;0.034;0.01;0.024
61;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.027;0.015;0.01;0.037;0.007;0.022
62;-0.002;0;0;0.005;-0.002;-0.002;0;0.005;0.027;0.015;0.01;0.034;0.01;0.02
63;-0.005;-0.002;-0.002;0.005;-0.002;0;0.002;0.007;0.029;0.02;0.01;0.039;0.01;0.02
64;-0.005;0;-0.002;0.007;-0.002;-0.005;0.002;0.007;0.029;0.015;0.01;0.037;0.01;0.017
65;-0.005;-0.002;-0.005;0.005;-0.002;-0.005;0;0.002;0.027;0.017;0.007;0.037;0.01;0.017
66;-0.005;-0.002;-0.002;0.007;-0.005;-0.002;0.002;0.005;0.027;0.015;0.01;0.034;0.012;0.02
67;-0.005;0;-0.002;0.005;-0.002;-0.002;0.002;0.007;0.027;0.015;0.01;0.037;0.01;0.022
68;-0.002;-0.002;0;0.005;-0.002;-0.002;0;0.005;0.029;0.017;0.007;0.034;0.012;0.022
69;-0.002;-0.002;0;0.005;-0.005;-0.002;0.002;0.005;0.027;0.017;0.012;0.037;0.012;0.02
70;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;0;0.005;0.024;0.015;0.005;0.032;0.007;0.022
71;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.029;0.017;0.01;0.037;0.01;0.02
72;-0.005;-0.002;-0.005;0.002;-0.002;-0.002;0;0.005;0.024;0.015;0.01;0.034;0.012;0.02
73;-0.005;0;-0.002;0.002;-0.002;-0.002;0;0.007;0.027;0.017;0.01;0.037;0.01;0.017
74;-0.005;-0.002;-0.002;0.005;-0.005;-0.005;0.002;0.005;0.029;0.017;0.01;0.034;0.007;0.02
75;-0.005;-0.002;-0.002;0.002;-0.005;-0.002;0;0.007;0.029;0.015;0.012;0.034;0.012;0.017
76;-0.007;-0.002;-0.005;0.007;0;-0.002;0;0.005;0.024;0.012;0.007;0.032;0.01;0.022
77;-0.005;-0.002;-0.005;0.002;-0.002;0;0;0.005;0.032;0.02;0.015;0.037;0.012;0.02
78;-0.005;-0.005;-0.005;0.002;-0.007;-0.002;0;0.005;0.029;0.017;0.01;0.037;0.007;0.02
79;-0.005;-0.005;-0.007;0.005;-0.005;0;0.002;0.007;0.027;0.015;0.007;0.034;0.01;0.02
80;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.007;0.027;0.017;0.01;0.034;0.01;0.022
81;-0.007;-0.002;-0.002;0.002;-0.002;-0.002;0.002;0.005;0.027;0.017;0.01;0.034;0.01;0.022
82;-0.005;0;-0.005;0.002;-0.002;-0.002;0;0.005;0.029;0.017;0.01;0.037;0.01;0.02
83;-0.005;0;0;0.002;-0.005;0;0;0.005;0.027;0.02;0.012;0.037;0.015;0.022
84;-0.005;-0.002;-0.005;0.002;-0.005;-0.005;0;0.005;0.029;0.017;0.01;0.037;0.007;0.02
85;-0.005;-0.005;-0.005;0.002;-0.002;-0.002;0;0.005;0.027;0.017;0.01;0.034;0.01;0.02
86;-0.007;-0.005;-0.002;0.002;-0.005;-0.002;-0.002;0.007;0.029;0.015;0.012;0.037;0.01;0.02
87;-0.007;-0.002;0;0.002;-0.005;-0.002;0.005;0.005;0.027;0.015;0.01;0.037;0.012;0.02
88;-0.007;-0.002;-0.005;0.002;-0.005;-0.005;0.002;0.007;0.027;0.017;0.01;0.034;0.01;0.017
89;-0.007;-0.002;-0.005;0.002;-0.002;-0.002;0;0.005;0.029;0.017;0.007;0.034;0.01;0.022
90;-0.005;-0.002;-0.005;0.002;0;0;0.002;0.007;0.029;0.017;0.01;0.034;0.007;0.02
91;-0.007;-0.002;-0.002;0;-0.002;-0.002;0.002;0.007;0.032;0.017;0.01;0.034;0.01;0.022
92;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.027;0.015;0.007;0.032;0.007;0.02
93;-0.007;-0.005;-0.007;0.002;-0.002;0;-0.002;0.005;0.024;0.015;0.007;0.034;0.01;0.017
94;-0.005;-0.005;-0.005;0.005;-0.002;-0.002;0;0.005;0.029;0.017;0.01;0.034;0.007;0.022
95;-0.005;-0.005;-0.002;0.002;-0.005;-0.002;0;0.005;0.029;0.017;0.01;0.037;0.01;0.02
96;-0.007;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.027;0.017;0.01;0.037;0.01;0.02
97;-0.007;-0.002;-0.007;0.002;-0.005;-0.002;0;0.005;0.027;0.015;0.007;0.034;0.007;0.02
98;-0.005;-0.002;-0.002;0.002;-0.002;-0.005;0;0.005;0.027;0.02;0.007;0.034;0.007;0.02
99;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.007;0.027;0.015;0.01;0.037;0.007;0.022
100;-0.005;-0.005;-0.005;0.005;-0.002;0;0;0.005;0.027;0.015;0.007;0.034;0.01;0.022
101;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.029;0.017;0.012;0.037;0.007;0.02
102;-0.005;-0.002;-0.002;0.002;-0.005;-0.002;0;0.005;0.022;0.012;0.007;0.032;0.007;0.022
103;-0.007;-0.005;-0.005;0.005;-0.002;-0.002;0;0.002;0.027;0.017;0.01;0.039;0.01;0.024
104;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;-0.002;0.005;0.027;0.017;0.01;0.037;0.007;0.024
105;-0.005;-0.002;-0.002;0.005;-0.002;-0.002;0;0.005;0.029;0.017;0.01;0.037;0.01;0.02
106;-0.005;-0.002;-0.002;0.007;-0.002;-0.002;0;0.005;0.024;0.015;0.012;0.034;0.01;0.022
107;-0.005;0;-0.002;0.002;-0.005;-0.002;-0.002;0.007;0.024;0.015;0.01;0.034;0.005;0.022
108;-0.005;-0.005;-0.005;0.005;-0.002;0;0.002;0.007;0.056;0.042;0.039;0.066;-0.037;-0.022
109;-0.002;0;-0.002;0.005;0;-0.002;0;0.007;-0.005;-0.012;-0.02;0.007;-0.005;0.01
110;-0.005;-0.002;0;0.007;-0.002;-0.002;0.002;0.005;0.029;0.02;0.012;0.037;0.017;0.029
111;-0.002;0;-0.005;0.005;-0.005;-0.002;0;0.005;0.027;0.02;0.012;0.034;0.005;0.02
112;-0.002;0;-0.002;0.005;-0.005;0;0.002;0.007;0.024;0.015;0.01;0.032;0.005;0.027
113;-0.005;0;0;0.002;-0.007;-0.002;0;0.005;0.027;0.017;0.01;0.037;0.017;0.022
114;-0.007;-0.002;-0.002;0.005;-0.002;0;0.002;0.005;0.022;0.015;0.007;0.034;0.007;0.02
115;-0.002;-0.002;-0.005;0.005;-0.002;0;0;0.005;0.027;0.017;0.01;0.039;0.01;0.02
116;-0.002;-0.002;0;0.002;-0.002;-0.002;0;0.005;0.024;0.015;0.01;0.037;0.005;0.022
117;-0.002;0;-0.002;0.007;-0.002;0;0;0.005;0.029;0.015;0.01;0.034;0.012;0.022
118;-0.005;-0.005;-0.005;0.005;-0.005;-0.002;0;0.005;0.024;0.017;0.01;0.034;0.007;0.022
119;-0.002;0;-0.002;0.005;-0.005;0;0;0.005;0.024;0.015;0.01;0.032;0.005;0.02
120;-0.002;0;-0.002;0.005;-0.002;0;0;0.005;0.029;0.017;0.01;0.037;0.007;0.02
121;-0.005;-0.002;-0.002;0.005;-0.002;0;0;0.005;0.027;0.017;0.012;0.034;0.007;0.02
122;-0.002;-0.002;0;0.002;-0.007;-0.005;0;0.005;0.024;0.015;0.007;0.034;0.007;0.02
123;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.005;0.029;0.017;0.012;0.037;0.007;0.02
124;-0.005;-0.002;-0.005;0.005;-0.007;-0.005;0;0.007;0.029;0.017;0.012;0.037;0.007;0.022
125;-0.002;-0.002;0;0.005;-0.005;0;0;0.007;0.027;0.017;0.01;0.037;0.007;0.022
126;-0.005;0;0;0.005;-0.002;-0.002;0.002;0.005;0.027;0.015;0.01;0.034;0.007;0.02
127;-0.005;0;-0.002;0.005;-0.005;-0.002;0;0.007;0.027;0.02;0.01;0.034;0.007;0.02
128;-0.005;-0.002;-0.005;0.005;-0.002;-0.002;-0.002;0.007;0.027;0.017;0.01;0.037;0.01;0.02
129;-0.005;0;-0.002;0.005;-0.002;-0.002;0.002;0.007;0.027;0.017;0.01;0.032;0.007;0.017
130;-0.005;-0.002;-0.002;0.005;-0.007;-0.002;0;0.005;0.029;0.02;0.01;0.034;0.007;0.02
131;-0.005;-0.002;-0.002;0.002;-0.005;-0.002;0;0.005;0.027;0.017;0.01;0.034;0.007;0.022
132;-0.005;0;-0.002;0.005;-0.005;-0.002;0;0.005;0.027;0.017;0.01;0.034;0.007;0.02
133;-0.005;-0.002;-0.005;0.007;-0.002;-0.002;-0.002;0.007;0.027;0.017;0.01;0.037;0.007;0.017
134;-0.005;-0.002;-0.002;0.002;-0.005;-0.002;0;0.005;0.027;0.017;0.01;0.034;0.007;0.02
135;-0.002;-0.002;-0.005;0.005;-0.005;-0.002;0;0.007;0.029;0.015;0.007;0.032;0.01;0.02
136;-0.007;-0.002;-0.002;0.002;-0.005;-0.002;0;0.005;0.029;0.017;0.01;0.034;0.007;0.02
137;-0.005;-0.002;-0.005;0.005;-0.002;0;0.002;0.007;0.027;0.017;0.007;0.034;0.007;0.02
138;-0.005;-0.002;-0.002;0.005;-0.005;-0.002;0;0.005;0.027;0.015;0.012;0.034;0.007;0.017
139;-0.005;-0.002;-0.002;0.005;-0.002;0;0;0.005;0.029;0.02;0.015;0.039;0.007;0.02
140;-0.005;-0.005;-0.007;0.007;-0.005;-0.002;0;0.007;0.027;0.015;0.01;0.037;0.007;0.022
141;-0.005;0;-0.005;0.005;-0.005;-0.002;0;0.005;0.024;0.017;0.007;0.037;0.007;0.02
142;-0.007;-0.002;-0.007;0.002;-0.002;0;0.002;0.005;0.027;0.017;0.012;0.034;0.007;0.02
143;-0.002;-0.005;-0.002;0.005;-0.005;-0.005;0;0.005;0.027;0.017;0.012;0.037;0.007;0.024
144;-0.007;-0.005;-0.002;0.002;-0.002;-0.002;0;0.005;0.024;0.017;0.007;0.039;0.005;0.022
145;-0.005;-0.002;-0.002;0.002;-0.002;-0.002;0;0.005;0.024;0.015;0.01;0.037;0.007;0.02
146;-0.005;-0.002;-0.002;0.005;-0.002;0;0;0.007;0.024;0.015;0.01;0.037;0.007;0.024
147;-0.005;-0.005;-0.005;0.002;-0.007;-0.002;0.002;0.005;0.027;0.017;0.007;0.037;0.012;0.022
148;-0.005;-0.002;-0.007;0.002;-0.005;0;0;0.005;0.027;0.015;0.01;0.037;0.005;0.02
149;-0.005;-0.002;-0.005;0.002;-0.002;-0.005;0;0.005;0.027;0.017;0.01;0.034;0.007;0.02
150;-0.005;-0.002;-0.005;0.005;-0.005;-0.002;0;0.007;0.027;0.017;0.012;0.037;0.007;0.022
151;-0.005;-0.005;-0.002;0.005;-0.002;-0.002;0;0.007;0.027;0.017;0.012;0.039;0.01;0.022
152;-0.005;-0.002;-0.005;0.002;-0.005;-0.002;0;0.005;0.027;0.017;0.01;0.037;0.012;0.027
153;-0.002;-0.002;-0.005;0.002;-0.002;-0.002;0;0.007;0.027;0.012;0.01;0.034;0.005;0.02
154;-0.005;0;-0.005;0.002;-0.005;-0.002;0;0.005;0.024;0.017;0.01;0.037;0.01;0.02
155;-0.007;-0.002;-0.005;0.005;-0.002;-0.002;0;0.007;0.027;0.015;0.01;0.037;0.007;0.02
156;-0.005;-0.005;-0.005;0.002;-0.005;-0.002;0;0.005;0.027;0.017;0.01;0.037;0.007;0.02
157;-0.007;-0.005;-0.002;0.002;-0.002;-0.002;0;0.005;0.027;0.017;0.01;0.037;0.007;0.024
158;-0.005;-0.002;-0.002;0.005;-0.005;0;0;0.005;0.029;0.02;0.012;0.039;0.01;0.02
159;-0.005;-0.002;-0.005;0.005;-0.002;0;0;0.005;0.029;0.017;0.01;0.037;0.01;0.022
