time [us];ch 1;ch 2;ch 3;ch 4;ch 5;ch 6;ch 7;ch 8;ch 9;ch 10
40.5;0;0;0;0.005;-0.002;0.061;0.039;0.061;0;0.012
41;-0.005;-0.002;-0.002;0.007;-0.002;0.076;0.037;0.056;0.032;0.012
41.5;-0.002;-0.002;-0.002;0.002;-0.005;0.032;0.032;0.054;0.068;0.063
42;-0.005;-0.002;-0.005;0.005;-0.002;0.049;0.024;0.044;0.02;0.034
42.5;0;0;0.005;0.007;0;0.059;0.02;0.029;0.01;0.005
43;-0.002;-0.002;-0.002;0.005;0;0.066;0.034;0.051;0.046;0.059
43.5;-0.002;-0.005;0;0.002;-0.005;-0.032;-0.037;-0.017;0.032;-0.002
44;0.002;0;-0.007;0.002;-0.005;0.02;-0.007;0.007;-0.032;-0.022
44.5;0;0;0.002;0.005;0;0.044;0.022;0.037;0.01;0.029
45;0;0;0.005;0.007;-0.005;0.032;0.02;0.034;0.046;0.02
45.5;-0.002;-0.002;-0.005;0.002;-0.002;0.039;0.012;0.034;0.029;-0.007
46;-0.002;-0.002;-0.005;0.002;-0.002;0.015;-0.024;0;0;-0.029
46.5;-0.002;-0.002;-0.005;0.005;-0.002;0.029;0.005;0.032;-0.051;-0.027
47;-0.002;-0.002;-0.002;0.002;-0.005;0.034;0.029;0.039;-0.022;0.029
47.5;-0.005;-0.002;-0.002;0.005;-0.002;0.042;0.02;0.029;0.015;0.015
48;0;-0.002;-0.002;0.007;-0.005;0.037;0.037;0.044;0.044;0.007
48.5;-0.005;-0.002;-0.002;0.002;0;0.056;0.032;0.061;-0.007;0.015
49;-0.005;-0.002;-0.005;0.005;-0.005;0.046;0.024;0.049;0.056;0.056
49.5;-0.002;-0.005;-0.007;0.002;0;0.024;0.015;0.044;0.042;0.059
50;-0.002;-0.002;-0.005;0.002;-0.005;0.042;0.027;0.054;0.017;0.044
50.5;-0.005;-0.002;0;0.005;-0.002;0.061;0.027;0.042;0.027;0.032
51;-0.002;0;-0.005;0.002;-0.002;0.037;0.027;0.051;0.022;0.029
51.5;-0.002;0;-0.005;0.005;-0.005;0.056;0.042;0.068;0.017;0.029
52;-0.005;-0.002;-0.005;0.002;-0.002;0.017;-0.005;0.012;0.015;-0.012
52.5;-0.005;-0.002;-0.007;0.005;-0.005;0.01;-0.007;0.02;0.002;-0.042
53;-0.005;-0.002;0.002;0.005;-0.002;-0.002;-0.02;0.012;-0.02;0.012
53.5;-0.002;0;0;0.005;0;0.022;-0.005;0.015;0.007;-0.01
54;0;0;-0.002;0.002;0;0.066;0.046;0.073;-0.029;-0.01
54.5;-0.005;0;0;0.005;0;0.032;0.024;0.054;0;-0.061
55;0;-0.002;-0.007;0;-0.002;0.02;-0.015;0.017;-0.017;-0.039
55.5;0;-0.005;-0.005;0.002;-0.005;0.049;0.049;0.063;-0.022;-0.02
56;-0.005;-0.002;-0.007;0.005;-0.002;0.012;-0.015;0;0.007;0.005
56.5;-0.002;0;-0.005;0.005;-0.002;-0.002;0;0.017;0.02;-0.007
57;0;-0.002;-0.005;0.002;-0.002;0.017;-0.012;0.007;-0.024;-0.024
57.5;-0.002;-0.005;-0.005;0.002;-0.002;0.063;0.034;0.054;-0.012;0.005
58;-0.005;-0.002;-0.002;0.002;-0.002;0.032;0.005;0.02;-0.046;-0.015
58.5;-0.002;-0.002;0;0.005;-0.002;0.049;0.039;0.061;-0.017;-0.012
59;-0.002;-0.002;-0.01;0.002;-0.007;0.046;0.027;0.046;0.027;0.015
59.5;0;-0.005;-0.007;0.002;-0.002;0.044;0.029;0.051;0.012;-0.01
60;-0.005;-0.002;-0.01;0.002;-0.002;0.034;0.007;0.037;0.039;0.015
60.5;-0.002;-0.002;-0.005;0.002;0;0.039;0.005;0.024;0.046;0.024
61;-0.005;-0.005;-0.005;0.002;-0.002;0.042;0.02;0.037;0.049;0.034
61.5;0;-0.002;0;0.007;-0.002;0.066;0.034;0.061;-0.012;-0.005
62;-0.005;-0.005;-0.01;0;-0.002;0.039;0.02;0.044;0.01;0.002
62.5;-0.005;-0.005;-0.005;0.005;-0.002;0.061;0.02;0.039;0.044;-0.007
63;-0.005;-0.005;-0.002;0.002;-0.002;0.007;-0.024;0.002;0;0.007
63.5;-0.002;-0.005;-0.005;0.002;0;0.059;0.034;0.059;0;0.007
64;-0.002;-0.002;-0.005;0.005;0;0.051;0.01;0.044;-0.022;0.005
64.5;-0.002;-0.002;-0.002;0.002;-0.002;0.002;0.007;0.034;0.007;-0.034
65;-0.002;-0.002;-0.007;0;-0.005;0.022;0.017;0.029;0.027;0.051
65.5;-0.002;-0.005;0;0.005;-0.002;0.061;0.027;0.042;-0.01;0.037
66;-0.005;-0.002;0.002;0.005;-0.002;0.044;0.01;0.027;0.012;0.017
66.5;-0.007;-0.005;-0.002;0.005;-0.002;0.029;0.015;0.034;0.042;0.02
67;-0.005;-0.005;-0.005;0.002;-0.005;0.054;0.024;0.049;0.054;0.049
67.5;-0.005;-0.002;0;0.002;-0.002;0.029;0;0.042;0.037;0.068
68;-0.005;-0.005;-0.007;0.002;-0.002;0.044;0.017;0.046;0.005;0.037
68.5;-0.005;0;-0.005;0.002;-0.002;0.02;-0.002;0.029;0.029;0.017
69;-0.005;-0.002;-0.005;0.002;-0.005;0.002;-0.005;0.017;0.037;0.051
69.5;-0.005;-0.002;-0.002;0.002;-0.005;0.046;0.01;0.032;0.039;0.034
70;-0.007;-0.002;0;0;-0.007;0.039;0.022;0.037;0.015;0.024
70.5;-0.002;-0.002;-0.005;0.005;-0.002;0.017;0.002;0.017;0.044;0.032
71;-0.002;-0.002;-0.01;0.002;-0.005;0.046;0.024;0.039;0.034;0.037
71.5;-0.005;-0.002;-0.002;0.002;-0.002;0.046;0.022;0.037;0.02;0.039
72;0;-0.005;-0.002;0;-0.002;0.017;0.01;0.02;0.054;0.027
72.5;-0.007;-0.002;-0.007;-0.002;-0.002;0.059;0.042;0.061;-0.002;0
73;-0.01;-0.005;-0.005;0.002;-0.002;0.024;0.02;0.037;0.007;-0.024
73.5;-0.005;-0.007;-0.005;0.005;-0.002;0.032;0.007;0.029;-0.002;0.007
74;-0.005;-0.005;-0.005;0.005;0;0.037;0.024;0.051;-0.005;-0.002
74.5;-0.005;-0.005;0;0;-0.002;0.029;0;0.024;0.032;0.022
75;-0.002;-0.005;-0.005;0.005;-0.005;0.022;-0.007;0.01;0.022;-0.037
75.5;-0.002;-0.002;-0.007;0;-0.005;0.01;0;0.032;0.024;-0.002
76;-0.005;-0.005;-0.002;0.002;-0.002;0.039;0.02;0.042;0.012;0.002
76.5;-0.005;-0.002;0;0.005;-0.002;0.029;0.022;0.042;-0.027;-0.046
77;-0.007;-0.007;-0.01;0;-0.005;0.022;0.015;0.034;0.005;-0.022
77.5;-0.007;-0.005;-0.005;0.002;-0.005;0.015;-0.012;0.007;0.056;-0.005
78;-0.002;-0.005;-0.005;0.002;-0.005;0.049;0.032;0.054;0.024;0.022
78.5;-0.002;-0.002;-0.002;0.002;-0.002;0.051;0.012;0.042;0.012;0.029
79;-0.007;-0.002;-0.002;0.002;-0.002;0.027;0.007;0.039;0.005;0.02
79.5;0;-0.005;-0.005;0.002;-0.002;0.034;0.005;0.037;0.012;0.037
80;0;0;-0.002;0.002;-0.002;0.049;0.029;0.044;-0.012;0.012
80.5;-0.002;-0.002;-0.005;0.002;-0.005;0.066;0.049;0.068;0.046;0.042
81;-0.007;0;-0.002;0.005;-0.005;0.037;0.017;0.039;0.049;0.056
81.5;-0.002;-0.002;-0.005;0.002;-0.007;0.029;0.015;0.034;0.032;0.029
82;-0.005;-0.002;0;0.005;-0.005;0.029;0;0.02;0.027;0.044
82.5;-0.002;-0.002;-0.002;0.005;-0.005;0.02;0.017;0.037;0.022;0.005
83;-0.002;-0.002;-0.002;0.005;-0.005;0.015;-0.01;0.02;0.039;0.012
83.5;-0.007;-0.007;-0.007;0;-0.005;0.042;0.022;0.046;-0.007;0.015
84;-0.002;0;-0.002;0.005;-0.002;0.02;-0.002;0.032;0;-0.01
84.5;-0.002;-0.002;-0.002;0.005;-0.002;0.034;0.002;0.039;0.032;0.005
85;-0.005;-0.005;-0.002;0.002;0;0.015;-0.002;0.022;0.027;0.015
85.5;-0.007;-0.002;0.002;0.005;0.002;0.034;0.007;0.042;0;-0.015
86;0;-0.002;-0.005;0;-0.002;0.017;-0.02;0.01;0.01;-0.027
86.5;-0.002;-0.002;-0.005;0.005;-0.002;0.02;0;0.017;0.002;-0.005
87;-0.002;-0.002;0;0.002;0;-0.017;-0.042;-0.015;0;-0.049
87.5;-0.005;0;0.002;0.007;-0.005;-0.002;-0.022;0.007;0.032;0.037
88;-0.002;-0.005;-0.005;0.002;0;0.046;0.017;0.042;-0.024;0.029
88.5;-0.005;-0.002;0.005;0.007;-0.002;0.044;0.01;0.029;0.01;0.015
89;-0.005;0;0;0.005;-0.002;0.007;-0.012;0.017;0.039;0.022
89.5;0;-0.002;-0.005;0;-0.005;0.034;0.022;0.046;0.034;0.037
90;0;-0.002;-0.002;0.007;-0.002;0.049;0.039;0.049;0.029;0.059
90.5;-0.007;-0.002;-0.005;0.005;-0.005;0.042;0.022;0.034;0.022;0.034
91;0;0;-0.01;0.002;-0.002;0.022;-0.002;0.015;0.007;-0.024
91.5;-0.002;-0.002;-0.005;0.005;-0.005;0.037;0.012;0.029;-0.024;-0.005
92;-0.005;0;0;0.005;-0.002;0.032;0.005;0.02;-0.017;0.017
92.5;-0.002;0;-0.002;0.007;-0.002;0.039;0.015;0.032;-0.017;-0.027
93;0;0;0;0.005;-0.005;0.032;0.01;0.022;0.01;-0.012
93.5;0;0;-0.007;0.002;-0.005;0.024;0.01;0.034;-0.027;-0.01
94;-0.002;0;-0.002;0.007;-0.002;0.056;0.034;0.056;0.01;0.054
94.5;-0.002;-0.005;-0.007;0.005;0;-0.002;-0.007;0.007;0.022;-0.007
95;-0.002;0;0;0.005;-0.002;-0.007;-0.027;-0.005;0.017;0.02
95.5;-0.005;0;-0.002;0.005;0;-0.01;-0.032;-0.002;-0.02;-0.012
96;-0.005;-0.005;-0.002;0.005;-0.005;0.034;0.007;0.029;0.034;0.017
96.5;-0.005;-0.002;0.002;0.007;-0.002;0.039;0.017;0.039;0.024;0.037
97;0;0;-0.007;0.005;-0.005;0.049;0.039;0.063;0.005;-0.005
97.5;0.002;-0.005;-0.01;0.005;0;0.027;0.017;0.032;0.032;0.029
98;-0.002;-0.002;0.002;0.005;-0.002;0.005;-0.022;0.015;-0.015;0.02
98.5;-0.002;-0.002;-0.007;0.002;-0.002;-0.007;-0.015;0.002;0.007;-0.024
99;-0.002;-0.005;-0.002;0.005;-0.005;-0.005;-0.029;-0.005;-0.007;-0.046
99.5;0;0;-0.002;0.007;-0.002;0.024;-0.007;0.032;0.01;0.017
100;-0.002;-0.002;-0.002;0.005;-0.002;0.02;0.005;0.034;0.034;0.012
100.5;0;0;-0.002;0.007;-0.002;0.02;0.012;0.046;-0.024;-0.039
101;-0.002;-0.005;-0.005;0.002;0;0.015;-0.002;0.02;-0.007;-0.015
101.5;0.002;0;-0.007;0.002;-0.005;0.024;0.007;0.034;0.059;0.046
102;-0.002;0;-0.005;0.002;-0.002;0.044;0.042;0.063;0.02;0.061
102.5;-0.002;-0.002;-0.002;0.005;-0.002;0.027;0.012;0.042;0.037;0.029
103;-0.002;-0.005;-0.002;0.007;-0.002;0.037;0.002;0.032;0.012;0.042
103.5;0.002;-0.002;0;0.005;-0.002;0.068;0.054;0.078;-0.027;0.005
104;-0.005;-0.002;0;0.005;-0.002;0.032;0.015;0.044;0.029;0.029
104.5;-0.002;-0.002;0.002;0.007;-0.002;0.042;0.034;0.051;0.029;0.034
105;0;0;0;0.005;-0.002;0.073;0.034;0.046;0.046;0.049
105.5;-0.005;-0.002;-0.005;0.005;-0.002;0.024;0.012;0.022;0.059;0.056
106;-0.002;-0.002;0.005;0.007;-0.005;0.024;-0.015;0.002;0;0.002
106.5;-0.002;0;0;0.007;0;0.007;0.007;0.017;0.032;-0.005
107;-0.002;-0.002;-0.002;0.005;-0.005;0.024;0.01;0.029;0.012;0.002
107.5;0;0;-0.005;0.005;-0.005;0.044;0.022;0.037;-0.01;-0.005
108;0.005;-0.002;-0.007;0.002;-0.005;0.046;0.034;0.042;0.027;0.039
108.5;-0.005;0;-0.005;0.005;-0.005;0.037;0.02;0.037;0.027;-0.012
109;-0.005;-0.002;0;0.005;-0.002;0.039;0.022;0.037;0.034;0.039
109.5;-0.005;-0.002;-0.002;0.005;-0.002;0.071;0.029;0.049;0.068;0.044
110;-0.005;-0.005;-0.002;0.002;-0.002;0.037;0.01;0.037;0.02;0.046
110.5;-0.002;0;0.002;0.005;-0.002;0.09;0.039;0.059;0.012;0.051
111;-0.005;-0.005;0;0.002;-0.007;0.017;0.005;0.027;0.007;0.017
111.5;-0.002;-0.005;-0.002;0.005;-0.002;0.027;0.012;0.032;-0.024;-0.024
112;-0.005;-0.005;-0.005;0.005;-0.002;0.042;0.015;0.034;-0.002;0.005
112.5;-0.002;-0.002;-0.002;0.002;-0.002;0.005;-0.02;-0.01;0.032;0.01
113;0;-0.002;-0.005;0.005;-0.002;0.007;-0.007;-0.002;0.022;0.027
113.5;-0.002;-0.005;-0.002;0.005;-0.002;0;-0.017;0.002;0.017;0.015
114;-0.002;-0.002;0;0.005;-0.002;0.032;0.002;0.017;0.024;0.037
114.5;-0.005;-0.005;-0.005;0.002;-0.002;0.037;0.017;0.027;0.029;0.024
115;-0.002;-0.005;-0.007;0.002;-0.005;0.024;0;0.02;0.049;0
115.5;0;0;-0.002;0.005;-0.002;0.024;0.002;0.022;0.027;0.022
116;0.002;0;-0.007;0.005;0.002;0.044;0.034;0.046;0.039;0.059
116.5;-0.002;-0.005;-0.002;0;-0.002;0.037;0.029;0.051;0.015;0.015
117;-0.005;-0.002;-0.005;0.002;-0.002;0.01;0.002;0.034;0.022;0
117.5;-0.002;-0.005;-0.005;0;-0.002;0.039;0.017;0.042;0.027;0.029
118;-0.005;-0.002;-0.002;0.005;-0.005;0.051;0.049;0.059;0.012;0.032
118.5;-0.005;-0.005;-0.002;0;-0.002;0.042;0.012;0.037;0.02;0.012
119;-0.005;-0.002;-0.002;0.005;-0.002;0.032;0.005;0.027;0.063;0.032
119.5;-0.002;-0.002;-0.007;0.002;-0.002;0.024;-0.005;0.024;-0.02;-0.042
120;-0.005;-0.005;-0.01;0.005;-0.002;0.046;0.02;0.044;-0.002;0.024
120.5;-0.005;-0.002;-0.002;0.002;-0.002;0.02;-0.012;0.015;0.027;0.007
121;-0.005;-0.005;-0.005;0.002;-0.002;0.005;-0.01;0.017;0.022;0.02
121.5;-0.007;-0.007;-0.005;0;-0.002;0.049;0.034;0.063;-0.002;0.005
122;-0.007;-0.005;-0.002;0.002;-0.002;0.032;0.015;0.039;0.042;0.039
122.5;-0.005;-0.002;-0.005;0.002;-0.002;0.037;0.01;0.029;0.054;0.044
123;-0.002;-0.002;-0.005;0.002;-0.005;0.005;0.005;0.017;0.071;0.039
123.5;-0.005;-0.005;-0.005;0;-0.005;0.022;-0.002;0.02;-0.029;-0.046
124;0;-0.005;-0.002;0.002;-0.005;0.029;0.032;0.054;0.017;0.039
124.5;-0.005;-0.005;0;0.002;-0.005;0.037;0.015;0.037;0.037;0.032
125;-0.005;-0.005;0;0.002;-0.002;0.01;-0.005;0.022;0.02;-0.01
125.5;-0.007;-0.005;-0.005;0;-0.002;0.068;0.02;0.059;0.039;0.02
126;-0.005;-0.005;-0.005;0.002;-0.002;0.024;0.022;0.051;0.066;0.078
126.5;-0.005;-0.002;-0.002;0.002;-0.002;0.037;0.012;0.044;0.015;0.049
127;-0.005;-0.005;-0.007;0;-0.002;0.017;0.022;0.042;0.034;0.049
127.5;-0.007;-0.002;-0.005;0.005;-0.005;0.027;0.01;0.024;0.049;0.059
128;-0.002;0;-0.005;0.005;-0.005;0.012;-0.01;0.002;0.024;-0.02
128.5;-0.005;-0.005;-0.007;0;-0.005;0.02;0.01;0.037;0.049;0.049
129;-0.007;-0.005;-0.005;0.002;-0.002;0.007;0.002;0.034;0.012;0.029
129.5;-0.002;0;0;0.002;0;0.002;-0.005;0.015;0.034;0.049
130;-0.002;-0.005;-0.002;0.002;-0.005;0.037;0.022;0.039;0.034;0.015
130.5;-0.005;-0.005;-0.005;0.002;-0.002;0.042;0.032;0.042;0.034;0.054
131;-0.005;-0.002;-0.002;0.002;-0.002;0.007;-0.012;-0.002;0.015;0.039
131.5;-0.002;-0.002;-0.007;0.005;-0.005;0.039;0.02;0.034;0.005;-0.02
132;-0.002;-0.005;-0.007;0;-0.002;0.068;0.037;0.056;0.024;0.046
132.5;-0.01;-0.002;-0.002;0.005;-0.005;0.024;0.017;0.044;-0.007;-0.054
133;-0.002;-0.005;-0.005;-0.002;-0.002;0.042;0.015;0.032;0.022;0.005
133.5;-0.002;-0.002;-0.002;0.005;-0.002;0.02;0;0.027;0.002;0.029
134;0;-0.005;-0.002;0.002;-0.005;0.059;0.054;0.078;-0.007;0.012
134.5;-0.01;-0.005;-0.01;0.002;-0.005;0.056;0.037;0.059;0.039;0.015
135;-0.002;-0.005;-0.002;0.002;-0.002;0.037;0.015;0.029;0.017;0.007
135.5;-0.002;-0.002;-0.002;0.005;-0.002;0.046;0.015;0.034;0.012;-0.022
136;-0.007;-0.005;-0.002;0.002;-0.002;0.029;0.007;0.024;0.015;-0.005
136.5;-0.002;-0.002;-0.007;0.002;-0.005;0.037;0.015;0.039;-0.01;0.037
137;-0.002;-0.005;-0.002;0.005;-0.002;0.029;0.02;0.032;0.02;0.039
137.5;-0.005;-0.005;-0.007;0;-0.002;-0.002;-0.01;0.007;0.022;0.015
138;-0.002;-0.005;-0.005;0.002;-0.005;0.007;-0.022;-0.01;0.022;0
138.5;-0.005;-0.007;-0.005;0.005;-0.002;0.029;0.002;0.015;0.034;0.034
139;-0.005;0;0;0.002;0;0.01;0.007;0.02;0.049;0.037
139.5;-0.002;-0.002;0;0.005;-0.005;0.046;0.017;0.037;-0.005;0.029
140;-0.002;-0.005;-0.007;0;-0.002;0.039;0.029;0.046;0.037;0.056
140.5;-0.002;-0.002;-0.002;0.002;-0.002;0.012;0.002;0.015;0.01;0.056
141;-0.005;0;-0.002;0.007;-0.002;0.027;0.01;0.034;0.029;0.029
141.5;-0.007;-0.002;-0.007;0.002;-0.002;0.032;0.012;0.037;0.051;0.046
142;-0.002;-0.002;-0.005;0.005;-0.002;0.037;0.012;0.039;0.051;0.039
142.5;-0.005;-0.005;-0.002;0.002;-0.002;0.029;0.017;0.032;0.024;0.056
143;-0.002;-0.002;-0.007;0.002;-0.002;0.037;0.01;0.029;0.044;0.01
143.5;-0.005;-0.005;-0.002;0;-0.002;-0.002;-0.01;0.015;0.027;-0.01
144;0;0;-0.005;0.005;-0.002;0.039;0.032;0.056;0.039;0.063
144.5;-0.005;-0.005;0;0.002;-0.002;0.017;0.017;0.032;-0.005;-0.024
145;-0.005;-0.002;0.002;0.007;-0.002;0.046;0.024;0.046;0.032;0.015
145.5;0;-0.002;-0.005;0;-0.002;0.046;0.037;0.046;0.027;0.039
146;-0.002;-0.005;0;0.005;-0.005;0.012;-0.005;0.012;0.005;-0.02
146.5;-0.007;-0.007;-0.01;0.005;-0.002;0.02;-0.002;0.022;0.015;0.005
147;-0.005;0;-0.002;0.002;-0.002;0.032;0.017;0.029;-0.029;-0.037
147.5;-0.002;-0.002;-0.007;0.005;0;0.029;0.01;0.032;0.029;0.024
148;-0.005;-0.002;-0.002;0.007;-0.002;0.027;0.012;0.02;0.034;0.01
148.5;-0.002;0;-0.002;0.005;-0.005;0.02;0.015;0.044;-0.017;-0.022
149;-0.005;-0.005;-0.007;0;-0.002;-0.02;-0.027;0.005;0.051;0.002
149.5;-0.002;-0.002;-0.002;0.005;-0.002;0.017;-0.01;0.007;0.029;0
150;-0.005;-0.002;0.002;0.005;-0.005;0.042;0.032;0.046;0.039;0.059
150.5;-0.002;0;-0.002;0.007;0;0.042;0.02;0.042;0.056;0.063
151;0;0;-0.007;0.005;0;-0.01;-0.024;0.01;0.015;0.042
151.5;-0.002;-0.002;-0.005;0.005;-0.002;0.02;-0.005;0.027;-0.017;-0.015
152;-0.002;-0.005;-0.007;0.002;-0.005;0.039;0.005;0.042;0.012;0.034
152.5;-0.002;0;-0.002;0.007;-0.002;0;-0.015;0.015;0.01;0.037
