time [us];ch 1;ch 2;ch 3;ch 4;ch 5;ch 6;ch 7;ch 8;ch 9;ch 10
21;-0.002;-0.002;-0.005;0.005;-0.005;0.037;0.027;0.046;0.01;-0.022
21.5;-0.002;0;-0.002;0.005;-0.002;0.032;0.002;0.027;0.012;-0.015
22;-0.005;-0.002;0.002;0.005;0;0.049;0.02;0.029;-0.015;-0.029
22.5;-0.002;0;-0.002;0.005;-0.002;0.051;0.02;0.051;0.007;-0.007
23;-0.005;-0.002;0;0.005;-0.002;0.044;0.01;0.037;0.029;0.059
23.5;-0.005;-0.002;-0.002;0.007;-0.002;0.032;0.007;0.037;0.029;0.068
24;-0.002;0;-0.005;0.005;-0.005;0.042;0.024;0.049;0.051;0.061
24.5;-0.002;0;-0.005;0.005;-0.005;0.022;-0.002;0.02;0.073;0.049
25;-0.005;-0.005;-0.01;0.007;-0.002;0.024;-0.005;0.015;0;-0.01
25.5;-0.002;-0.002;-0.002;0.002;-0.002;0.032;0.007;0.024;-0.049;-0.022
26;0;0.002;0;0.005;-0.005;0.015;-0.002;0.012;-0.029;-0.056
26.5;-0.005;0;0;0.005;-0.002;0.042;0.015;0.037;-0.039;-0.034
27;-0.002;-0.002;-0.007;0.005;0;0.037;0.01;0.027;-0.056;-0.032
27.5;-0.005;-0.002;-0.002;0.005;0;0.056;0.024;0.051;0.039;-0.032
28;-0.002;0.002;-0.002;0.005;-0.002;0.056;0.027;0.051;0.061;0.027
28.5;-0.005;0;-0.002;0.002;-0.002;0.027;0.007;0.032;0.01;0
29;0;-0.002;-0.002;0.005;-0.005;0.037;0.022;0.027;0.063;0.042
29.5;-0.005;-0.005;-0.002;0.002;-0.002;0.042;0.022;0.051;0.034;0.027
30;-0.005;-0.002;-0.005;0.005;-0.002;0.032;0.012;0.037;-0.017;0.005
30.5;-0.005;-0.002;0.002;0.005;-0.002;0.02;0;0.017;0.017;0.056
31;-0.002;0.002;0;0.005;0.002;0.044;0.039;0.063;0;0.01
31.5;-0.005;-0.005;-0.01;0.005;-0.002;0.039;0.022;0.032;-0.02;-0.022
32;-0.002;-0.002;0;0.005;-0.005;0.024;0.007;0.027;0.002;-0.029
32.5;0;-0.002;0;0.007;-0.002;0.02;0.002;0.034;-0.017;-0.022
33;-0.007;-0.002;-0.002;0.002;0;0.051;0.032;0.051;0;-0.029
33.5;-0.002;-0.002;-0.002;0.002;-0.002;0.015;-0.012;0.01;0.015;-0.039
34;0;-0.002;-0.005;0.002;-0.005;0.037;0.015;0.037;0.02;-0.005
34.5;-0.005;-0.002;-0.007;0.005;-0.005;0.005;-0.017;0.017;0.022;0.056
35;-0.005;-0.002;0.005;0.007;0;0.015;-0.012;0.02;0.046;0.042
35.5;-0.005;-0.005;-0.002;0.002;-0.002;0.042;0.027;0.054;0.02;0.059
36;-0.002;-0.002;0;0.005;-0.002;0.024;0.01;0.042;-0.022;-0.027
36.5;-0.002;0;-0.002;0.005;-0.005;0.034;0.01;0.029;-0.002;-0.007
37;-0.007;-0.005;-0.002;0.005;-0.002;0.024;-0.005;0.02;0.012;0.012
37.5;-0.005;-0.002;0;0.005;-0.002;0.01;-0.017;0.007;-0.007;0.029
38;-0.005;-0.002;-0.007;0.005;-0.002;0.029;0.015;0.034;0.039;0.073
38.5;-0.005;-0.002;0;0.005;-0.002;0.073;0.046;0.061;-0.005;0.027
39;-0.005;0;-0.002;0.002;-0.002;0.046;0.042;0.049;-0.005;0.017
39.5;-0.01;-0.005;-0.005;0.005;-0.002;0.061;0.034;0.051;0.007;0.005
40;-0.002;-0.002;0;0.005;0;0.024;0.02;0.044;0.027;0.005
40.5;-0.005;-0.002;-0.007;0.002;-0.002;0.037;0.005;0.032;0.002;-0.02
41;-0.005;-0.002;-0.005;0.002;-0.002;0.027;0.017;0.032;0.049;0.066
41.5;-0.002;-0.002;-0.005;0.005;-0.002;0.039;0.015;0.046;0.042;0.078
42;-0.002;0;0;0.002;-0.002;0.024;0.015;0.037;0.044;0.002
42.5;-0.005;-0.005;0;0.005;-0.005;0.032;0.012;0.051;-0.01;-0.027
43;-0.005;-0.002;0;0.002;-0.002;0.034;0.02;0.044;0.005;0.024
43.5;-0.002;0;-0.005;0.005;-0.005;0.024;-0.002;0.024;0.051;0.049
44;-0.005;0;-0.002;0.002;-0.002;0.037;0.015;0.037;0.015;0.024
44.5;-0.002;-0.002;-0.002;0.002;-0.005;0.024;0.002;0.027;0;-0.012
45;-0.005;-0.002;-0.002;0.002;-0.005;0.046;0.029;0.049;0.042;0.046
45.5;-0.007;-0.005;-0.005;0.002;0;0.051;0.024;0.056;0.005;0.024
46;-0.005;-0.002;-0.005;0.002;-0.002;0.034;0.024;0.039;0.027;0.032
46.5;-0.005;-0.005;-0.002;0.002;-0.002;0.046;0.022;0.044;-0.007;0
47;-0.007;0;-0.002;0.002;-0.002;0.046;0.012;0.034;-0.005;-0.012
47.5;-0.005;-0.002;-0.005;0.002;-0.002;0.032;0.01;0.029;-0.024;-0.02
48;0;-0.002;-0.01;0.002;-0.005;0.01;-0.024;0.005;0.027;0.002
48.5;-0.007;-0.005;0;0.002;-0.002;0.039;0.015;0.042;0.029;-0.002
49;-0.005;0;-0.002;0.002;-0.002;0.034;-0.002;0.039;0.012;-0.024
49.5;-0.005;-0.005;0;0.007;-0.002;0.01;0.01;0.02;-0.015;0.017
50;-0.002;-0.002;0.002;0.002;-0.002;0.02;0.002;0.022;0.056;0.056
50.5;-0.005;-0.005;0;0.002;-0.002;0.012;-0.012;0.017;0.032;0.024
51;-0.007;-0.002;-0.005;0.002;-0.002;0.032;0.017;0.032;0.002;0.005
51.5;-0.005;-0.005;-0.005;0.005;0;0.049;0.02;0.042;0.005;0.02
52;-0.007;-0.005;-0.007;0.002;-0.002;0.037;0.015;0.042;0.037;0.007
52.5;-0.007;-0.007;-0.005;0.002;-0.005;0.024;0.012;0.042;0.029;0.024
53;-0.007;-0.005;-0.007;0.005;0;0.059;0.027;0.049;0.024;0.022
53.5;-0.002;-0.002;-0.005;0.002;0;0.056;0.039;0.061;0;-0.007
54;-0.007;-0.005;-0.005;0.002;-0.002;0.039;0.012;0.044;-0.01;-0.012
54.5;-0.007;-0.005;0;0.002;-0.005;0.022;-0.002;0.017;0.005;0.029
55;-0.007;-0.002;0;0.002;-0.002;0.032;-0.01;0.017;0.054;0.015
55.5;-0.005;-0.005;-0.007;0.005;-0.002;0.027;0.002;0.042;0.015;-0.027
56;-0.005;-0.005;-0.002;0.002;-0.002;0.063;0.049;0.059;-0.024;0.022
56.5;-0.005;-0.005;-0.005;0;-0.005;0.042;0.022;0.042;0.012;0.005
57;-0.005;-0.002;-0.007;0.002;-0.002;0.034;0.01;0.039;0.024;0
57.5;-0.005;-0.005;-0.002;0.005;-0.005;0.039;0.027;0.032;-0.022;-0.029
58;-0.01;-0.005;-0.007;0.002;-0.002;-0.005;-0.015;0.01;-0.022;-0.015
58.5;-0.007;-0.005;-0.005;0.002;0;0.046;0.017;0.046;0.029;0.01
59;-0.005;-0.002;0;0.005;-0.002;0.002;-0.024;0.005;0.042;0.029
59.5;-0.002;-0.005;-0.007;0;-0.002;0.012;-0.015;0.015;0.049;0.051
60;-0.005;-0.002;-0.005;0.005;-0.007;0.037;0.017;0.042;0.042;0.078
60.5;-0.007;-0.002;-0.005;0;-0.002;0.044;0.032;0.044;-0.012;0.039
61;0;0;-0.002;0.002;-0.005;0.042;0.007;0.046;-0.005;-0.044
61.5;-0.005;-0.005;-0.005;0.005;-0.005;0.046;0.015;0.044;0.02;-0.005
62;-0.005;-0.005;-0.002;0.002;-0.002;0.044;0.02;0.034;0.027;0.032
62.5;-0.005;-0.005;-0.005;0;-0.005;0.056;0.029;0.051;0.02;0.022
63;-0.007;0;-0.005;0.005;-0.007;0.022;-0.002;0.024;0.029;0.007
63.5;-0.005;-0.005;-0.005;0.005;-0.002;0.034;-0.002;0.027;0.046;0.027
64;-0.005;-0.002;-0.002;0.002;-0.002;0.005;-0.02;0;0.063;0.024
64.5;-0.005;0;-0.005;0;-0.005;0.027;-0.002;0.024;0.056;0.073
65;-0.005;-0.002;-0.002;0.005;-0.002;0.044;0.007;0.039;0.044;0.049
65.5;-0.002;-0.002;-0.005;0.002;-0.005;0.032;0.01;0.029;0.022;0.024
66;-0.002;-0.002;-0.005;0.002;-0.005;0.007;-0.007;0.024;0.01;0.022
66.5;-0.007;0;-0.005;0.005;-0.002;0.044;0.007;0.034;0.039;0.012
67;-0.002;-0.005;-0.002;0.002;0;0.042;0.012;0.027;-0.005;-0.012
67.5;-0.005;-0.002;-0.002;0.002;-0.002;0.051;0.032;0.049;0.002;0
68;-0.002;-0.002;-0.007;0.002;-0.002;0.073;0.049;0.066;0.02;0.005
68.5;-0.005;-0.005;-0.005;0.005;-0.002;0.059;0.024;0.056;0.034;0.002
69;-0.007;-0.005;0.005;0.005;-0.007;0.024;0.007;0.032;0.029;0.017
69.5;-0.005;-0.002;-0.002;0.002;-0.007;0.044;0.015;0.029;0.056;0.042
70;-0.002;-0.005;-0.007;0.002;-0.002;0.017;0.007;0.024;0.066;0.059
70.5;-0.007;-0.002;-0.002;0.005;-0.002;0.02;0.002;0.034;0.024;0.051
71;-0.005;-0.002;-0.005;0.005;-0.002;0.02;-0.017;0.007;0.029;0.02
71.5;-0.005;-0.005;-0.002;0.002;-0.005;0.017;-0.002;0.022;0.076;0.046
72;-0.007;-0.002;0;0.002;-0.005;0.051;0.022;0.046;0.037;0.056
72.5;-0.005;-0.005;0;0.002;-0.002;0.022;0;0.037;-0.007;-0.007
73;-0.005;-0.002;0.002;0.005;-0.005;0.017;-0.002;0.022;-0.022;-0.02
73.5;0;-0.002;-0.007;0.002;-0.007;0.029;0.017;0.037;-0.005;-0.01
74;-0.005;0;-0.002;0.002;-0.002;0.029;-0.007;0.024;0.015;0.002
74.5;-0.005;-0.002;0.002;0.005;-0.002;0.073;0.042;0.071;0.024;0.027
75;0;0;-0.002;0.002;-0.005;0.037;0.012;0.039;-0.005;-0.005
75.5;-0.002;-0.002;0;0.005;-0.002;0.024;-0.007;0.024;-0.02;-0.005
76;-0.005;-0.002;-0.002;0.005;-0.005;0.015;0;0.029;-0.005;-0.005
76.5;-0.002;0;0.002;0.005;-0.005;0.042;0.024;0.054;0.046;0.029
77;-0.005;-0.002;-0.002;0.005;-0.005;0.037;0.02;0.032;0;-0.017
77.5;-0.002;-0.005;-0.002;0.002;0;0.02;0;0.012;0.007;-0.015
78;-0.005;-0.002;0.002;0.005;-0.005;0.039;0.02;0.042;0.071;0.051
78.5;-0.005;0;0.002;0.005;-0.002;0.032;0.007;0.037;0.005;0.015
79;-0.005;0;-0.01;0.005;-0.002;0.044;0.024;0.042;0.005;0.034
79.5;-0.002;-0.002;0.002;0.002;-0.005;0.032;0.017;0.046;0.032;-0.012
80;-0.005;-0.002;-0.002;0.005;-0.005;0.051;0.02;0.042;0.039;0.034
80.5;-0.002;0;0.002;0.002;-0.005;0.049;0.042;0.051;0.012;0.012
81;-0.005;0;0;0.005;0;0.029;0.024;0.037;0.017;0.017
81.5;-0.005;-0.002;0;0.005;-0.007;0.02;-0.015;0.01;0.042;0.02
82;-0.005;-0.005;0.002;0.005;-0.005;0.002;-0.005;0.02;-0.02;-0.017
82.5;-0.007;-0.002;0;0.005;-0.002;0.015;0.01;0.039;-0.01;-0.044
83;-0.005;-0.002;0;0.002;-0.002;0.027;-0.002;0.024;0.046;-0.007
83.5;-0.005;-0.002;0.002;0.005;-0.002;0.032;0;0.034;0.022;0.054
84;-0.002;0;-0.005;0.005;-0.005;-0.002;-0.017;0.01;0.037;0.032
84.5;-0.005;0;-0.002;0.005;-0.002;0.059;0.012;0.042;0.054;0.063
85;-0.005;-0.002;-0.005;0.005;-0.005;0.044;0.024;0.044;0.027;0.005
85.5;-0.005;-0.002;-0.002;0.005;-0.002;0.042;0.027;0.049;0.02;0.029
86;-0.005;-0.002;-0.002;0.005;-0.005;0.073;0.051;0.071;0.027;0.017
86.5;-0.002;0;-0.002;0.005;-0.002;0.022;-0.01;0.01;-0.005;0.015
87;-0.005;-0.002;-0.002;0.002;-0.005;0.037;0.022;0.044;-0.005;0.061
87.5;-0.002;-0.002;0;0.005;-0.002;0.012;0.002;0.022;0.017;0.022
88;-0.005;-0.002;-0.002;0.005;-0.002;0.051;0.02;0.046;0.039;0.012
88.5;0;-0.002;-0.002;0.005;-0.002;0.017;0;0.037;-0.007;-0.037
89;-0.002;0;-0.002;0.007;-0.002;0.046;0.029;0.049;0.012;0.034
89.5;-0.002;-0.002;-0.002;0.005;-0.005;0.037;0.027;0.054;0.032;0.051
90;-0.007;0.002;-0.005;0.005;-0.002;0.027;0.012;0.029;0.027;0.015
90.5;-0.002;-0.005;0.002;0.002;-0.005;0.027;0.015;0.039;0.015;-0.02
91;-0.002;0;-0.002;0.007;-0.002;0.034;0.017;0.042;-0.017;-0.017
91.5;-0.005;0;-0.005;0.005;-0.002;0.029;0.002;0.017;0.01;-0.012
92;0;-0.002;-0.002;0.005;-0.005;0.039;0.012;0.034;0.085;0.066
92.5;-0.005;0;0.005;0.005;-0.005;0.042;0.024;0.034;0.051;0.066
93;-0.01;-0.002;-0.002;0.002;-0.002;-0.005;-0.032;-0.002;0.063;0.015
93.5;-0.005;0;-0.002;0.005;-0.002;0.027;0.022;0.039;0.015;0.015
94;-0.005;-0.005;-0.005;0.005;0;0.042;0.039;0.059;0.01;0.005
94.5;0;-0.002;0;0.007;-0.005;0.042;0.024;0.046;0.022;0.007
95;0;0.002;-0.005;0.007;-0.002;0.037;-0.002;0.032;0.046;0
95.5;-0.007;0;-0.007;0.005;-0.002;0.054;0.034;0.046;0.017;0.029
96;-0.007;-0.002;0.002;0.005;-0.002;0.049;0.044;0.056;0.02;0.017
96.5;0.002;-0.002;0;0.005;0;0.027;-0.005;0.034;-0.022;-0.063
97;-0.002;0;-0.002;0.005;-0.002;0.056;0.051;0.056;0.007;0.01
97.5;-0.002;0;-0.005;0.007;-0.002;0.029;-0.002;0.022;0.034;0.017
98;-0.005;-0.005;-0.005;0.002;0;0.051;0.027;0.059;0.029;0.017
98.5;-0.002;-0.002;0;0.005;-0.007;0.017;0.007;0.032;0.012;0.01
99;-0.002;-0.002;-0.005;0.002;-0.002;0.037;0.017;0.037;0.024;0.027
99.5;-0.002;-0.002;0;0.007;-0.005;0.024;0.007;0.034;0.01;0.01
100;-0.002;-0.002;-0.002;0.005;-0.002;0.034;0.022;0.046;0.015;0
100.5;-0.002;-0.002;-0.002;0.007;0;0.037;0.012;0.042;0.046;0.049
101;-0.005;-0.002;0;0.002;-0.005;0.037;0.017;0.037;0.034;0.042
101.5;-0.007;-0.005;0;0.002;-0.002;0.037;0.022;0.044;-0.029;0.01
102;-0.005;-0.002;0;0.005;-0.005;0.024;-0.005;0.029;-0.022;-0.032
102.5;-0.002;-0.002;-0.002;0.005;-0.002;0.01;-0.017;0.002;0.024;0.015
103;-0.002;-0.002;-0.005;0.005;-0.002;0.029;0.024;0.029;0.054;0.059
103.5;-0.005;-0.005;0.002;0.002;-0.005;0.027;0.002;0.027;0.01;0.015
104;-0.005;-0.002;-0.002;0.005;-0.005;0.029;0.01;0.017;-0.017;-0.034
104.5;-0.002;-0.002;-0.002;0.002;-0.002;0.042;0.02;0.034;0.02;0.054
105;-0.01;-0.002;-0.002;0.002;-0.005;0.049;0.02;0.037;0.051;0.039
105.5;-0.005;0;0.002;0.002;-0.005;0.034;0.02;0.046;0.01;-0.002
106;-0.002;-0.005;-0.002;0.002;-0.002;0.02;0.01;0.042;-0.034;-0.012
106.5;-0.007;-0.002;-0.002;0.007;-0.002;0.029;-0.002;0.024;0.039;0.012
107;-0.005;-0.002;-0.002;0.005;-0.002;0.032;0.007;0.032;-0.002;-0.007
107.5;-0.005;-0.005;0;0;-0.002;0.039;0.015;0.049;0.007;0.012
108;-0.005;-0.005;0;0.005;-0.002;0.022;0.01;0.015;0.032;0.007
108.5;-0.002;-0.002;-0.005;0.002;-0.002;0.054;0.029;0.046;0.049;0.002
109;-0.005;-0.002;-0.005;0.007;0;0.046;0.015;0.032;-0.005;0
109.5;-0.002;-0.005;-0.002;0.002;-0.002;0.046;0.015;0.051;0.039;0.044
110;-0.002;-0.002;-0.007;0.002;-0.005;0.032;0.012;0.029;-0.015;-0.029
110.5;-0.002;-0.002;-0.002;0.002;-0.002;-0.017;-0.02;0;0.022;-0.017
111;-0.005;-0.005;0;0.005;0;0.044;0.015;0.037;0.039;0.024
111.5;-0.007;-0.002;-0.002;0;-0.002;0.029;0.01;0.029;0.022;0.02
112;-0.005;-0.005;0.007;0.002;-0.002;0.037;0.02;0.046;0.007;0.017
112.5;-0.005;-0.002;-0.012;0;-0.005;0.063;0.034;0.059;0.012;-0.01
113;-0.002;-0.005;-0.005;0.005;-0.002;0.034;0;0.027;0.01;-0.034
113.5;-0.002;-0.005;-0.007;0.002;0;0.022;0.012;0.044;0;0.027
114;-0.005;0;-0.002;0.002;-0.002;0.032;-0.002;0.027;0.005;-0.012
114.5;-0.007;-0.005;-0.01;0.002;-0.002;0.046;0.015;0.029;-0.029;-0.007
115;-0.002;-0.002;-0.01;0.002;-0.005;0.037;0.015;0.037;0.032;-0.015
115.5;-0.007;-0.002;0.002;0.002;-0.002;0.049;0.032;0.063;0.034;0.027
116;-0.005;-0.002;-0.01;0.002;-0.005;0.032;0.02;0.029;0.002;-0.022
116.5;-0.007;-0.005;-0.005;0.005;0;0.017;-0.017;0.022;0.027;0.027
117;-0.007;-0.005;-0.002;0.005;-0.002;0.039;0.022;0.049;0.056;0.02
117.5;-0.002;-0.002;-0.01;0.002;-0.002;0.063;0.042;0.063;0.02;0.046
118;-0.005;-0.005;-0.007;0.002;0;0.039;0.012;0.044;0.02;0.024
118.5;0;0;-0.005;0.002;-0.005;0.017;0.002;0.017;0.095;0.063
119;0;-0.002;-0.005;0.005;-0.005;0.044;0.015;0.034;0.056;0.051
119.5;-0.002;-0.002;-0.007;0.002;-0.005;0.044;0.024;0.054;-0.012;-0.005
120;-0.002;-0.005;-0.005;0.005;-0.002;0.034;0.002;0.034;-0.024;-0.049
120.5;-0.002;0;-0.002;0.002;-0.005;0.044;0.02;0.042;-0.007;-0.01
121;-0.005;-0.005;-0.007;0.005;0;0.042;0.005;0.044;0.012;-0.01
121.5;-0.002;-0.002;-0.005;0.002;-0.007;0.034;0.022;0.034;0.01;0.015
122;-0.005;-0.002;-0.005;0.005;0;0.027;0;0.027;0.007;0.01
122.5;-0.007;-0.002;-0.007;0.002;-0.005;0.022;0.007;0.032;0.017;0.007
123;-0.005;-0.005;-0.002;0.005;-0.002;0.024;-0.007;0.022;0.012;0.007
123.5;-0.005;-0.005;-0.002;0.002;-0.002;0.01;-0.015;0.012;0.017;0.015
124;-0.005;-0.005;0;0.002;-0.002;0.022;0;0.017;0.024;0.007
124.5;-0.002;-0.002;0;0;-0.005;0.02;-0.005;0.022;-0.002;0.024
125;-0.007;-0.005;-0.002;0.002;-0.002;0.044;0.015;0.046;0.051;0.015
125.5;-0.005;-0.005;-0.007;0.002;-0.005;0.049;0.027;0.037;0.042;0.034
126;-0.005;-0.005;0.002;0.005;-0.002;0.032;0.007;0.037;0.022;0
126.5;-0.007;-0.002;-0.005;0.002;-0.005;0.051;0.02;0.042;0.022;-0.017
127;-0.002;-0.005;-0.002;0.007;-0.002;0.056;0.027;0.059;0.051;0.034
127.5;-0.005;-0.002;-0.002;0.002;-0.005;0.024;0;0.017;0.005;0.039
128;-0.002;-0.005;-0.002;0.005;0;0.046;0.02;0.051;0.078;0.078
128.5;-0.005;-0.005;-0.002;0.005;-0.002;0.049;0.02;0.042;0.034;0.005
129;-0.005;-0.002;-0.007;0.002;-0.005;0.032;0.01;0.024;-0.017;-0.054
129.5;-0.005;0;-0.007;0.002;-0.005;0.046;0.022;0.049;0.02;-0.002
130;-0.007;-0.005;-0.01;0.005;-0.002;0.046;0.02;0.051;0.02;0.012
130.5;-0.002;-0.002;-0.007;0.002;-0.002;0.034;0.017;0.042;0.017;0.012
131;-0.005;-0.005;-0.007;0.002;0;0.078;0.046;0.066;0.032;0.024
131.5;-0.002;-0.002;0.002;0.005;-0.002;0.049;0.027;0.056;0.037;0.007
132;0;-0.002;-0.005;0.005;-0.002;0.046;0.029;0.042;-0.02;0.005
132.5;-0.002;-0.002;-0.002;0.002;-0.002;0.073;0.046;0.073;0.046;0.044
133;-0.005;-0.002;-0.002;0.007;-0.002;0.059;0.037;0.068;0.051;0.044
133.5;-0.002;0;-0.002;0.002;0;0.032;0.012;0.042;0.02;0.027
134;-0.005;-0.005;0;0.005;-0.005;0.027;0.022;0.044;0.081;0.049
134.5;-0.005;-0.002;0.002;0.002;-0.002;0.059;0.027;0.063;0.024;0.039
135;-0.007;-0.002;0;0.005;-0.002;0.054;0.024;0.061;0.022;0.012
135.5;-0.002;-0.002;-0.007;0.002;-0.002;0.007;0;0.015;0.002;-0.002
136;-0.005;-0.005;0;0.005;-0.002;0.059;0.027;0.046;0.032;0.042
136.5;-0.005;-0.002;-0.007;0.002;-0.002;0.032;0.007;0.039;0.005;0
137;-0.002;-0.005;-0.005;0.002;-0.002;0.061;0.034;0.049;0.017;0.024
137.5;-0.007;-0.002;-0.005;0.007;-0.002;0.049;0.022;0.044;-0.039;-0.037
138;-0.002;-0.002;0;0.005;-0.002;0.032;0.017;0.049;0.015;0.002
138.5;-0.005;-0.002;0;0.002;0;0.044;0.005;0.037;0.012;-0.002
139;-0.005;-0.002;0.002;0.005;-0.005;0.02;0.005;0.034;0.039;0.012
139.5;-0.002;-0.002;0;0.007;-0.002;0.046;0.022;0.039;0.022;0.027
140;-0.002;0;-0.005;0.005;-0.002;0.022;0.002;0.032;-0.005;0.015
140.5;-0.007;-0.002;0;0.005;-0.005;0.01;-0.01;0.01;0.042;0.027
141;-0.002;-0.002;0;0.005;-0.005;0.056;0.034;0.051;0.037;0.085
141.5;-0.002;-0.002;-0.005;0.005;-0.005;0.032;0.015;0.027;-0.015;-0.027
142;-0.002;-0.002;-0.007;0;-0.007;0.042;0.022;0.037;0.032;0.022
142.5;-0.002;-0.002;-0.005;0.005;-0.005;0.039;0.017;0.034;-0.02;0
143;-0.007;-0.005;-0.002;0;-0.002;0.015;-0.005;0.017;0.007;-0.005
143.5;-0.005;0;-0.005;0.007;-0.005;0.037;0.012;0.034;0.017;-0.015
144;-0.002;-0.002;-0.002;0.002;-0.002;0.032;0;0.039;0.002;0.01
144.5;0;-0.002;0;0.005;0;0.01;-0.005;0.022;0.017;0.012
145;-0.002;-0.005;-0.002;0.005;-0.005;0.034;0.005;0.032;0.027;0.017
145.5;-0.005;-0.002;0.007;0.005;-0.002;0.059;0.039;0.054;0.027;0.024
146;-0.002;-0.002;-0.002;0.005;-0.002;0.044;0.022;0.059;0.071;0.049
146.5;0.002;-0.002;0.002;0.002;-0.002;0.032;0.005;0.024;0.054;0.02
147;0.002;-0.002;-0.002;0.005;-0.002;0.032;0.02;0.037;0.044;0.039
147.5;-0.002;-0.005;-0.002;0.005;-0.002;0.024;0.007;0.022;-0.017;-0.027
148;-0.002;-0.002;-0.002;0.005;-0.005;0.005;-0.029;-0.002;0.034;0.002
148.5;-0.005;-0.005;-0.005;0.002;-0.002;0.01;-0.005;0.017;0.046;0.051
149;-0.002;0.002;-0.005;0.007;0;0.039;0.007;0.029;-0.029;-0.002
149.5;-0.002;0;-0.002;0.005;0;0.044;0.02;0.044;-0.002;-0.017
150;0;-0.002;-0.007;0.002;0;0.042;0.015;0.032;0.054;0.034
150.5;0;0;-0.007;0.005;-0.002;0.042;0.027;0.054;0;0.02
151;-0.007;-0.002;-0.005;0.002;-0.005;0.032;0.005;0.034;0.049;-0.005
151.5;-0.007;-0.002;0;0.005;-0.007;0.063;0.042;0.051;0.012;0.032
152;-0.005;0;-0.002;0.005;-0.002;0.032;0.005;0.037;0.044;0.012
