time [us];ch 1;ch 2;ch 3;ch 4;ch 5;ch 6;ch 7;ch 8;ch 9;ch 10
110.5;-0.007;-0.007;-0.005;0.002;-0.005;0.042;0.01;0.032;-0.012;0.012
111;-0.002;-0.002;-0.002;0.005;-0.005;0.029;0.02;0.042;0.032;0.051
111.5;-0.002;0;-0.005;0.002;-0.005;0.002;-0.007;0.01;0.022;0.007
112;-0.002;-0.005;0.002;0.005;-0.007;0.002;-0.017;-0.005;0.039;-0.002
112.5;0;-0.005;-0.007;0.002;-0.002;0.01;-0.002;0.012;0.039;0.039
113;-0.005;-0.002;0;0.002;-0.002;0.024;0.01;0.027;0.029;0.02
113.5;0;-0.002;0;0.002;-0.002;0.032;0.024;0.039;-0.015;0.007
114;0.002;-0.002;-0.005;0.005;-0.007;0.042;0.027;0.042;0.015;-0.022
114.5;-0.002;-0.005;0.002;0.007;-0.002;0.042;0.022;0.042;0;0.042
115;-0.002;-0.002;0.002;0.005;-0.005;0.002;-0.015;0.005;0.007;0.061
115.5;-0.002;-0.005;-0.002;0.002;-0.005;0.002;-0.012;0;0.039;0.005
116;-0.002;-0.002;-0.005;0.002;-0.005;0.042;0.032;0.051;0.015;-0.007
116.5;0;-0.002;0;0.002;-0.007;0.049;0.024;0.037;0.024;0.042
117;-0.005;-0.005;-0.005;0.002;-0.002;0.027;0.007;0.024;0.029;0.054
117.5;-0.002;-0.005;-0.005;0.005;-0.002;-0.002;-0.017;0.01;0.027;0.056
118;0;-0.002;-0.002;0.005;-0.007;0.024;0.007;0.027;0.029;-0.002
118.5;-0.005;-0.005;0;0.005;-0.005;0.02;0.015;0.039;0.034;0.02
119;-0.002;0;-0.002;0.002;-0.005;0.068;0.049;0.073;0.032;0.007
119.5;0;-0.005;-0.002;0.005;-0.002;0.061;0.034;0.059;-0.024;0.002
120;0;0.002;0;0.005;-0.002;0.042;0.027;0.049;0;-0.01
120.5;0;0;-0.005;0.005;-0.005;0.056;0.034;0.059;0.037;0.012
121;0;0;-0.005;0.002;-0.005;0.071;0.051;0.071;0.007;-0.01
121.5;0.002;0;-0.002;0.005;-0.005;0.022;0.015;0.034;0;-0.029
122;0;0;-0.002;0.002;-0.002;0.029;0.005;0.027;0.005;-0.027
122.5;-0.005;-0.005;0;0.005;-0.005;0.054;0.027;0.046;-0.012;0.005
123;-0.005;-0.002;0;0.007;-0.005;0.044;0.024;0.037;0.046;0.046
123.5;-0.002;-0.005;-0.005;0.005;-0.005;0.054;0.024;0.044;0.022;0.039
124;0;-0.002;0;0.005;-0.005;0.051;0.022;0.042;-0.012;-0.007
124.5;-0.005;-0.002;0.005;0.007;-0.005;0.022;0.005;0.015;0.051;0.034
125;-0.005;-0.002;0;0.002;-0.005;0.032;0.02;0.039;0.044;0.027
125.5;-0.005;-0.005;0;0.002;-0.005;0.01;-0.02;0.015;0.029;-0.012
126;-0.002;-0.002;-0.007;0.002;-0.002;0.022;-0.002;0.024;0.027;-0.01
126.5;-0.002;-0.002;-0.005;0.002;-0.007;0.032;0.012;0.029;0.034;0.027
127;0;-0.002;-0.002;0.002;-0.005;0.051;0.024;0.046;-0.002;-0.015
127.5;-0.002;-0.002;-0.005;0.002;-0.002;0.032;0;0.017;0.01;0.024
128;0;-0.002;-0.002;0.005;-0.005;0.044;0.012;0.024;0.005;-0.007
128.5;-0.002;-0.002;0;0.002;-0.002;0.049;0.02;0.034;0.054;0.032
129;-0.005;-0.005;-0.007;0.005;-0.005;0.037;0.017;0.042;0.007;0.034
129.5;-0.005;-0.005;-0.002;0.002;-0.002;0.039;0.01;0.037;0.024;0.049
130;-0.002;-0.005;-0.005;0.005;-0.005;0.066;0.039;0.056;-0.022;-0.007
130.5;0;-0.005;-0.005;0.007;-0.005;0.032;0.015;0.029;0.022;0.044
131;-0.002;-0.005;0;0.005;-0.005;0.059;0.029;0.046;0.01;-0.005
131.5;-0.005;-0.005;0;0.002;-0.002;0.022;0.012;0.037;0.022;0.034
132;-0.002;-0.005;-0.005;0.002;-0.002;0.039;0.017;0.034;0.007;-0.017
132.5;-0.002;-0.002;0;0.002;-0.005;0.015;0;0.027;0.024;0.017
133;0;-0.005;-0.005;0.005;-0.002;0.039;0.007;0.034;0.015;-0.005
133.5;-0.005;-0.005;-0.002;0.002;-0.005;0.037;0.027;0.049;0.024;0.022
134;0;-0.002;-0.002;0;-0.002;0.024;-0.005;0.01;0.015;0.027
134.5;-0.002;-0.005;0;0.002;-0.002;0.002;-0.005;0.01;0.037;0.015
135;0;-0.002;-0.007;0.005;-0.002;0.017;0;0.029;0.015;-0.034
135.5;-0.002;-0.002;-0.01;0.002;-0.002;0.042;0.022;0.046;0.002;-0.01
136;-0.002;-0.002;-0.005;0.005;-0.005;0.063;0.039;0.059;-0.012;-0.037
136.5;-0.005;-0.002;-0.002;0.007;-0.005;0.029;0.02;0.042;-0.005;-0.022
137;-0.005;-0.002;0;0.005;-0.005;0.02;-0.005;0.022;0.017;0.046
137.5;-0.005;-0.002;-0.002;0.005;-0.002;0.015;-0.007;0.022;0.029;0.007
138;-0.005;-0.005;-0.002;0.002;-0.007;0.002;-0.017;0.01;0.044;0.015
138.5;-0.005;-0.002;-0.005;0.002;-0.002;0.046;0.037;0.059;-0.022;-0.029
139;0;-0.002;-0.007;0.002;0;0.002;0.005;0.017;0.002;0.007
139.5;0;-0.002;-0.002;0.002;-0.002;0.024;0.01;0.022;0.027;0.032
140;-0.007;-0.005;-0.005;0.002;-0.007;0.027;0.012;0.02;0.042;0.076
140.5;-0.005;-0.002;0;0.002;-0.002;0.034;0.012;0.017;0.029;0.032
141;-0.007;-0.002;-0.002;0.002;-0.005;0.015;-0.005;0.015;0.024;0.049
141.5;-0.005;-0.005;-0.005;0.002;-0.002;0.024;0;0.015;-0.005;-0.015
142;-0.005;-0.005;-0.005;0.002;-0.002;0.073;0.029;0.046;0.022;-0.007
142.5;-0.002;-0.005;-0.005;0.002;-0.005;0.046;0.029;0.044;0.039;0.034
143;-0.005;-0.005;-0.002;0.002;-0.002;0.027;-0.01;0.022;0;-0.01
143.5;-0.002;-0.002;0;0;-0.005;0.039;0.02;0.039;-0.02;-0.012
144;-0.002;-0.002;-0.005;0.002;-0.005;0.034;0.005;0.029;-0.002;0.017
144.5;-0.002;-0.002;-0.007;0.002;-0.002;0.039;0.022;0.042;0.034;0.078
145;-0.005;-0.005;-0.005;0;-0.002;0.027;0.022;0.042;-0.005;0.017
145.5;-0.005;-0.002;-0.005;0.002;-0.002;0.024;0.007;0.032;0.02;0.022
146;0;-0.002;-0.005;0.002;-0.005;0.049;0.032;0.054;0.027;0.012
146.5;-0.002;-0.002;-0.007;0;-0.005;0.039;0.012;0.039;0.034;0.029
147;-0.005;-0.007;-0.002;0.002;-0.002;0.017;-0.002;0.027;0.02;0.042
147.5;-0.005;-0.005;-0.01;0.002;-0.005;0.02;-0.005;0.024;0.027;0.039
148;-0.005;-0.002;-0.005;0.002;-0.005;0.049;0.032;0.056;0.039;0.022
148.5;-0.007;-0.005;-0.007;0.002;-0.005;0.037;0.01;0.032;0.012;0.029
149;-0.002;-0.005;-0.005;0.002;-0.005;0.056;0.039;0.056;-0.017;-0.032
149.5;-0.002;-0.002;-0.005;0.005;-0.005;0.017;0.01;0.034;0.029;0.022
150;-0.005;-0.002;-0.007;0.002;-0.007;0.012;-0.005;0.02;0.032;-0.007
150.5;-0.005;-0.005;0;0.005;-0.005;0.032;0.012;0.039;0.027;0
151;-0.002;-0.002;-0.005;0.002;-0.005;0.027;0.01;0.037;-0.007;0.002
