time [us];ch 1;ch 2;ch 3;ch 4;ch 5;ch 6;ch 7;ch 8;ch 9;ch 10
30.5;-0.007;-0.002;-0.007;0;-0.002;0.063;0.051;0.073;0;-0.032
31;-0.007;-0.005;-0.005;0.002;-0.005;0.083;0.046;0.061;0.068;0.044
31.5;-0.005;-0.005;-0.007;0;0.002;0.051;0.037;0.066;0.024;0.007
32;-0.005;-0.005;-0.005;0.002;-0.005;0.056;0.032;0.054;-0.007;-0.007
32.5;-0.005;-0.007;-0.005;0.002;-0.002;0.034;0.01;0.042;0.039;0.027
33;-0.005;-0.007;-0.002;0.002;-0.005;0.071;0.037;0.039;0.051;0.071
33.5;-0.007;-0.005;-0.007;0.002;-0.002;0.076;0.029;0.039;0.034;0.046
34;-0.005;-0.005;-0.005;0.005;-0.002;-0.005;-0.015;0.002;0;-0.01
34.5;-0.007;-0.007;-0.005;0.002;-0.007;0.032;0.005;0.034;0.015;0.051
35;-0.007;-0.005;-0.01;0;-0.002;0.051;0.015;0.032;0;0.027
35.5;-0.007;-0.005;-0.005;0.002;-0.007;0.039;0.012;0.034;0.022;-0.027
36;-0.005;-0.005;-0.002;0;-0.002;0.044;0.015;0.034;0.01;0.01
36.5;-0.005;-0.002;-0.01;0.002;-0.005;0.029;0.015;0.039;0.039;0.078
37;-0.007;-0.005;-0.007;0;-0.005;0.037;0.007;0.022;0.034;0.051
37.5;-0.01;-0.007;-0.005;0.002;-0.002;0.044;0.012;0.042;0.037;0.007
38;-0.005;-0.007;-0.007;0.002;-0.005;0.029;0.022;0.056;0.017;0.022
38.5;-0.007;-0.002;-0.002;0.002;0;0.059;0.022;0.044;0.024;0.044
39;-0.005;-0.005;-0.005;0.002;-0.005;0.054;0.024;0.059;0.029;0.02
39.5;-0.007;-0.007;-0.01;0.002;-0.002;0.039;0.02;0.044;0.037;0.044
40;-0.007;-0.007;-0.002;0;-0.002;0.054;0.017;0.037;-0.005;-0.002
40.5;-0.007;-0.007;-0.005;0.002;-0.005;0.027;-0.01;0.005;-0.005;0.027
41;-0.01;-0.005;0;0.002;-0.005;0.054;0.02;0.032;0.01;-0.005
41.5;-0.007;-0.002;-0.007;0.002;-0.005;0.039;0.012;0.029;0.012;0.012
42;-0.007;-0.002;0.002;0.005;-0.002;0.046;0.007;0.024;0.049;0.054
42.5;-0.01;-0.007;-0.015;0;-0.005;0.039;0.02;0.037;-0.005;-0.022
43;-0.01;-0.01;-0.005;0;-0.005;0.044;0.012;0.017;0.005;-0.01
43.5;-0.005;-0.002;-0.007;0.005;-0.002;0.022;-0.007;0.005;-0.007;0.02
44;-0.007;-0.005;-0.002;0;-0.002;0.02;-0.007;0.037;0.012;-0.005
44.5;-0.007;-0.005;-0.002;0.002;-0.002;0.046;0.01;0.039;0.022;-0.01
45;-0.005;-0.007;-0.015;0;-0.007;0.032;0.007;0.034;-0.012;0.015
45.5;-0.01;-0.005;-0.002;0;-0.005;0.032;0.007;0.02;-0.002;-0.027
46;-0.005;-0.002;-0.01;0.002;-0.002;0.059;0.024;0.039;0.017;0.042
46.5;-0.005;-0.002;-0.005;0;-0.002;0.037;0.005;0.027;0.029;0.042
47;-0.007;-0.005;-0.005;0.002;-0.005;0.054;0.027;0.051;0.024;0.032
47.5;-0.007;-0.005;-0.005;0;-0.002;0.056;0.015;0.037;0.002;0.044
48;-0.002;-0.005;-0.01;0.002;-0.005;0.056;0.022;0.042;0.017;0.042
48.5;-0.01;-0.012;-0.005;0;-0.002;0.039;0.01;0.027;0.066;0.034
49;-0.007;-0.005;-0.005;0;-0.002;0.039;0.017;0.042;0.024;0.024
49.5;-0.007;-0.005;-0.005;0.002;-0.005;0.032;-0.007;0.015;0.012;0.024
50;-0.007;-0.005;-0.007;-0.002;-0.005;0.029;0;0.022;0.015;-0.007
50.5;-0.007;-0.005;-0.002;0;-0.002;0.029;0.005;0.029;0.042;0
51;-0.005;-0.005;-0.01;0.005;-0.007;0.046;0.02;0.037;0.012;0.005
51.5;-0.007;-0.002;-0.005;0.002;-0.002;0.037;0.007;0.042;-0.007;0.015
52;-0.01;-0.005;-0.005;0.005;-0.005;0.027;0;0.032;0.029;0.034
52.5;-0.01;-0.002;-0.007;0;-0.005;0.061;0.049;0.066;0.054;0.002
53;-0.007;-0.007;-0.005;0.002;-0.005;0.061;0.029;0.054;0.024;0.012
53.5;-0.007;-0.002;-0.015;0;-0.002;0.039;0.01;0.027;0.032;0.046
54;-0.005;-0.005;-0.007;0;-0.007;0.034;0.007;0.037;0.066;0.051
54.5;-0.005;-0.005;-0.002;0;-0.002;0.051;0.02;0.039;0.024;0
55;-0.005;-0.007;0;0.002;-0.002;0.044;0.02;0.037;0.044;-0.005
55.5;-0.007;-0.005;-0.005;0.002;-0.002;0.037;0.01;0.039;0.037;0.012
56;-0.007;-0.005;-0.005;0;-0.005;0.083;0.027;0.049;0.02;0.046
56.5;-0.007;-0.005;0.002;0.002;-0.007;0.037;0.012;0.032;0.012;0.01
57;-0.007;-0.005;-0.002;0.005;-0.002;0.042;0.012;0.042;-0.005;-0.042
57.5;-0.01;-0.005;-0.002;0.002;-0.005;0.049;0.024;0.044;0;0.005
58;-0.007;-0.007;-0.005;0;-0.005;0.027;-0.002;0.012;0;0.01
58.5;-0.007;-0.005;0.002;0.002;-0.005;0.054;0.007;0.024;-0.005;-0.005
59;-0.005;-0.002;-0.01;0.002;-0.002;0.046;0.007;0.024;0.051;0.015
59.5;-0.005;-0.005;-0.007;0.005;-0.005;0.042;0.012;0.029;-0.017;0.037
60;-0.005;-0.002;-0.01;0.005;-0.002;0.007;-0.002;0.037;-0.024;-0.02
60.5;-0.005;-0.002;-0.007;0.005;0;0.027;-0.012;0.012;0.024;-0.02
61;-0.007;-0.005;-0.007;0.002;0;0.029;0.01;0.017;0.01;0.032
61.5;-0.005;-0.002;-0.007;0.002;-0.002;0.029;0;0.027;-0.007;0.012
62;-0.005;-0.005;-0.012;0.005;-0.002;0.046;0.015;0.037;0.007;-0.007
62.5;-0.01;-0.005;-0.005;0.002;-0.005;0.054;0.024;0.039;0.029;0.032
63;-0.007;-0.005;-0.002;0;-0.005;0.083;0.027;0.054;0.01;0.027
63.5;-0.007;-0.002;-0.007;-0.002;-0.002;0.059;0.024;0.042;-0.012;0.005
64;-0.005;-0.005;-0.007;0;-0.005;0.032;0.007;0.022;0.012;0.012
64.5;-0.01;-0.005;-0.002;0.002;-0.002;0.061;0.029;0.044;0.012;0.024
65;-0.007;-0.005;-0.005;0.002;-0.005;0.046;0.017;0.037;-0.012;-0.039
65.5;-0.007;-0.005;-0.005;0.002;-0.002;0.061;0.015;0.037;0.02;0.02
66;-0.007;-0.007;-0.002;0.002;-0.005;0.044;0.017;0.039;-0.034;-0.01
66.5;-0.005;-0.005;-0.01;0.002;0;0.049;0.017;0.042;-0.002;0.02
67;-0.007;-0.005;-0.002;0.002;-0.005;0.037;0.012;0.029;-0.054;-0.01
67.5;-0.007;-0.005;-0.005;0.002;-0.002;0.022;-0.01;0.032;-0.005;0.039
68;-0.007;-0.005;-0.005;0.005;0;0.02;-0.032;-0.01;0;0.002
68.5;-0.01;-0.005;0;0.002;-0.002;0.051;0.034;0.046;0.034;0
69;-0.007;-0.005;-0.005;0.002;-0.005;0.042;0.02;0.042;0.017;-0.01
69.5;-0.007;-0.005;-0.005;0.005;-0.005;0.09;0.046;0.066;0.027;0.034
70;-0.005;-0.005;-0.005;0.002;-0.005;0.049;0.022;0.039;0.029;0.027
70.5;-0.005;-0.002;0;0.002;-0.002;0.059;0.027;0.051;0.002;0.005
71;-0.007;-0.005;-0.005;0.002;-0.005;0.059;0.017;0.039;-0.034;-0.017
71.5;-0.005;-0.007;-0.007;0.002;-0.002;0.032;-0.002;0.024;0.002;0.015
72;-0.01;-0.005;0.002;0.002;-0.005;0.042;0.012;0.032;0.005;0.024
72.5;-0.005;-0.005;-0.007;0.005;-0.002;0.039;0.01;0.034;-0.01;0.012
73;-0.007;-0.002;-0.002;0.002;-0.002;0.049;0.005;0.024;0.027;0.01
73.5;-0.005;-0.005;-0.002;0.005;-0.005;0.054;0.032;0.049;0.044;0.046
74;-0.005;-0.002;-0.005;0.005;-0.002;0.044;0.012;0.042;-0.022;-0.002
74.5;-0.005;-0.005;-0.007;0.002;-0.002;0.042;0.012;0.022;0.007;0.015
75;-0.005;-0.005;0.002;0.002;-0.005;0.046;0.02;0.044;-0.007;0.002
75.5;-0.005;-0.005;-0.005;0.002;0;0.071;0.042;0.051;0.007;0.039
76;-0.002;0;-0.012;0.005;-0.002;0.034;0.002;0.024;0.017;0.029
76.5;-0.005;-0.002;-0.005;0.002;-0.002;0.078;0.037;0.049;0.02;0.044
77;-0.005;-0.002;-0.01;0.002;-0.002;0.044;0.017;0.037;0.002;-0.024
77.5;-0.007;-0.007;-0.005;0.002;-0.007;0.042;0.01;0.027;0.012;0.02
78;-0.007;-0.005;-0.002;0.002;-0.005;0.029;0;0.012;-0.022;-0.027
78.5;-0.007;-0.007;0.002;0.005;-0.002;0.037;-0.015;0.01;0.022;-0.017
79;-0.012;-0.007;-0.005;0.002;-0.005;0.044;0.01;0.034;0.005;-0.029
79.5;-0.007;-0.005;-0.007;0.002;-0.005;0.039;0.007;0.022;-0.012;-0.002
80;-0.005;-0.005;-0.002;0.002;-0.005;0.017;-0.01;0.015;0.015;0.015
80.5;-0.005;-0.005;-0.005;0.002;-0.002;0.029;0;0.017;0.027;0.039
81;-0.007;-0.005;-0.005;0.002;-0.005;-0.005;-0.022;0;0.01;-0.027
81.5;-0.01;-0.002;0.005;0.002;-0.005;0.042;0.012;0.037;0.02;0.054
82;-0.007;-0.005;-0.007;0.002;-0.005;0.039;0.007;0.02;-0.007;0.042
82.5;-0.007;-0.002;0;0.005;-0.005;0.076;0.005;0.039;0.007;0.044
83;-0.005;-0.005;-0.002;0.002;-0.002;0.059;0.017;0.034;0.046;-0.005
83.5;-0.005;-0.002;-0.01;0.005;-0.002;0.068;0.034;0.059;-0.015;0
84;-0.007;-0.007;-0.005;0.002;-0.002;0.039;0;0.015;0.015;0.027
84.5;-0.007;-0.002;0.002;0.002;-0.005;0.056;0.024;0.042;-0.005;0.02
85;-0.01;-0.005;0.005;0.002;-0.002;0.034;0.01;0.024;0.042;0.024
85.5;-0.005;-0.005;-0.005;0;-0.005;0.054;0.027;0.056;0.032;0.01
86;-0.005;-0.002;-0.002;0.005;-0.002;0.049;0.015;0.034;0.056;0.012
86.5;-0.007;-0.005;-0.002;0;-0.002;0.037;0.032;0.051;0.022;0.012
87;-0.005;-0.002;-0.007;0.002;-0.005;0.051;0.024;0.046;-0.002;0.029
87.5;-0.005;-0.005;-0.002;0;-0.002;0.029;0.002;0.017;0;-0.007
88;-0.005;-0.005;-0.002;0.002;-0.005;0.037;0.007;0.032;0.027;0.044
88.5;-0.007;-0.005;-0.005;0.002;-0.002;0.037;0.012;0.039;0;0.034
89;-0.007;-0.005;-0.002;0.002;-0.002;0.005;-0.022;0.022;0;0.002
89.5;-0.005;-0.005;-0.01;0.002;-0.005;0.056;0.002;0.037;0.049;0.027
90;-0.007;-0.005;-0.007;0.005;-0.005;0.046;0.022;0.032;0.063;0.059
90.5;-0.005;-0.005;-0.005;0.002;-0.005;0.044;0.015;0.037;-0.015;0.024
91;-0.005;-0.002;-0.005;0.002;-0.005;0.037;0.024;0.042;0.039;0.034
91.5;-0.002;-0.005;-0.002;0.002;-0.005;0.056;0.022;0.049;0.017;0.01
92;-0.007;-0.005;-0.01;0.002;-0.007;0.042;0.012;0.034;-0.002;-0.012
92.5;-0.005;-0.005;-0.007;0.002;-0.002;0.049;0.017;0.042;0.061;0.032
93;-0.005;-0.005;-0.01;0.002;-0.002;0.044;0.024;0.056;0.015;0.01
93.5;-0.007;-0.007;-0.01;0;-0.005;0.046;0.012;0.037;0.005;0.017
94;-0.007;-0.007;-0.005;0.002;-0.005;0.037;-0.005;0.02;0.005;-0.002
94.5;-0.005;-0.002;-0.007;0.002;-0.005;0.01;-0.005;0.002;-0.007;0.022
95;-0.005;-0.005;-0.005;0;-0.005;0.037;0.007;0.032;-0.01;-0.01
95.5;-0.005;-0.007;-0.005;0;-0.005;0.015;0.002;0.037;0.005;0.024
96;-0.005;-0.007;-0.007;0;-0.005;0.037;0.005;0.029;0.012;0.027
96.5;-0.007;-0.007;-0.007;0.002;-0.002;0.037;0.01;0.039;-0.017;-0.017
97;-0.007;-0.005;-0.005;0.002;0;0.068;0.027;0.029;0.024;-0.002
97.5;-0.007;-0.007;-0.01;0;-0.005;0.049;0.024;0.042;0.015;0.012
98;-0.005;-0.005;-0.007;0.002;-0.007;0.029;0.007;0.022;0.02;0.034
98.5;-0.007;-0.005;-0.007;0;-0.002;0.042;0.01;0.034;0.027;0.012
99;-0.007;-0.005;-0.007;0.002;-0.005;0.049;0.02;0.046;0.024;0.012
99.5;-0.007;-0.005;-0.007;0;-0.005;0.051;0.024;0.044;0.015;0.032
100;-0.007;-0.005;-0.01;0.002;-0.002;0.037;-0.012;0.007;0.01;-0.01
100.5;-0.002;-0.005;-0.007;0;-0.007;0.042;0.015;0.034;-0.012;0.012
101;-0.007;-0.005;-0.007;0;-0.005;0.032;0.002;0.022;0.024;0.034
101.5;-0.007;-0.005;-0.002;0;-0.002;0.088;0.032;0.049;0.02;0.037
102;-0.007;-0.007;-0.005;0;-0.005;0.046;0.017;0.037;0.012;0
102.5;-0.007;-0.007;-0.005;0.002;-0.005;0.005;-0.02;-0.005;-0.002;0.017
103;-0.007;-0.005;-0.005;0;-0.005;0.029;0.005;0.027;0.01;0.027
103.5;-0.007;-0.005;-0.005;0;-0.005;-0.01;-0.032;-0.012;-0.002;0.024
104;-0.007;-0.005;-0.005;0;-0.005;0.029;0.002;0.024;0.017;0.027
104.5;-0.007;-0.005;-0.005;0;-0.005;0.039;0;0.015;0.032;0.007
105;-0.01;-0.005;-0.002;0;-0.007;0.044;0.02;0.037;-0.002;0.015
105.5;-0.005;-0.005;-0.007;0.002;-0.002;0.034;0.024;0.042;0.027;0.032
106;-0.005;-0.005;-0.007;0;-0.005;0.02;-0.015;0.007;0.012;0.02
106.5;-0.01;-0.002;-0.002;0.002;-0.002;0.029;-0.002;0.015;0.005;0.005
107;-0.01;-0.007;-0.002;0;-0.005;0.029;-0.007;0.015;0.042;0.059
107.5;-0.007;-0.005;-0.005;0;-0.005;0.071;0.034;0.063;0.027;0.046
108;-0.007;-0.005;-0.005;0.002;-0.005;0.059;0.022;0.039;0.042;0.024
108.5;-0.007;-0.005;-0.005;0.002;-0.005;0.051;0.027;0.044;0.063;0.059
109;-0.005;-0.002;0;0;-0.005;0.054;0.024;0.042;-0.024;-0.027
109.5;-0.007;-0.007;-0.002;0;-0.005;0.071;0.015;0.029;0.027;0
110;-0.007;-0.007;0;0;-0.007;0.032;-0.015;0.015;0.007;0.015
110.5;-0.005;-0.005;0;0;-0.005;0.046;0.012;0.032;0.034;0.066
111;-0.005;-0.005;0;0;-0.005;0.046;0.02;0.042;-0.007;-0.007
111.5;-0.007;-0.002;-0.007;0;0;0.059;0.02;0.029;0.029;0.032
112;-0.007;-0.005;-0.005;0.002;-0.002;0.068;0.042;0.071;0.029;0.02
112.5;-0.01;-0.007;-0.007;0;-0.005;0.044;0.012;0.039;0.022;-0.005
113;-0.005;-0.007;-0.005;0.005;-0.005;0.071;0.02;0.039;0;0.017
113.5;-0.01;-0.005;-0.007;0;-0.005;0.039;0.015;0.029;0.029;0.037
114;-0.007;-0.007;-0.012;0;-0.002;0.044;0.01;0.029;0.022;-0.002
114.5;-0.007;-0.005;-0.005;0;-0.002;0.022;-0.005;0.02;0.007;0.027
115;-0.007;-0.007;-0.002;0;-0.007;0.032;0.01;0.024;0.037;0.027
115.5;-0.01;-0.005;-0.002;0.002;-0.005;0.046;0.02;0.039;0.007;-0.002
116;-0.007;-0.007;-0.007;0.002;0;0.017;-0.005;0.024;0.012;-0.022
116.5;-0.005;-0.005;-0.012;0.005;-0.002;0.017;0.002;0.027;-0.005;0.022
117;-0.007;-0.007;0;0.002;-0.005;0.039;0.002;0.029;0.032;0.066
117.5;-0.007;-0.002;-0.005;-0.002;-0.002;0.042;0.017;0.037;0.012;0.017
118;-0.005;-0.005;-0.007;0.002;-0.005;0.054;0.005;0.024;0.005;0.01
118.5;-0.005;-0.002;-0.007;0;-0.005;0.037;0.012;0.029;-0.007;-0.034
119;-0.01;-0.005;-0.005;0.002;-0.005;0.037;0.012;0.029;0.02;-0.005
119.5;-0.005;-0.002;-0.005;0.002;-0.005;0.076;0.01;0.029;0.02;0.034
120;-0.007;-0.002;0;0.005;-0.005;0.037;0.005;0.027;0.007;0.046
120.5;-0.007;-0.007;-0.005;0.002;0;0.039;0.01;0.032;0.012;0.022
121;-0.007;-0.005;-0.005;0;-0.005;0.032;0.01;0.044;0.024;0.022
121.5;-0.007;-0.005;-0.007;0.002;0;0.061;0.029;0.059;0.034;0.051
122;-0.005;-0.002;-0.005;0;-0.002;0.042;0.007;0.034;-0.032;-0.029
122.5;-0.005;-0.005;-0.002;0;-0.005;0.02;-0.01;0.012;-0.02;-0.002
123;-0.007;-0.002;-0.002;0.002;-0.007;0.029;-0.005;0.005;0.01;0.007
123.5;-0.002;-0.005;0;0.002;-0.002;0.032;0;0.024;0.046;0.037
124;-0.007;-0.005;-0.005;0.005;-0.002;0.063;0.042;0.071;0.034;-0.005
124.5;-0.007;-0.005;-0.005;0;-0.002;0.027;0.002;0.017;0.01;0.022
125;-0.002;-0.005;-0.005;0.005;-0.007;0.027;0.007;0.022;-0.005;0.029
125.5;-0.007;-0.005;-0.005;0;-0.005;0.027;0;0.02;-0.002;0.002
126;-0.007;-0.005;-0.005;0;-0.002;0.063;0.056;0.073;0.029;0.007
126.5;-0.002;-0.005;-0.007;0.005;-0.005;0.044;0.02;0.039;0.01;-0.027
127;-0.007;-0.007;0;0;-0.002;0.061;0.032;0.046;0.073;0.054
127.5;-0.007;-0.005;-0.002;0.005;-0.002;0.071;0.032;0.049;0.032;0.066
128;-0.005;-0.005;-0.002;0;-0.005;0.024;0.007;0.024;-0.007;0.007
128.5;-0.002;-0.002;-0.007;0.002;-0.005;0.061;0.032;0.056;0.029;0.046
129;-0.007;-0.002;-0.002;0.002;-0.007;0.039;0.015;0.032;0.044;0.061
129.5;-0.007;-0.005;-0.005;0.002;-0.002;0.044;0.015;0.029;0.039;0.046
130;-0.005;-0.005;-0.002;0.005;-0.005;0.02;0.01;0.024;-0.005;-0.007
130.5;-0.007;-0.005;-0.002;0.002;-0.002;0.056;0.024;0.049;0.034;0.012
131;-0.007;-0.005;-0.01;0.002;0;0.059;0.032;0.032;0.017;-0.015
131.5;-0.005;-0.005;-0.002;0.005;-0.002;0.088;0.051;0.081;0.022;0.029
132;-0.007;-0.005;-0.005;0.005;-0.002;0.056;0.02;0.039;0;0.027
132.5;-0.005;-0.007;-0.007;0.002;-0.002;0.029;0;0.015;-0.02;0.01
133;-0.007;-0.007;-0.005;0.002;0;0.078;0.034;0.049;0.034;0.002
133.5;-0.005;-0.002;-0.005;0;-0.002;0.02;0.015;0.042;0.015;-0.034
134;-0.007;-0.005;-0.002;0;-0.002;0.063;0.037;0.061;0.029;0.007
134.5;-0.002;-0.002;-0.005;0.002;-0.005;0.078;0.068;0.088;0.022;0.02
135;-0.007;-0.002;0;0.005;-0.005;0.042;0.012;0.042;0.005;0.005
135.5;-0.01;-0.002;-0.005;0;-0.002;0.039;0.012;0.039;-0.017;-0.005
136;-0.005;-0.005;-0.005;0.002;-0.005;0.029;0.007;0.029;0.027;0.044
136.5;-0.007;-0.005;-0.005;0.002;-0.002;0.02;0.01;0.024;0.012;0.02
137;-0.007;-0.002;-0.002;0.002;-0.007;0.044;0.017;0.044;0.049;0.054
137.5;-0.01;-0.002;-0.007;0;-0.002;0.044;0.015;0.027;-0.002;0
138;-0.005;-0.002;-0.007;0.002;-0.005;0.034;0.002;0.012;0.02;0.012
138.5;-0.007;-0.005;-0.007;0.002;-0.005;0.034;0.005;0.024;0.017;0.012
139;-0.005;-0.007;-0.005;0.005;0;0.042;-0.007;0.015;0.017;-0.01
139.5;-0.007;-0.002;-0.007;0.002;-0.002;0.046;0.02;0.037;0.005;-0.007
140;-0.005;-0.007;-0.005;0.002;-0.005;0.056;0.029;0.044;0.032;0.037
140.5;-0.005;-0.005;-0.002;0.005;0;0.046;0.02;0.032;-0.012;0.015
141;-0.007;-0.005;-0.005;0;-0.002;0.039;0.01;0.029;-0.046;-0.032
141.5;-0.005;-0.002;-0.007;0.002;-0.002;0.042;0.01;0.034;-0.002;0.017
142;-0.005;-0.002;-0.005;0.002;-0.005;0.037;0;0.027;0.042;-0.012
142.5;-0.01;-0.007;-0.005;0.002;-0.002;0.063;0.034;0.059;0.046;0.029
143;-0.007;-0.005;-0.01;0;-0.005;0.039;0.024;0.039;0.002;0.005
143.5;0;-0.005;-0.002;0.002;-0.005;0.039;0.015;0.037;-0.012;0.01
144;-0.007;-0.005;-0.007;0.002;-0.005;0.039;0.007;0.039;-0.046;-0.024
144.5;-0.007;-0.005;-0.005;0.002;-0.002;0.029;0;0.02;0;0.027
145;-0.005;-0.005;-0.007;0;-0.007;0.034;0.005;0.029;0;0.017
145.5;-0.005;-0.005;-0.007;0.005;0.002;0.027;0.002;0.027;0;0.01
146;-0.007;-0.002;-0.005;0;-0.005;0.042;0.01;0.034;0.007;0.027
146.5;-0.007;-0.005;-0.005;0.002;-0.005;0.029;0.005;0.022;0.022;0.02
147;-0.01;-0.007;-0.007;0;-0.007;0.046;0.017;0.037;0.046;0.042
147.5;-0.007;-0.005;-0.005;0.002;-0.002;0.051;0.022;0.044;0.029;0.022
148;-0.007;-0.005;-0.005;0.002;-0.005;0.042;0.01;0.034;-0.037;-0.012
148.5;-0.007;-0.005;-0.005;0;-0.002;0.029;-0.002;0.029;0.012;0.02
149;-0.01;-0.005;-0.007;0;-0.005;0.034;0.002;0.032;0.015;0.005
149.5;-0.005;-0.002;-0.002;0.002;-0.005;0.044;0.017;0.037;0.044;0.034
